category,all_bands,5nm,10nm,50nm,100nm,smooth_all_bands,smooth_5nm,smooth_10nm,smooth_50nm,smooth_100nm
All_plants,0.395962732919255,0.436335403726708,0.458074534161491,0.448757763975155,0.43944099378882,0.427018633540373,0.409937888198758,0.395962732919255,0.391304347826087,0.437888198757764
Bryophytes,0.277777777777778,0.333333333333333,0.305555555555556,0.291666666666667,0.291666666666667,0.291666666666667,0.361111111111111,0.416666666666667,0.277777777777778,0.291666666666667
Lichen,0.433098591549296,0.394366197183099,0.426056338028169,0.383802816901408,0.408450704225352,0.404929577464789,0.376760563380282,0.447183098591549,0.426056338028169,0.440140845070423
Vascular,0.355400696864112,0.372822299651568,0.390243902439024,0.43205574912892,0.331010452961672,0.397212543554007,0.369337979094077,0.40418118466899,0.362369337979094,0.379790940766551
