category,all_bands,5nm,10nm,50nm,100nm,smooth_all_bands,smooth_5nm,smooth_10nm,smooth_50nm,smooth_100nm
All_plants,0.493788819875776,0.481366459627329,0.486024844720497,0.490683229813665,0.495341614906832,0.512422360248447,0.489130434782609,0.490683229813665,0.503105590062112,0.503105590062112
Bryophytes,0.430555555555556,0.458333333333333,0.486111111111111,0.416666666666667,0.444444444444444,0.416666666666667,0.486111111111111,0.347222222222222,0.361111111111111,0.347222222222222
Lichen,0.485915492957746,0.496478873239437,0.48943661971831,0.51056338028169,0.538732394366197,0.48943661971831,0.464788732394366,0.485915492957746,0.48943661971831,0.566901408450704
Vascular,0.407665505226481,0.390243902439024,0.418118466898955,0.393728222996516,0.397212543554007,0.425087108013937,0.400696864111498,0.383275261324042,0.421602787456446,0.43205574912892
