"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,15.68,0.04
"2","Forb",169,0.431122448979592,0,0
"3","Graminoid",0,0,196,0.5
"4","Lichen",0,0,0,0
"5","Moss",1,0.00255102040816327,0,0
"6","ShrubDecid",0,0,117.6,0.3
"7","ShrubEvergreen",166,0.423469387755102,19.6,0.05
"8","TreeBroadleaf",0,0,39.2,0.1
"9","TreeConifer",56,0.142857142857143,3.92,0.01
"10","Unknown",0,0,0,0
