"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,40.3,0.1
"2","Forb",258,0.640198511166253,0,0
"3","Graminoid",0,0,141.05,0.35
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",0,0,80.6,0.2
"7","ShrubEvergreen",132,0.327543424317618,141.05,0.35
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",13,0.032258064516129,0,0
"10","Unknown",0,0,0,0
