"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,59.25,0.15
"2","Forb",124,0.313924050632911,0,0
"3","Graminoid",0,0,217.25,0.55
"4","Lichen",0,0,0,0
"5","Moss",3,0.00759493670886076,0,0
"6","ShrubDecid",0,0,59.25,0.15
"7","ShrubEvergreen",238,0.60253164556962,0,0
"8","TreeBroadleaf",0,0,59.25,0.15
"9","TreeConifer",30,0.0759493670886076,0,0
"10","Unknown",0,0,0,0
