"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,39.2,0.1
"2","Forb",19,0.048469387755102,0,0
"3","Graminoid",0,0,117.6,0.3
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",0,0,137.2,0.35
"7","ShrubEvergreen",0,0,39.2,0.1
"8","TreeBroadleaf",0,0,58.8,0.15
"9","TreeConifer",373,0.951530612244898,0,0
"10","Unknown",0,0,0,0
