"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,22,0.05
"2","Forb",282,0.640909090909091,0,0
"3","Graminoid",0,0,308,0.7
"4","Lichen",0,0,0,0
"5","Moss",1,0.00227272727272727,13.2,0.03
"6","ShrubDecid",0,0,52.8,0.12
"7","ShrubEvergreen",134,0.304545454545455,44,0.1
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",23,0.0522727272727273,0,0
"10","Unknown",0,0,0,0
