"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,15.68,0.04
"2","Forb",0,0,0,0
"3","Graminoid",150,0.38265306122449,196,0.5
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",9,0.0229591836734694,117.6,0.3
"7","ShrubEvergreen",233,0.594387755102041,19.6,0.05
"8","TreeBroadleaf",0,0,39.2,0.1
"9","TreeConifer",0,0,3.92,0.01
"10","Unknown",0,0,0,0
