"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,40.3,0.1
"2","Forb",0,0,0,0
"3","Graminoid",253,0.627791563275434,141.05,0.35
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",2,0.00496277915632754,80.6,0.2
"7","ShrubEvergreen",148,0.367245657568238,141.05,0.35
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
