"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,42.2,0.1
"2","Forb",0,0,0,0
"3","Graminoid",118,0.279620853080569,21.1,0.05
"4","Lichen",0,0,42.2,0.1
"5","Moss",0,0,21.1,0.05
"6","ShrubDecid",10,0.023696682464455,295.4,0.7
"7","ShrubEvergreen",294,0.696682464454976,0,0
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
