"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,42.2,0.1
"2","Forb",25,0.0592417061611374,0,0
"3","Graminoid",0,0,21.1,0.05
"4","Lichen",0,0,42.2,0.1
"5","Moss",60,0.14218009478673,21.1,0.05
"6","ShrubDecid",0,0,295.4,0.7
"7","ShrubEvergreen",58,0.137440758293839,0,0
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",279,0.661137440758294,0,0
"10","Unknown",0,0,0,0
