"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,21.25,0.05
"2","Forb",60,0.141176470588235,0,0
"3","Graminoid",0,0,8.5,0.02
"4","Lichen",1,0.00235294117647059,12.75,0.03
"5","Moss",19,0.0447058823529412,0,0
"6","ShrubDecid",0,0,233.75,0.55
"7","ShrubEvergreen",56,0.131764705882353,148.75,0.35
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",289,0.68,0,0
"10","Unknown",0,0,0,0
