"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,21.25,0.05
"2","Forb",0,0,0,0
"3","Graminoid",329,0.774117647058824,8.5,0.02
"4","Lichen",0,0,12.75,0.03
"5","Moss",0,0,0,0
"6","ShrubDecid",5,0.0117647058823529,233.75,0.55
"7","ShrubEvergreen",91,0.214117647058824,148.75,0.35
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
