source,outliers,preprocessing,weight,n,oob,accuracy,r2,rpd,seed,model_id
v2,Random Forest,Nothing,0.25,2,0.232686980609418,0.75,0.229285993216854,1.13870180969148,61718,8adaff9c-592a-46df-92e7-f3a37ace3642
v2,Random Forest,Nothing,0.5,2,0.232686980609418,0.75,0.229285993216854,1.13870180969148,61718,07a31132-bda4-474d-b3c2-a5e37201dfe8
v2,Random Forest,Nothing,0.75,2,0.232686980609418,0.75,0.229285993216854,1.13870180969148,61718,8abd6ae3-211a-4365-9829-e2b7b0fed259
v2,Random Forest,Nothing,1,2,0.232686980609418,0.75,0.229285993216854,1.13870180969148,61718,9696037d-2262-4dbf-96b4-b809e29467a3
v2,Random Forest,Nothing,0.25,8,0.234188034188034,0.8,0.222566157310076,1.18684487729974,61718,6e8a369a-f475-48bf-bc6d-f2d9d432635a
v2,Random Forest,Nothing,0.25,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,2bc3ce9d-9bc0-4372-805e-e7793b54fe12
v2,Random Forest,Nothing,0.5,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,46a611b1-4c28-49a9-bc39-a829dbd0c8f0
v2,Random Forest,Nothing,0.75,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,766a61d0-e6ec-402c-add1-a0d897944e58
v2,Random Forest,Nothing,1,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,5d45e637-aaff-4754-a5b4-480e7227e2e6
v2,Random Forest,Nothing,0.25,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,fe2c4b42-4c99-4d08-8b57-29977533234e
v2,Random Forest,Nothing,0.5,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,5aeae45e-7a37-4e01-98e2-123d0b9bc69d
v2,Random Forest,Nothing,0.75,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,d1f096e1-1b9c-4460-8833-b4cd47fc8261
v2,Random Forest,Nothing,1,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,30950e09-cf0c-4a31-8ae5-07f2a2b84af8
v2,Random Forest,Nothing,0.25,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,84b809f2-5a3e-4f0f-8b4b-98a478604c48
v2,Random Forest,Nothing,0.5,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,7ee6b6c3-9bb8-4e04-a07e-cdb333af95e8
v2,Random Forest,Nothing,0.75,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,ad196a37-c8ef-4240-92d8-ebe7e6b6a040
v2,Random Forest,Nothing,1,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,0b6861b3-c750-4380-9da4-59b7b4730cdf
v2,Random Forest,Nothing,0.25,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,6e698e9a-d0de-4057-a7f4-fcaa10a67b76
v2,Random Forest,Nothing,0.5,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,3cdfa0af-c8bc-4d7f-812e-b90cdfb43066
v2,Random Forest,Nothing,0.75,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,971f1e75-bcbd-43c5-a617-cb82c7b2d849
v2,Random Forest,Nothing,1,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,42f95159-6e9c-47f8-a7b7-66c0195fd301
v2,Random Forest,Nothing,0.25,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,715f8240-7b6e-49a9-9685-233acd6f2442
v2,Random Forest,Nothing,0.5,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,29c19ed0-c3e2-4dc3-8def-9d1165f5db81
v2,Random Forest,Nothing,0.75,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,504ac88d-87b5-4113-b7f4-2f5a368faef9
v2,Random Forest,Nothing,1,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,cd2951b7-9251-4dae-8f83-a7915a0b9814
v2,Random Forest,Nothing,0.25,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,50624ad5-1a06-4cd8-8161-747ffd873048
v2,Random Forest,Nothing,0.5,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,90ddd4e7-3e66-47a8-953f-baf904b75438
v2,Random Forest,Nothing,0.75,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,0f296cc3-fb21-47dd-8636-f739b1ca7c52
v2,Random Forest,Nothing,1,2,0.315340909090909,0.716666666666667,0.21940230480705,1.14962636395585,61718,e41c0aff-90c4-44dd-b8c3-28d83f47b732
v2,Random Forest,Nothing,0.25,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,3cded1b2-1283-4456-aa25-62a59d19a33c
v2,Random Forest,Nothing,0.5,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,a2824300-38c8-44a4-b5d7-75a09cb5bdf8
v2,Random Forest,Nothing,0.75,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,91c1f5ab-7089-4add-acfe-ede6d6c90166
v2,Random Forest,Nothing,1,8,0.227350427350427,0.8,0.233932193847166,1.18174638502431,61718,47f452b9-3f2b-419a-8e4d-f0998064bfe8
v2,Random Forest,Nothing,0.25,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,b3cd5704-e361-4865-97e8-4238c4ab609a
v2,Random Forest,Nothing,0.5,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,43e01a28-38d1-4a1a-b540-d92bee9f2dd0
v2,Random Forest,Nothing,0.75,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,4e19c340-27f7-4db9-bb3d-821cb3d14832
v2,Random Forest,Nothing,1,32,0.158333333333333,0.808333333333333,0.259706116851043,1.21019312437853,61718,1b8f670a-868e-4679-997e-7e9e6fd8bcc5
v2,Random Forest,Nothing,0.25,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,618052b6-62ee-4549-9d1c-b705f9697bc5
v2,Random Forest,Nothing,0.5,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,e1c7569b-3577-445c-a4e3-fe51c9a6d69e
v2,Random Forest,Nothing,0.75,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,54d488fb-f1a7-453a-94a8-4b64318ad4af
v2,Random Forest,Nothing,1,128,0.146666666666667,0.841666666666667,0.226827961153074,1.30817675823455,61718,cefb8a68-55f9-4d34-bde4-e8dbc2501585
v2,Random Forest,Nothing,0.25,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,a6158777-cb06-4410-aca4-59c0e35cad69
v2,Random Forest,Nothing,0.5,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,4a9ccc44-985a-432c-b633-aaeb63ed930e
v2,Random Forest,Nothing,0.75,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,d4ab45a5-1df1-43ab-91fb-30ba087b5f2f
v2,Random Forest,Nothing,1,512,0.141666666666667,0.858333333333333,0.200788686371919,1.3469631667026,61718,f9cfcd54-b897-400c-a199-6c8e22c47bfb
v2,Random Forest,Nothing,0.25,2,0.329545454545455,0.683333333333333,0.167211814054487,1.26821199051296,61718,e8737150-0834-4e54-9626-a93d657e44e5
v2,Random Forest,Nothing,0.5,2,0.329545454545455,0.683333333333333,0.167211814054487,1.26821199051296,61718,61ac2660-abf3-4ad7-9d48-97b8531b45b1
v2,Random Forest,Nothing,0.75,2,0.329545454545455,0.683333333333333,0.167211814054487,1.26821199051296,61718,c39c46a1-dce1-42af-a137-4ffbb4931153
v2,Random Forest,Nothing,1,2,0.329545454545455,0.683333333333333,0.167211814054487,1.26821199051296,61718,62425984-a67d-43cd-82b7-0360fc9df1b4
v2,Random Forest,Nothing,0.25,8,0.223931623931624,0.816666666666667,0.132183969708743,1.37010257328802,61718,e70d90b9-ac76-46e2-9590-70605634efe2
v2,Random Forest,Nothing,0.5,8,0.223931623931624,0.816666666666667,0.132183969708743,1.37010257328802,61718,2cb4a49e-f29f-4589-87de-b9b69cfcfc21
v2,Random Forest,Nothing,0.75,8,0.223931623931624,0.816666666666667,0.132183969708743,1.37010257328802,61718,a97b1862-7147-4c99-a4b5-c5b0836502e3
v2,Random Forest,Nothing,1,8,0.223931623931624,0.816666666666667,0.132183969708743,1.37010257328802,61718,0598c05f-c709-4e4f-8601-bb799893ee31
v2,Random Forest,Nothing,0.25,32,0.14,0.833333333333333,0.0881890361131749,1.54605804871863,61718,a5938f43-41a6-48b2-8e8c-2db38b0412f5
v2,Random Forest,Nothing,0.5,32,0.14,0.833333333333333,0.0881890361131749,1.54605804871863,61718,5657fa5f-1d9f-41c8-9700-7f385dd1072d
v2,Random Forest,Nothing,0.75,32,0.14,0.833333333333333,0.0881890361131749,1.54605804871863,61718,f9c3ade9-b0af-4ca8-bca0-926173c665c4
0.96,Random Forest,Nothing,0.25,2,,0.716666666666667,0.21940230480705,1.14962636395585,61718,87f4a9a8-52bb-495d-b626-fae3175adf5b
0.96,Random Forest,Nothing,0.5,2,,0.716666666666667,0.21940230480705,1.14962636395585,61718,a2a3be3f-31c2-4ee6-97cc-e2cf6cf6775c
0.96,Random Forest,Nothing,0.75,2,,0.716666666666667,0.21940230480705,1.14962636395585,61718,ef8ade5c-e516-46ab-adf8-c785660ef615
0.96,Random Forest,Nothing,1,2,,0.716666666666667,0.21940230480705,1.14962636395585,61718,d1c51e18-103f-4430-8e6b-84ca7c9a0211
