"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","399.444","409.444","419.444","429.444","439.444","449.444","459.444","469.444","479.444","489.444","499.444","509.444","519.444","529.444","539.444","549.444","559.444","569.444","579.444","589.444","599.444","609.444","619.444","629.444","639.444","649.444","659.444","669.444","679.444","689.444","699.444","709.444","719.444","729.444","739.444","749.444","759.444","769.444","779.444","789.444","799.444","809.444","819.444","829.444","839.444","849.444","859.444","869.444","879.444","889.444","899.444","909.444","919.444","929.444","939.444","949.444","959.444","969.444","979.444","989.444"
"204","quartz","Quartz","Abiotic",25,58,"Murphy",0.509580826032166,0.51435143848848,0.51772216031985,0.523783600268438,0.527795460048822,0.533969108001475,0.534454324437257,0.534708810568104,0.537070045106164,0.536488325549141,0.543895067161202,0.542328608988976,0.544762965916112,0.552167914712303,0.552269195868787,0.554180047500778,0.554261384655344,0.555195587097468,0.554457155953662,0.553352716894824,0.552633769678966,0.552792663816505,0.552107173604999,0.551286669950912,0.55073353354225,0.551086234551457,0.551232528783345,0.55086283338116,0.5507483621868,0.551100404453588,0.552013634913865,0.554086102899021,0.554433054872323,0.554822161035222,0.555330942106348,0.556044855106748,0.555849740479614,0.556780371154911,0.557975875022286,0.557841428647917,0.558116006934199,0.557597580030314,0.557517531300627,0.557938356737514,0.558174943978268,0.558252973493841,0.558144356463049,0.55805967728228,0.55784514200486,0.557463949631325,0.556649412295422,0.556416148189989,0.556926365876628,0.555918275182865,0.555069700563179,0.555354788973031,0.554979192757234,0.556013366626256,0.559282584605985,0.562379146160148
"120","quartz","Quartz","Abiotic",25,58,"Murphy",0.364938070294007,0.370588341798366,0.378204808529219,0.396147059256145,0.411270172541399,0.428672646939317,0.432968691178499,0.435721423193901,0.44340690591245,0.447384311663466,0.466552712456398,0.477712518709788,0.49427358863687,0.519859922666499,0.538708312193922,0.558304712175072,0.574416960626604,0.589531281196673,0.599043419473648,0.604535490245886,0.608918625359866,0.613086460816145,0.614715411729076,0.615349049844112,0.615920407998839,0.618120750374866,0.620333675925531,0.621352767276765,0.622942027741724,0.624642368273231,0.627222711044778,0.63168453664232,0.63360166131151,0.635267140008255,0.637234136667571,0.639214690389761,0.638591330395348,0.640515448400655,0.642200244509499,0.641676477768228,0.641355021467205,0.639641363771888,0.638460537120141,0.638178780318343,0.637981933791741,0.63772352391693,0.637280576792901,0.636970208214174,0.636762068680518,0.636190784146225,0.634405306178697,0.634112831554974,0.635139278537638,0.633717105052269,0.632671893848766,0.633328822702592,0.633821323009843,0.636036935668923,0.642965064741477,0.650195743046289
"114","quartz","Quartz","Abiotic",25,58,"Murphy",0.382618140587671,0.388404913434348,0.394092313033153,0.404657089977328,0.416092928848948,0.42779038378455,0.430047276597386,0.431250154818425,0.43602277483594,0.438372874565753,0.451682763113172,0.458648294024017,0.469826591877996,0.486223625190245,0.49656872466567,0.50653714107345,0.513540184155576,0.520293522736028,0.523675912789136,0.524693365978175,0.525881307732406,0.528064685276954,0.528316641715227,0.528525677844685,0.528792080884898,0.529877134541615,0.531604763749137,0.532395907364815,0.53392615053456,0.535582809346458,0.537392242382796,0.541229093567845,0.543570163387122,0.545531632787424,0.547166936956191,0.55023867463563,0.549968371508683,0.551953545864484,0.554007537057968,0.555204632641279,0.555812600039819,0.555476129150261,0.555870418401113,0.556400365858224,0.556999124259507,0.558023744323519,0.558307031691746,0.558844786261313,0.559336946584088,0.559757563418207,0.558879332677285,0.558915634179724,0.559785226568366,0.559337164019075,0.558552637888681,0.559099105487109,0.558835007149881,0.560277429525812,0.567254566288997,0.574128676009634
"107","quartz","Quartz","Abiotic",25,58,"Murphy",0.196378144819571,0.198910146109801,0.201275454890026,0.204781740739769,0.20612787305345,0.210389456913411,0.210371236499465,0.211263988742695,0.212899932837058,0.211797149744733,0.215930408920821,0.215321522725107,0.21607591273483,0.22160940009408,0.222461688099758,0.224365598476564,0.225636082609966,0.227436343773267,0.2278337067123,0.227447276056726,0.227232516237261,0.227447118920539,0.226895604290645,0.226332045576601,0.225827380286859,0.225714369061682,0.225540712058202,0.224725226849629,0.224407606422447,0.225021878758769,0.226004274993481,0.227119372957689,0.227190516430628,0.227089482912724,0.226959858779372,0.227300684879888,0.226666486168412,0.226735283423924,0.226772456807588,0.226454602984862,0.226054735403788,0.225495932179918,0.225127876953003,0.224911569965367,0.22486142804193,0.224954586063457,0.224747151676396,0.22478680733544,0.224779037719938,0.224748092184649,0.224289862293177,0.224302213689674,0.224606827023931,0.224280602116394,0.223837010019504,0.224167612912688,0.223882848335964,0.224602999808107,0.226493414931114,0.228224687568818
"118","quartz","Quartz","Abiotic",25,58,"Murphy",0.532102125348731,0.538042473600644,0.536096386725283,0.534224465151083,0.532718144900235,0.536617270212375,0.532520621395051,0.531063877695007,0.531977165059574,0.525363828508401,0.530978163971552,0.523686434626844,0.519751676929548,0.52664485676611,0.522303473979332,0.521562552200666,0.519424150188076,0.519647210016399,0.51832017263888,0.515749702491592,0.514664291488278,0.514750917041796,0.513374448797988,0.511884687985939,0.510920571205539,0.51032171953686,0.510296411851381,0.509201823156211,0.508460951167698,0.50768158290956,0.507272573450987,0.508803291491186,0.507471938472166,0.507061324896192,0.506878141069663,0.508141060865756,0.505175043661499,0.506439397513641,0.50764840894029,0.507292313715121,0.507267890804877,0.506092698058507,0.505578292398843,0.506195014803445,0.506671287765552,0.507084026697951,0.507115381155011,0.507058664486315,0.507180652296486,0.506968698584494,0.505505593557797,0.504934981076434,0.505977451046936,0.503965791555449,0.502714234562072,0.502921877115418,0.503359843489627,0.504527699245233,0.50924518019617,0.514303340633084
"36","bare rock","Bare Rock","Abiotic",7,58,"Murphy",0.0591332040387576,0.0572385667283179,0.0557252969209287,0.0594716260711152,0.0625672608995329,0.0666486876253442,0.0690638115514135,0.0690263368359435,0.0714713290101653,0.074188418160702,0.0791807410967401,0.0866298016278874,0.0959254902872084,0.105922530295933,0.11847387333014,0.131434405116309,0.143645789848676,0.154768677572284,0.164351293718901,0.171835406755981,0.176506763119183,0.178870401516685,0.180060044094101,0.18048089970294,0.18057820597084,0.180276723293442,0.18017573716199,0.180739923421099,0.181755530427564,0.183583080232292,0.185828206370652,0.188292474971126,0.191115385813854,0.193935595615321,0.195756513328748,0.196485998202896,0.195587492720006,0.193121641243141,0.189290538144264,0.184898342061481,0.179980372165222,0.17520291728642,0.170306352531753,0.165649643464174,0.161387663444337,0.157489218200769,0.15400132100148,0.150912587363703,0.148295035061795,0.146239285223959,0.144647113739305,0.143239646943287,0.142216038805318,0.141507979281959,0.141112498456852,0.140939984183003,0.140665072568789,0.140817552911663,0.141421140651484,0.142180089653998
"salsic_AK2018_01","dead salix","Dead Salix","Abiotic",8,58,"AK2018",0.0744376078244849,0.0624237902166243,0.0544337262153353,0.0554885316578813,0.0519936176743939,0.0530345300842201,0.0542819560679965,0.0539892263992804,0.0577829613320111,0.059503887951506,0.0634510470311224,0.0710800571140454,0.0807384766482221,0.0900190225502609,0.101453355905721,0.110935716290029,0.119316190697429,0.126104190200896,0.133303583340631,0.141470786911594,0.150587295238045,0.160122333984037,0.170236803824878,0.182841733011735,0.193183938740526,0.199839802733392,0.207138273087784,0.212388738243297,0.222529710151604,0.256077906834956,0.30370663846276,0.343653927902046,0.376169369564933,0.401659306935673,0.420338130307682,0.434020616508921,0.444723421108183,0.453818294178574,0.461662919041665,0.468995650970939,0.47534358513896,0.481220617544699,0.486156984527191,0.49039162208821,0.494277530566871,0.497588065960659,0.500340953010908,0.502512712483481,0.504331614177959,0.506158095816511,0.507750810863484,0.508987503259861,0.509943669677756,0.510885617100801,0.511537968325444,0.510879764909191,0.509965415651165,0.509140766842443,0.508831092651906,0.508880759517653
"103","quartz","Quartz","Abiotic",25,58,"Murphy",0.103744575831568,0.100509048832781,0.0988396018928485,0.101348453136891,0.102913663857968,0.106057288965242,0.107430778985384,0.107957123867613,0.110265283607464,0.111498764689736,0.115537721116238,0.120188926953328,0.126457728811966,0.133085686544037,0.140208842910015,0.146605997409003,0.15190276849999,0.156121580052117,0.159156860241602,0.161127453198718,0.162684758380318,0.164328114770377,0.165494885306773,0.167239785030646,0.168286252798809,0.168488943234692,0.169178184392007,0.168853069533908,0.169986795369057,0.177632750531798,0.187659765406949,0.193974503347429,0.198472257100653,0.202173224749237,0.205390318447252,0.208683028236513,0.211038304313394,0.213563095642414,0.215888433462973,0.218035232100407,0.219738713318186,0.221287329371931,0.223052616258826,0.22467071568253,0.226294216456871,0.228174432748576,0.229808238029395,0.231682641265276,0.233974937304178,0.236379890888663,0.238690712483408,0.241317454072629,0.243946263987652,0.246232503954694,0.248613744435194,0.251370937644504,0.254002562481619,0.256855407413153,0.26026266400058,0.263587084231592
"31","bare rock","Bare Rock","Abiotic",7,58,"Murphy",0.126322221951218,0.127307729934786,0.128615616910573,0.133790067555013,0.140654957055412,0.146070083081272,0.147858769678826,0.147337355993152,0.149282055311582,0.151529663582673,0.157217960438381,0.164042111513527,0.171932147749914,0.18208102287969,0.191625292351328,0.201226553625693,0.208223911110435,0.21307957143196,0.215855422173914,0.216916803156077,0.216715932209598,0.215774479435473,0.214569620794252,0.213379193029823,0.212414598280936,0.211399159523048,0.210441567206872,0.209967216293053,0.209748222548062,0.210041009333704,0.210250073083524,0.210541245130869,0.210484385958545,0.210768140630782,0.21059536657053,0.210581841479837,0.209558275899248,0.20859243821257,0.207172382372437,0.205421939590621,0.203736636063308,0.202066390019084,0.200047003262166,0.198337115900935,0.196697236503149,0.194931266397882,0.193140125956038,0.191577094682925,0.190130822574961,0.188855822460431,0.188001017984522,0.187011844900729,0.186248101889966,0.185515132947062,0.185106601986084,0.184637153579523,0.184051886402529,0.18407516159473,0.184136869154252,0.184141768529699
