"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"2","aleoch","Alectoria ochroleuca","Lichen",6,464,"Murphy",-12.1967896342381,-12.4648598509658,-1.58580930045684,0.998845560994168,-1.39478082463784,-0.387645605809017,-0.570625541964366
"126","usnsca","Usnea scabrata","Lichen",12,464,"Murphy",32.4082266091833,0.832631150666153,-8.2096625689089,-0.992584848002085,-2.83570219041268,-0.803476741406792,-1.05552863795059
"136","vulpin","Vulpicida pinastri","Lichen",12,464,"Murphy",27.7577813057233,-1.55055156532233,-10.2109834503688,2.31632083110696,0.36998591312455,0.181785830539349,2.81925550558722
"51","neparc","Nephroma arcticum","Lichen",21,464,"Big Trail",17.3027000317891,13.8679718830693,-1.06168641024943,4.1813577607983,1.49159754124567,-0.123246896253544,-0.389160195262346
"54","umbhyp","Umbilicaria hyperborea","Lichen",15,464,"12mile",-24.2410066048039,-12.9564422003244,0.341472716535992,-0.59548213315147,0.645117192094983,-1.0490125548659,-0.0847364740920599
"flacuc_Brooks001","flacuc","Flavocetraria cucculata","Lichen",14,464,"Brooks_Range",-2.19632610921595,-12.149314318944,-4.06869363699924,0.349290826947947,-2.40975718650261,-0.675116978492085,-0.551926109548418
"57","hypaus","Hypogymnia austerodes","Lichen",13,464,"Murphy",7.85859246704692,8.74423192978544,-2.0153297640537,-4.14364479668797,1.53204703398538,-0.785211838321248,-0.474859403954039
"95","pelsca","Peltigera scabrata","Lichen",7,464,"Murphy",8.91630112000843,12.1145826109238,-1.0850240711123,-3.31233872250714,1.46950379998178,1.10478672468816,-1.52976036926371
"67","naparc","Nephroma arcticum","Lichen",21,464,"Murphy",41.3087941557125,12.3933575167387,-7.94477563830018,6.87590680568089,0.869668921385598,-1.22847330567893,-0.657864885938031
"70","naparc","Nephroma arcticum","Lichen",21,464,"Murphy",50.7420184095536,14.337486023157,-7.89364650638707,7.76189076753046,2.11424854416497,-1.20437794491861,0.0555524030791456
"151","masric","Masonhalea richardsonii","Lichen",14,464,"Murphy",-18.8289653232788,-7.83785371240037,0.136007081314122,-2.29322807044613,0.651132594099644,-1.76636913674755,-0.0566764250875545
"11","clagra","Cladonia gracilis","Lichen",18,464,"Big Trail",9.826416110196,-6.84597294761063,0.349477554139906,2.62212367839226,0.354611914988629,-0.633261055991862,-0.937776365966369
"umbarc_Brooks001","umbarc","Umbilicaria arctica","Lichen",4,464,"Brooks_Range",-28.5936846291272,-14.8385289249153,0.234804268847693,0.523282155887369,0.388137782398753,-0.569728969049469,-0.0843697175281944
"stepas_Brooks004","stepas","Stereocaulon sp.","Lichen",8,464,"Brooks_Range",4.26371525765678,-7.1544751444146,0.812267435795555,-1.63567221563235,0.722765736526591,-1.50748455381704,-0.150404236707586
"rhigeo_Brooks002","rhigeo","Rhizocarpon geographicum","Lichen",18,464,"Brooks_Range",-16.5101779712281,-14.2593742657116,-1.23784507196301,0.642945869214343,-0.500844544855472,-0.464861924153303,0.0394806177469859
"clacucc_00003","clacuc","Flavocetraria cucculata","Lichen",14,464,"Yukon_Delta",31.5832967224498,-12.0266194888159,-8.85226487720559,-0.464548206866205,-6.86727093014726,-1.12898429161976,-1.61772214962445
"clasty_Brooks006","clasty","Cladonia stygia","Lichen",18,464,"Brooks_Range",-16.2858758238101,-10.170415542464,-0.378513081762381,-0.494361806897137,0.472468958239351,-0.110912052670479,-0.150719310811471
"181","polytrichum","Polytrichum sp.","Moss",13,90,"Murphy",-21.2248494144045,-8.62515851587184,0.00441454854163423,0.175730183765474,0.438650195916832,-0.323013264057271,-0.19182733844105
"49","hylspl","Hylocomium splendens","Moss",13,90,"Murphy",-2.13511867929428,0.701020610389517,-2.54925515559946,-0.469238838861039,1.09913409507119,0.347889538260727,-0.402373092301508
