"x","y","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
-147.823762112716,64.9159692961129,-11.3283374240984,-11.6174911439383,-3.37128656014992,-2.45928411100197,-0.542267666080774,-2.97210951174498,0.345750617080793
-147.823759358148,64.9159692961129,-10.8557086701789,-10.4544747587215,-0.68009216085463,0.279758676741117,2.67181871918084,2.2586155681723,-0.45452409432416
-147.82375660358,64.9159692961129,-11.8216936021968,-10.3977910723433,-0.914560898432673,0.953392018982364,0.52505863699995,1.05305742621407,0.58930240196964
-147.823753849012,64.9159692961129,-5.30880487753421,-10.7270485186462,-2.67475429265556,4.82161057741305,0.934576447144889,2.50678161695836,2.54710335690371
-147.823751094444,64.9159692961129,-2.39492845807089,-6.88085497646939,-1.56899248142723,1.11167531702416,-3.34239637469419,-0.0216166694589025,5.17993961893526
-147.823748339877,64.9159692961129,-8.48659882476795,-5.00277402958665,-0.35753541731809,-0.290866712233712,-1.31874445070812,0.389579264319868,3.15327749374434
-147.823745585309,64.9159692961129,-16.3669222776041,-5.59182079076247,1.80840009096745,-1.17839056941226,-2.40804742063482,-3.5258718672867,-1.38182076504024
-147.823742830741,64.9159692961129,-13.2161209982458,-15.5552286759217,2.02933017403459,0.797798365757328,1.83918711939737,1.73873506577919,-1.43806380359532
-147.823740076173,64.9159692961129,-13.9254968057531,-16.8183607634921,1.47877544276537,1.19495758385234,0.537505362589585,-0.881351348707528,-1.09244868361187
-147.823737321605,64.9159692961129,-12.3782058748064,-20.7406258853109,0.891556154526091,1.31653531789573,2.6672970057333,0.0272213290835459,-0.350202535333815
-147.823734567037,64.9159692961129,-10.8763615201218,-17.9214247271651,-0.266006907680202,0.583952546942427,1.21931073102565,0.327093225835008,1.53652158695193
-147.823731812469,64.9159692961129,-12.2825584577495,-12.6708452360891,-1.06700797419024,0.0413236190303273,-0.10727211143535,0.749967027276258,3.64724941495647
-147.823729057901,64.9159692961129,-18.0027310531148,-8.07462148534041,0.740033112226444,1.04129773723998,1.14566215307934,0.0721102436963523,3.34176774341613
-147.823726303333,64.9159692961129,-29.4130048423434,-6.39322252170688,0.515665792855917,1.20721641931799,-0.865854156644337,1.90546718302027,0.983373579584207
-147.823723548765,64.9159692961129,-23.74337677681,-7.06123807867912,0.817583294487214,1.10247011295738,2.27415556400086,-0.324058318088016,1.49767496412702
-147.823720794198,64.9159692961129,-20.957348567468,-5.01593400504623,1.42160282733283,-0.722567244525804,-0.298165075398486,1.70967501763028,0.964047077685534
-147.82371803963,64.9159692961129,-19.967354531748,-1.26701786809792,0.623036721835625,2.52371874215087,2.86779165991265,2.7386127362941,0.970343129679091
-147.823715285062,64.9159692961129,-17.3100253581106,1.68028414614775,0.158598818146878,1.20927033250341,0.900772073824294,2.18752052471579,2.23348015741325
-147.823712530494,64.9159692961129,-16.5593919854832,2.19485913685016,-0.287139330157606,0.849807759944606,-0.305273444903644,-0.902923342759715,1.25849912670507
-147.823709775926,64.9159692961129,-14.8239705101253,2.41218396847348,-0.149541709472386,1.21272163455302,1.16107178080713,-0.848591491890615,-0.410924572653415
-147.823707021358,64.9159692961129,-7.878556359551,-0.662149747194071,-2.10331580137408,3.74184935636392,-0.715944072584335,-1.21208247582779,-0.803138370263131
-147.82370426679,64.9159692961129,-7.70733208536559,6.15664858769958,-2.49021123619541,-0.77416857156535,-1.45477069488747,-2.26295595738387,4.54371120555366
-147.823701512222,64.9159692961129,-16.9715653675806,12.2596024305376,0.0674413879812288,-3.79498494889797,3.54757545305708,1.21076684182345,2.71323677144658
-147.823698757654,64.9159692961129,-19.6144204381669,7.92263273970124,-0.23590410910377,-2.28478948780395,-0.149713028422694,0.976014012492129,1.86506888468223
-147.823696003086,64.9159692961129,-26.6704067933469,6.64447861445587,0.870698394855247,-3.19638394268198,-0.583138165373618,-0.315034413645477,-0.414797962408634
-147.823693248519,64.9159692961129,-37.3084624614243,0.921606754724417,1.83531736285902,-1.76358217329028,0.728475698177579,2.61057258014116,-2.18097762888839
-147.823690493951,64.9159692961129,-39.8158708534475,-3.15033453738658,2.39278949805658,0.436319236827617,-3.29997416443792,-0.050885903990298,-0.93891567510369
-147.823687739383,64.9159692961129,-38.7616348148047,-4.71067931419775,2.24782076871587,1.36407376059006,-2.21228277354734,-0.00142855394771529,-0.737084665966742
-147.823684984815,64.9159692961129,-37.7434689016302,-6.50521820752696,2.30605363149549,2.37129911660099,-0.917781280406085,0.332941243420404,-0.644488573464067
-147.823682230247,64.9159692961129,-36.3253606763897,-6.66996437942189,1.80342051704619,2.51999421248402,-2.31474179725867,1.14381845530011,-0.534329951757105
-147.823679475679,64.9159692961129,-33.4344425557618,-7.19078644648312,0.708425766086143,3.31874878433772,-0.628128653327142,2.03092874709093,-1.66972000976508
-147.823676721111,64.9159692961129,-31.6683930357982,-8.24598856505282,1.26062490799253,4.17196478710651,-0.73897591357666,3.86550777013686,-0.404493244872376
-147.823673966543,64.9159692961129,-21.5638471694805,-10.5348063150641,1.28448552290024,4.86804413645175,0.927969596055843,-2.40281444341536,-1.67793733052713
-147.823671211975,64.9159692961129,-14.2976846624229,-13.561147596372,1.77132128197586,6.09457952161749,2.05108397984479,1.28988756143924,-2.32203159640099
-147.823668457407,64.9159692961129,-2.66810990094772,-14.0307572074444,3.13636674830747,6.05535119733649,0.989134015487241,2.95362129100598,-0.252210849812798
-147.823665702839,64.9159692961129,5.82669649548118,-10.2528803169452,2.19947493886675,4.20220529751319,-1.10549693367209,-0.586675858474962,1.27912747495319
-147.823662948272,64.9159692961129,9.07456952241066,-8.99845186141305,2.80789370712239,4.07436347638852,0.220537419636916,-0.907148236657345,1.91417781317701
-147.823660193704,64.9159692961129,13.2861676599399,-4.67611869663286,1.9305973867924,2.31505156324775,1.3918343864574,-0.684903427304983,2.28574999434684
-147.823657439136,64.9159692961129,13.9979101660079,-3.07846487534522,0.0616094777356199,1.08803462990102,1.23847525453725,1.24220191342878,0.227010465584304
-147.823654684568,64.9159692961129,7.70243834240628,-3.32946188577302,-2.63526451053233,0.543554712712727,2.6829387272604,0.284779187240542,0.0861691567666548
-147.82365193,64.9159692961129,7.87203020122202,-3.22680233081865,-2.95782808106284,-0.442506709268204,2.62686150233247,2.16508405610524,0.00907266195973339
-147.823649175432,64.9159692961129,8.36488678562409,-2.35303482969262,-3.4193686408129,-2.16872458691943,-3.97178700968803,1.40814116092401,-0.699258263784999
-147.823646420864,64.9159692961129,7.5674879520162,-3.6738552254995,-2.17972931077651,0.293582852447014,0.681179175563542,-3.05910982586172,0.382222318990972
-147.823643666296,64.9159692961129,4.80969146671452,-3.05661043970911,-1.53389041798645,-0.493550082366633,1.24530828108582,-0.146130500291772,-0.802787989404306
-147.823640911728,64.9159692961129,0.627403523743839,-1.83890264418646,-0.941366566322263,-1.08212531969153,0.0479609766508025,0.646660526049567,-1.72288987867017
-147.823638157161,64.9159692961129,-0.46969396318742,0.694565866102471,-3.25731436319381,-0.46092881909477,-0.758842749756019,3.8300710025256,3.01355129956632
-147.823635402593,64.9159692961129,-2.89072276508755,9.07544122113134,-1.31082514049188,-1.38224210954708,-2.98596944142729,-3.773105727037,4.04107703528417
-147.823632648025,64.9159692961129,-1.27485755440557,6.88262198723523,-0.818919005095535,-0.548979097895272,-1.39733929094366,-0.875178459238711,2.37925460380723
-147.823629893457,64.9159692961129,-2.66487437435697,7.83916068897179,-0.48480661969104,-1.93397169937445,4.64951828281873,2.05755566021037,-0.516073250865005
-147.823627138889,64.9159692961129,-6.02602762158166,7.88557521692503,-0.531102536968477,-2.24692058634916,-0.0564870492614167,1.33406404208463,-0.904732142548586
-147.823624384321,64.9159692961129,-5.46803316273724,7.59511101166345,-0.758776672646894,-2.28292484951889,-0.973542671394237,1.0364004322864,-0.370987093691045
-147.823621629753,64.9159692961129,-9.39138961111631,8.50856983125175,0.535704026776926,-1.17100505992357,1.73276231398754,-1.9202170600187,-0.819486367341366
-147.823618875185,64.9159692961129,-9.74828678758351,8.47664822050052,0.260018380516493,-1.67692147517007,0.329983921403278,-0.703984683711968,-0.935489265100127
-147.823616120617,64.9159692961129,-10.2814590001555,8.44166731072,-0.109308460162748,-2.39890734098188,-1.70033377179958,0.911877173074109,-1.05936972846125
-147.823613366049,64.9159692961129,-10.9456475331092,8.73407136862767,0.554911792169146,-2.40442592831059,-2.50284174628334,-2.39177134889048,0.0929148668320917
-147.823610611481,64.9159692961129,-8.54398190982859,7.17811902037991,-0.11812133657174,-1.97885706408068,-0.573052626247938,-0.232454909610546,0.772560216064156
-147.823607856914,64.9159692961129,-7.63048610319793,8.50804214510084,-1.52738637913838,-4.26113254441972,-2.08305312770644,1.70498892208393,0.773442683630639
-147.823605102346,64.9159692961129,-8.20516115975418,8.39425575970317,-1.29135685901718,-3.84287144514319,-1.63246760688719,1.06584832205486,0.882438050566285
-147.823602347778,64.9159692961129,-11.2201401629127,7.79728690512102,-0.0530503268053666,-1.64850284743105,0.731488052192104,-2.28734368459094,1.454271141417
-147.82359959321,64.9159692961129,-12.9827139221301,5.51955158190697,-1.01089251113888,-1.61756591333184,2.50914926369664,2.92422004936582,-2.73763365189215
-147.823596838642,64.9159692961129,-7.7599362366393,3.62128758957695,-1.15397801136672,0.556327848307682,1.76807660731233,-0.680164681276488,-1.29370305023834
