"ScanID","PFT","area","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500","510","520","530","540","550","560","570","580","590","600","610","620","630","640","650","660","670","680","690","700","710","720","730","740","750","760","770","780","790","800","810","820","830","840","850","860","870","880","890","900","910","920","930","940","950","960","970","980","990","1000","1010","1020","1030","1040","1050","1060","1070","1080","1090","1100","1110","1120","1130","1140","1150","1160","1170","1180","1190","1200","1210","1220","1230","1240","1250","1260","1270","1280","1290","1300","1310","1320","1330","1340","1350","1360","1370","1380","1390","1400","1410","1420","1430","1440","1450","1460","1470","1480","1490","1500","1510","1520","1530","1540","1550","1560","1570","1580","1590","1600","1610","1620","1630","1640","1650","1660","1670","1680","1690","1700","1710","1720","1730","1740","1750","1760","1770","1780","1790","1800","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100","2110","2120","2130","2140","2150","2160","2170","2180","2190","2200","2210","2220","2230","2240","2250","2260","2270","2280","2290","2300","2310","2320","2330","2340","2350","2360","2370","2380","2390","2400","2410","2420","2430","2440","2450","2460","2470","2480","2490","2500","PFT_2","PFT_3"
"eqaswl_AK2018_01","equsyl","AK2018",0.171986,0.147063,0.113444,0.088631,0.07534,0.067138,0.055805,0.047698,0.049399,0.043106,0.044933,0.045259,0.043616,0.046635,0.045095,0.050823,0.065913,0.094757,0.126427,0.138404,0.142503,0.135968,0.116873,0.098243,0.087867,0.08295,0.0757,0.067205,0.064651,0.058973,0.04946,0.04408,0.040339,0.046011,0.065315,0.133303,0.230808,0.353359,0.495316,0.613765,0.682441,0.713718,0.724725,0.731084,0.733621,0.738161,0.738984,0.74262,0.746522,0.750766,0.754786,0.757443,0.76036,0.761991,0.762678,0.760372,0.761374,0.761556,0.758916,0.750531,0.738287,0.721435,0.71934,0.723793,0.730052,0.738146,0.746249,0.754403,0.76246,0.770632,0.777076,0.782054,0.784841,0.785305,0.783535,0.780199,0.775535,0.768425,0.751231,0.716318,0.680557,0.659558,0.650727,0.64585,0.642313,0.642451,0.644931,0.650172,0.655469,0.660499,0.664944,0.667524,0.667106,0.664302,0.657556,0.645049,0.627464,0.603181,0.573916,0.544695,0.51903,0.494031,0.460561,0.403469,0.325426,0.254647,0.210404,0.186643,0.174445,0.168868,0.167235,0.168906,0.17488,0.185512,0.199474,0.213549,0.228039,0.242739,0.258084,0.273291,0.287217,0.300065,0.312369,0.323876,0.334985,0.344858,0.353567,0.361682,0.368125,0.374712,0.378754,0.381103,0.381828,0.380741,0.378117,0.374073,0.369572,0.363109,0.355538,0.348189,0.338766,0.330502,0.323408,0.31945,0.318579,0.318053,0.317871,0.318887,0.317059,0.310052,0.293481,0.263941,0.222594,0.168642,0.116587,0.081414,0.067178,0.061976,0.060704,0.062402,0.065547,0.070256,0.076063,0.082832,0.091074,0.098953,0.10762,0.115962,0.124347,0.1327,0.140276,0.147892,0.156441,0.164519,0.172312,0.18074,0.188871,0.196937,0.204647,0.209932,0.215381,0.218913,0.222295,0.225507,0.228548,0.231221,0.232903,0.234031,0.232953,0.229155,0.223934,0.21538,0.207752,0.201546,0.195348,0.188663,0.181097,0.176708,0.170213,0.164132,0.158048,0.151326,0.144928,0.139526,0.133333,0.126608,0.119976,0.113619,0.106451,0.099385,0.093104,0.086942,0.083073,0.078784,0.07539,0.074408,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_02","equsyl","AK2018",0.190443,0.163694,0.125468,0.099927,0.083284,0.07276,0.061608,0.051008,0.054069,0.047462,0.049567,0.050408,0.048157,0.051746,0.050322,0.056873,0.074279,0.106059,0.140048,0.153977,0.158516,0.152132,0.131797,0.111916,0.100948,0.095425,0.087528,0.077895,0.075125,0.069033,0.057885,0.050951,0.045299,0.049798,0.071948,0.148329,0.255014,0.383413,0.527632,0.647211,0.719504,0.75421,0.768078,0.776301,0.781152,0.786327,0.788738,0.793618,0.799001,0.805305,0.810642,0.814788,0.819242,0.821918,0.824144,0.822817,0.824416,0.825696,0.824477,0.816423,0.80599,0.789567,0.786653,0.793422,0.801251,0.809788,0.818336,0.826853,0.835483,0.844286,0.851575,0.856592,0.860208,0.861045,0.859694,0.856164,0.851553,0.844366,0.826799,0.790781,0.753702,0.731475,0.721838,0.715915,0.712574,0.712337,0.715401,0.721486,0.727619,0.733457,0.738338,0.741055,0.740846,0.738516,0.732082,0.719271,0.701869,0.67736,0.647248,0.617637,0.59082,0.564539,0.53114,0.473976,0.395247,0.322129,0.274036,0.246537,0.232296,0.22562,0.223306,0.225194,0.231197,0.242131,0.256605,0.271053,0.285712,0.300945,0.316326,0.331356,0.344701,0.357375,0.369351,0.379747,0.391346,0.401121,0.410583,0.418817,0.425767,0.432243,0.436422,0.437907,0.438346,0.436187,0.432289,0.427222,0.422313,0.415344,0.408368,0.400987,0.392272,0.384982,0.378694,0.375319,0.374839,0.373935,0.374805,0.376452,0.374408,0.369127,0.353383,0.323885,0.283035,0.226121,0.167971,0.125918,0.104096,0.095583,0.093696,0.095731,0.100631,0.107332,0.114711,0.12399,0.132987,0.142808,0.152673,0.162229,0.170439,0.178169,0.183613,0.190576,0.19827,0.206146,0.213116,0.220604,0.228347,0.235828,0.24364,0.248744,0.25388,0.257721,0.260701,0.26372,0.267497,0.271209,0.274233,0.275505,0.274112,0.269502,0.262218,0.252067,0.242312,0.23529,0.229884,0.222612,0.215631,0.211705,0.206019,0.19897,0.194331,0.188482,0.18253,0.177077,0.170092,0.164192,0.156137,0.148018,0.141249,0.133505,0.125161,0.119687,0.112399,0.108979,0.103996,0.100505,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_03","equsyl","AK2018",0.178329,0.154189,0.117985,0.092705,0.076609,0.065351,0.053797,0.045198,0.047824,0.043445,0.045438,0.045891,0.044339,0.046761,0.045592,0.050807,0.064267,0.089529,0.117527,0.130353,0.135495,0.130599,0.114539,0.098359,0.089514,0.085536,0.078598,0.070346,0.068004,0.063432,0.054118,0.047418,0.041888,0.04518,0.064478,0.13218,0.228574,0.347788,0.485529,0.604301,0.678636,0.716482,0.732224,0.741389,0.746276,0.752145,0.754277,0.759212,0.76415,0.769398,0.774562,0.778543,0.782572,0.784573,0.786154,0.784581,0.785577,0.785888,0.781969,0.771667,0.757171,0.737864,0.734236,0.739244,0.74575,0.755838,0.76594,0.776062,0.785931,0.795695,0.803366,0.809359,0.812789,0.813209,0.811043,0.806808,0.800728,0.792121,0.771157,0.731074,0.689978,0.667007,0.657336,0.652363,0.649068,0.649479,0.652904,0.658632,0.664967,0.670394,0.67545,0.678363,0.67809,0.67469,0.666993,0.653188,0.633522,0.607901,0.575877,0.544867,0.517664,0.491343,0.457071,0.399303,0.321895,0.252328,0.209015,0.185968,0.174639,0.169807,0.168536,0.170533,0.176544,0.187359,0.201109,0.214999,0.22936,0.244134,0.259029,0.273647,0.287458,0.299949,0.312481,0.323015,0.334144,0.343522,0.352829,0.360886,0.367162,0.373104,0.377283,0.379055,0.380059,0.37901,0.376195,0.371694,0.367554,0.360744,0.353297,0.345561,0.33714,0.328893,0.321639,0.317675,0.316862,0.315727,0.316153,0.316632,0.314726,0.308135,0.291595,0.262856,0.222583,0.170425,0.119373,0.084706,0.069582,0.064533,0.063835,0.065495,0.068876,0.074382,0.080324,0.087251,0.095091,0.103606,0.111546,0.120531,0.128903,0.136391,0.143677,0.150813,0.158766,0.166424,0.173742,0.181311,0.18875,0.196101,0.202559,0.207277,0.211895,0.21613,0.218458,0.220688,0.223544,0.226601,0.229034,0.230061,0.229825,0.225954,0.220105,0.21148,0.20442,0.198551,0.193048,0.186821,0.179885,0.174727,0.169591,0.163045,0.156799,0.150885,0.14614,0.140483,0.134297,0.127513,0.120467,0.114825,0.106965,0.09974,0.095095,0.088161,0.083243,0.080482,0.076192,0.072807,"Equisetum sylvaticum","Forb"
"eqaswl_AK2018_04","equsyl","AK2018",0.189661,0.165386,0.128046,0.099579,0.082813,0.073658,0.060781,0.051279,0.053265,0.04667,0.048534,0.048862,0.04692,0.04974,0.048172,0.054158,0.069192,0.097616,0.128687,0.141094,0.145671,0.139283,0.120418,0.102112,0.092114,0.087207,0.079809,0.071229,0.068752,0.063194,0.053514,0.047823,0.043492,0.04881,0.068238,0.137439,0.239805,0.368066,0.515381,0.639623,0.713873,0.750113,0.76435,0.772288,0.776744,0.782282,0.784405,0.78899,0.793374,0.798679,0.80309,0.806958,0.810371,0.812612,0.814158,0.812755,0.813777,0.814982,0.811632,0.803503,0.790588,0.77146,0.770087,0.776312,0.784199,0.793297,0.802407,0.811539,0.820553,0.829633,0.83703,0.842249,0.846157,0.846683,0.844995,0.841507,0.836499,0.828817,0.81007,0.772506,0.734004,0.712079,0.703158,0.698747,0.695568,0.696351,0.699589,0.705533,0.711899,0.717252,0.722145,0.724954,0.724316,0.721247,0.713734,0.700225,0.681238,0.655476,0.623773,0.592317,0.564421,0.537144,0.501424,0.441072,0.35885,0.283907,0.236727,0.211245,0.198775,0.193528,0.192251,0.194365,0.201346,0.213073,0.228007,0.243319,0.258636,0.274444,0.290489,0.306207,0.320474,0.333976,0.346719,0.358207,0.369682,0.379757,0.389613,0.397798,0.404317,0.41066,0.41458,0.416112,0.416833,0.415566,0.412133,0.407759,0.402489,0.39556,0.387493,0.379211,0.369805,0.36114,0.353776,0.349809,0.34871,0.347723,0.347815,0.34841,0.34626,0.339135,0.322584,0.291976,0.248077,0.191117,0.134814,0.09478,0.077343,0.071703,0.07077,0.072568,0.07711,0.082852,0.08999,0.097949,0.107199,0.116928,0.127095,0.136493,0.145714,0.154425,0.162642,0.170188,0.178262,0.186854,0.195739,0.203322,0.211304,0.219446,0.227094,0.232257,0.237333,0.241038,0.244093,0.246848,0.250527,0.253093,0.255807,0.256844,0.256366,0.252292,0.245416,0.23626,0.228157,0.221652,0.215522,0.208338,0.200981,0.196232,0.189754,0.182604,0.176131,0.169851,0.162648,0.155834,0.149371,0.14248,0.134867,0.12687,0.120986,0.111311,0.104852,0.099608,0.094123,0.088025,0.083296,0.081173,"Equisetum sylvaticum","Forb"
"picmar_AK2018_01","picmar","AK2018",0.128291,0.119283,0.096978,0.083714,0.074769,0.069087,0.062229,0.057784,0.060157,0.058677,0.058667,0.058421,0.056226,0.056808,0.055498,0.058166,0.06948,0.090054,0.110969,0.120827,0.12541,0.121735,0.108604,0.095189,0.087973,0.084276,0.077413,0.069731,0.067336,0.062975,0.053951,0.047365,0.041461,0.042366,0.059822,0.117922,0.182865,0.241916,0.289294,0.31643,0.328334,0.332168,0.332547,0.331617,0.331388,0.331149,0.331318,0.330545,0.33051,0.330057,0.329869,0.329699,0.328953,0.327857,0.327364,0.326672,0.325435,0.324172,0.322296,0.319251,0.314566,0.307818,0.303805,0.300554,0.298008,0.300877,0.303748,0.306708,0.308267,0.310004,0.311116,0.312136,0.312211,0.31166,0.310178,0.309114,0.307289,0.303827,0.297603,0.285889,0.272333,0.263271,0.257724,0.254116,0.250982,0.250119,0.250705,0.253459,0.256756,0.259388,0.261334,0.262271,0.262216,0.261023,0.258946,0.254677,0.248232,0.238959,0.226771,0.21423,0.202466,0.191496,0.17794,0.155374,0.123799,0.094702,0.075812,0.065644,0.060399,0.058146,0.057527,0.057757,0.059671,0.063374,0.067899,0.072813,0.077527,0.081961,0.086891,0.091457,0.095764,0.099793,0.10407,0.107891,0.111795,0.115691,0.119628,0.12278,0.125337,0.127449,0.128643,0.128177,0.127563,0.126486,0.123165,0.120834,0.118269,0.115612,0.1134,0.111496,0.108798,0.105963,0.104053,0.103166,0.103472,0.104502,0.104878,0.105151,0.104653,0.102798,0.098208,0.089831,0.077115,0.058267,0.042133,0.030342,0.026828,0.026278,0.026107,0.026541,0.027806,0.028541,0.02996,0.03206,0.034118,0.03631,0.038609,0.040665,0.042485,0.044892,0.045982,0.047287,0.048586,0.050079,0.051605,0.052765,0.054591,0.056855,0.057991,0.060101,0.061657,0.063542,0.065126,0.067115,0.068691,0.069777,0.070767,0.071103,0.069546,0.066686,0.063577,0.058636,0.055716,0.053727,0.052226,0.050439,0.047712,0.04713,0.046462,0.044685,0.043034,0.041881,0.040422,0.038809,0.037286,0.035603,0.033633,0.033506,0.030954,0.03,0.027276,0.02507,0.025112,0.023983,0.021726,0.022036,"Picea mariana","Tree"
"picmar_AK2018_02","picmar","AK2018",0.103303,0.090096,0.075014,0.06509,0.057172,0.052217,0.045761,0.042065,0.044561,0.043405,0.044562,0.045361,0.044099,0.044894,0.044229,0.046264,0.052749,0.064607,0.075257,0.080703,0.083097,0.081813,0.075498,0.068646,0.06511,0.063473,0.060083,0.05617,0.055093,0.052588,0.047345,0.04364,0.039829,0.040523,0.05213,0.089762,0.134596,0.179694,0.220917,0.24827,0.262597,0.269633,0.273204,0.2756,0.277962,0.280026,0.282232,0.284518,0.286749,0.28861,0.290857,0.293078,0.294634,0.296282,0.297913,0.299675,0.300723,0.301799,0.302936,0.30303,0.302033,0.298453,0.297955,0.296883,0.296381,0.300902,0.305425,0.310026,0.313736,0.317611,0.321193,0.324535,0.327276,0.329449,0.330864,0.332326,0.33297,0.331976,0.32791,0.317615,0.30549,0.297146,0.292332,0.289253,0.287242,0.287863,0.290535,0.296475,0.302962,0.308987,0.313441,0.316632,0.318957,0.319594,0.318984,0.315569,0.309131,0.299145,0.285109,0.270118,0.255586,0.241972,0.225553,0.198569,0.161077,0.125056,0.100865,0.087668,0.081066,0.078116,0.077462,0.078096,0.080586,0.085149,0.091214,0.097242,0.103657,0.109685,0.115568,0.121182,0.126521,0.13162,0.1366,0.141469,0.146292,0.151409,0.156597,0.160569,0.163614,0.166204,0.167202,0.166146,0.164456,0.161816,0.156273,0.151668,0.147227,0.143809,0.142193,0.141229,0.138296,0.135517,0.134469,0.13427,0.135153,0.136801,0.137857,0.1387,0.138244,0.136691,0.13166,0.120747,0.103684,0.078533,0.055493,0.03985,0.033325,0.031583,0.03144,0.032124,0.03349,0.035712,0.038245,0.040861,0.044134,0.047407,0.05051,0.054062,0.056051,0.058105,0.059827,0.061085,0.062573,0.064167,0.065736,0.067023,0.069012,0.070443,0.07233,0.074043,0.076122,0.078397,0.08071,0.082989,0.085418,0.087244,0.08865,0.088694,0.086773,0.082628,0.07715,0.070542,0.066007,0.0624,0.060464,0.056914,0.054514,0.055172,0.054262,0.051962,0.050413,0.049475,0.048309,0.047039,0.04516,0.043555,0.041187,0.03929,0.036964,0.035382,0.03317,0.0307,0.029689,0.028215,0.026253,0.026379,"Picea mariana","Tree"
"picmar_AK2018_03","picmar","AK2018",0.178293,0.156205,0.123914,0.101508,0.089845,0.079456,0.069212,0.061514,0.063466,0.060474,0.059589,0.058885,0.05641,0.056359,0.054661,0.056235,0.066222,0.085198,0.104648,0.116067,0.120196,0.116085,0.102517,0.089151,0.082123,0.078173,0.071735,0.064584,0.062465,0.058404,0.050405,0.044824,0.040112,0.041824,0.057395,0.115533,0.194725,0.287601,0.383902,0.451589,0.485109,0.498686,0.502752,0.504098,0.505421,0.505987,0.506776,0.50701,0.506957,0.506985,0.507603,0.5085,0.507606,0.506748,0.505734,0.503082,0.500965,0.497567,0.494014,0.486619,0.474523,0.45728,0.449178,0.443107,0.438762,0.445076,0.451388,0.457753,0.463411,0.468669,0.472344,0.475,0.476111,0.475541,0.473546,0.470774,0.465857,0.458419,0.44298,0.414982,0.384515,0.364319,0.35251,0.344035,0.337269,0.335442,0.337272,0.343676,0.350915,0.356753,0.361401,0.364184,0.364831,0.363247,0.358878,0.350452,0.337521,0.319199,0.29724,0.274245,0.254038,0.236091,0.214702,0.181534,0.138557,0.101515,0.078932,0.066747,0.060403,0.057662,0.056517,0.05687,0.058624,0.062411,0.067737,0.072919,0.077982,0.083075,0.088213,0.09339,0.098588,0.103534,0.108534,0.113126,0.118281,0.12298,0.127869,0.131981,0.135272,0.138356,0.139593,0.139266,0.138444,0.136631,0.132117,0.128605,0.125815,0.122763,0.119677,0.117882,0.114448,0.111398,0.109357,0.108522,0.109524,0.110502,0.111657,0.111732,0.111081,0.109527,0.103798,0.094984,0.080305,0.058891,0.040262,0.027832,0.022677,0.022113,0.02207,0.022552,0.023674,0.024656,0.026099,0.028072,0.030123,0.032806,0.03508,0.037183,0.039789,0.041382,0.042927,0.04469,0.046042,0.047748,0.04901,0.050369,0.052766,0.054514,0.05577,0.057523,0.059386,0.061485,0.063432,0.065969,0.067289,0.068883,0.069741,0.070645,0.068542,0.065271,0.060711,0.056174,0.0517,0.049831,0.047964,0.045373,0.043365,0.042804,0.040423,0.040177,0.038269,0.03687,0.036302,0.033772,0.032552,0.031503,0.029185,0.027202,0.026037,0.024651,0.022365,0.020321,0.018879,0.017662,0.017595,0.016269,"Picea mariana","Tree"
"picmar_AK2018_04","picmar","AK2018",0.12119,0.107717,0.086312,0.070656,0.061874,0.056069,0.047995,0.04356,0.045727,0.044136,0.044903,0.045286,0.044638,0.044946,0.044761,0.04696,0.05508,0.069753,0.083352,0.089911,0.092175,0.089991,0.081398,0.072865,0.067975,0.065722,0.061542,0.05701,0.055658,0.052646,0.047013,0.043065,0.039775,0.041969,0.054882,0.0982,0.152638,0.210002,0.263502,0.299238,0.315998,0.323926,0.327473,0.329678,0.332329,0.33449,0.337138,0.339367,0.341535,0.344084,0.346592,0.349217,0.35121,0.353655,0.355486,0.356942,0.358503,0.359967,0.360808,0.361392,0.358604,0.354366,0.352978,0.351502,0.350695,0.355626,0.360559,0.365497,0.370173,0.374896,0.37909,0.383189,0.386284,0.388556,0.390412,0.391705,0.391986,0.390703,0.384596,0.371481,0.355905,0.344684,0.338549,0.334314,0.331147,0.331573,0.334839,0.341548,0.349308,0.356095,0.361435,0.365274,0.367695,0.368287,0.367214,0.362869,0.354397,0.341558,0.324905,0.306402,0.289171,0.273485,0.253505,0.221905,0.177688,0.135957,0.108908,0.093702,0.08586,0.082586,0.081492,0.082107,0.084566,0.089511,0.096046,0.102492,0.109338,0.115987,0.122307,0.128802,0.134709,0.140334,0.145866,0.151208,0.157022,0.162466,0.168132,0.172694,0.176605,0.179336,0.180696,0.179557,0.178069,0.175387,0.169533,0.164705,0.160252,0.156767,0.154579,0.153479,0.1501,0.147225,0.145518,0.144979,0.14627,0.147973,0.149668,0.150424,0.150405,0.148639,0.142595,0.130038,0.109573,0.082987,0.059338,0.04277,0.036131,0.03441,0.034136,0.034723,0.036051,0.037532,0.039994,0.042497,0.045745,0.04858,0.051879,0.054811,0.057172,0.059204,0.06103,0.062678,0.06421,0.065648,0.066922,0.068553,0.070436,0.072363,0.074202,0.076199,0.077815,0.080861,0.083046,0.085259,0.086959,0.089573,0.090028,0.090868,0.089246,0.085336,0.078932,0.07277,0.068271,0.06532,0.063329,0.059781,0.057901,0.057348,0.056423,0.054827,0.05332,0.053079,0.05096,0.049719,0.048418,0.046241,0.044711,0.043492,0.04178,0.03856,0.036625,0.03506,0.033206,0.03209,0.031949,0.030777,"Picea mariana","Tree"
"picmar_AK2018_05","picmar","AK2018",0.125284,0.110215,0.091982,0.076902,0.069843,0.062804,0.056453,0.052666,0.054764,0.052658,0.052761,0.052795,0.051387,0.050812,0.050412,0.052486,0.060391,0.075604,0.090736,0.099509,0.102089,0.099391,0.089706,0.079636,0.07388,0.071232,0.06613,0.060633,0.058758,0.055384,0.048811,0.043905,0.039497,0.040695,0.054441,0.100582,0.156877,0.216538,0.271691,0.306507,0.321173,0.326925,0.328766,0.329244,0.33002,0.329908,0.330194,0.330223,0.329968,0.330077,0.330483,0.330764,0.330991,0.33047,0.329865,0.328228,0.327333,0.325423,0.323519,0.320259,0.314499,0.305624,0.301151,0.298162,0.295645,0.299131,0.302621,0.306173,0.308882,0.31155,0.313562,0.315146,0.315915,0.315714,0.314275,0.313186,0.310959,0.30707,0.299362,0.284978,0.26846,0.257093,0.24986,0.244793,0.240881,0.239415,0.240114,0.243687,0.24816,0.251596,0.254094,0.255497,0.256118,0.255155,0.252908,0.247958,0.240252,0.229945,0.216502,0.202563,0.190108,0.17876,0.164826,0.142737,0.112558,0.085396,0.068215,0.058632,0.053471,0.050805,0.049955,0.049811,0.051057,0.053809,0.057654,0.061535,0.06527,0.069018,0.072852,0.076735,0.080487,0.08415,0.087699,0.091134,0.094531,0.098061,0.101585,0.104364,0.106855,0.108742,0.10984,0.109625,0.109042,0.107932,0.104867,0.102326,0.099918,0.09759,0.095837,0.094497,0.092275,0.089971,0.08853,0.088345,0.088614,0.089631,0.090475,0.090887,0.090676,0.089366,0.085656,0.078137,0.067382,0.050487,0.03685,0.026532,0.022736,0.021417,0.02149,0.021641,0.021972,0.022975,0.0244,0.026025,0.027744,0.029447,0.031298,0.03273,0.034361,0.035915,0.036846,0.037966,0.039029,0.03992,0.041139,0.042188,0.043681,0.044867,0.045924,0.04717,0.048987,0.050552,0.051845,0.053292,0.054663,0.055254,0.056354,0.056388,0.055695,0.053302,0.049652,0.046131,0.043683,0.041586,0.040874,0.038821,0.036897,0.036625,0.036084,0.034316,0.033131,0.033031,0.030702,0.030711,0.029066,0.028766,0.026873,0.026378,0.024372,0.022617,0.020915,0.019783,0.018357,0.017833,0.017892,0.016435,"Picea mariana","Tree"
