"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","399.444","449.444","499.444","549.444","599.444","649.444","699.444","749.444","799.444","849.444"
"36","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.0591331494789557,0.0666469957916419,0.0791806421916546,0.131434255892134,0.176506768201387,0.180276979561276,0.185828267514635,0.196486151887112,0.179980251321188,0.157489195008964
"37","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.105469826001407,0.126117052021796,0.141965043992346,0.196239298564316,0.218865854722455,0.217295466971343,0.219397344409782,0.222612731780729,0.22012153269104,0.214338271757206
"32","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.0806979387816808,0.0880749817805355,0.103391247708035,0.177242771977204,0.217639077081914,0.217375773364195,0.221320825215269,0.223467907757209,0.213044550849749,0.19888832760222
"33","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.078107851225342,0.0808217251078224,0.0882632976050295,0.14157873726822,0.178192326680646,0.18019428947124,0.19397347904377,0.211875478263823,0.212400239647694,0.2038347406819
"35","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.0638754607095622,0.0662503955120997,0.0734724575038608,0.114090544763217,0.150317364091182,0.158892052945805,0.168922623983752,0.179026448774431,0.178567612324534,0.172183633350452
"31","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.126322169002401,0.146070192115513,0.157217894005506,0.201222264462469,0.216715922811344,0.211399318906672,0.210249328202115,0.210582578765342,0.20373690524967,0.194931181414152
"34","bare rock","Bare Rock","Abiotic_Rock",7,37,"Murphy",0.0704134721813994,0.0717802605804071,0.0760174693815596,0.0998665614609832,0.127252941124419,0.129435398832293,0.139523350651362,0.156233865160096,0.150698665005226,0.136643100541329
"95","gravel","Gravel","Abiotic_Rock",5,37,"Murphy",0.0817443792336709,0.0948593996702139,0.101550447478967,0.119188811598762,0.123357274573291,0.122646258083145,0.130530300712511,0.141515405865843,0.145463193452118,0.148662415298904
"94","gravel","Gravel","Abiotic_Rock",5,37,"Murphy",0.058188073577154,0.0617241726525608,0.0652495148455254,0.0837934974615534,0.0973447656501932,0.100194567628006,0.108072971185375,0.119870119193776,0.121644067572728,0.117397999939513
"93","gravel","Gravel","Abiotic_Rock",5,37,"Murphy",0.0731323067790404,0.082062479617046,0.0877864041730175,0.11056127899979,0.119501703212079,0.120029273731382,0.126408595023739,0.135844441453819,0.138565074005341,0.140495118528113
"97","gravel","Gravel","Abiotic_Rock",5,37,"Murphy",0.0659115853134002,0.0680403704240426,0.0725119782405496,0.0857809995222413,0.0941661654788062,0.0998105583544546,0.112672924800792,0.130550240553514,0.143026947954883,0.15554047608687
"96","gravel","Gravel","Abiotic_Rock",5,37,"Murphy",0.0607823138721924,0.0728660338870495,0.0806424545529994,0.102846412789601,0.111274934921567,0.111924072039109,0.116772668157786,0.123868437800639,0.125690096665764,0.124891083707453
"121","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.414062357037548,0.495975133864811,0.53787236662086,0.62547139285025,0.655004455778059,0.65555106133078,0.657411326500633,0.664040739333205,0.662351615173712,0.656403592753755
"102","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.189145396509839,0.21153333119991,0.222736161084271,0.266048614057465,0.287123547798824,0.286174158609951,0.290832847115734,0.296536419052303,0.289072250623085,0.278824622576526
"205","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.513133898849056,0.568420141786111,0.594886682921632,0.640057128100527,0.644625544753051,0.637848808813532,0.635516400497846,0.639699164061538,0.633993286727215,0.625261840721973
"103","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.103743844375661,0.106055141297319,0.115537214001023,0.146605975364464,0.162684496997693,0.168489047525162,0.187663289510726,0.208683653443821,0.219738310826983,0.228174178705046
"204","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.509582314288895,0.533964823506831,0.543892139197541,0.554167717320387,0.55263322613924,0.551085683624352,0.552011298359698,0.556045737864667,0.558116765716465,0.558252914734536
"107","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.196376739196602,0.210385212661732,0.215928892690151,0.224358692668582,0.227232238057381,0.225714038942138,0.226003471117953,0.227301542560374,0.226054688607398,0.224954354848347
"111","quartz","Quartz","Abiotic_Rock",25,37,"Murphy",0.467860328080942,0.564336453035792,0.615938197321605,0.693957108608859,0.713337633701293,0.714827066359133,0.718212222090034,0.724037127305216,0.7256271704154,0.725814737633776
"38","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.075651871481076,0.0887763592987836,0.101817672727467,0.1282033683974,0.144294383425511,0.15384122323094,0.165073435450092,0.177145968204284,0.18586980022838,0.192147643252465
"39","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0999247044045337,0.12433372743301,0.143416318895042,0.180611763275064,0.19881063989263,0.205878678624195,0.212142248808652,0.218171192733716,0.220544598726607,0.219399240273615
"40","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0482101974813707,0.0526421667102014,0.0603607629580697,0.0767905366169954,0.0876386854357841,0.0933896304920354,0.109048785080509,0.131125866166427,0.144442501720693,0.157191618976074
"41","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0729436718233413,0.0846990067005072,0.0940300034262208,0.120165341118927,0.133126898192538,0.137856762690959,0.147756824127866,0.157476762315298,0.160737349680456,0.162061928384376
"42","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0793832665751863,0.0937554174955565,0.106017456659238,0.134599761219965,0.147948910725476,0.153691069480318,0.163662255694775,0.172447790149401,0.176083474281373,0.17765546066569
"43","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0810247351322642,0.0946548697055691,0.101918896531374,0.126165772054597,0.132026582101261,0.130080577943985,0.140982350870751,0.151772869733135,0.153988414890477,0.15495800351815
"44","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0883575202314825,0.105963388820702,0.116115797232079,0.151908082137804,0.161942480237473,0.159139054203262,0.159021373836215,0.159516326499356,0.155862170635788,0.15096660342316
"45","bare_soil","Bare Soil","Abiotic_Soil",8,8,"Murphy",0.0787016684360489,0.0952012089963284,0.110164146653423,0.151313890118196,0.16888077410228,0.17164248073939,0.180206063997233,0.189936135561244,0.192807627792476,0.193250792018451
"11","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0474253836099584,0.0379958457427225,0.0446804200766071,0.103267602621876,0.0838543277372371,0.0723105321152254,0.137468355165544,0.342669142534632,0.369716733488892,0.38846130892292
"arcsta_Beth003","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0633903257545143,0.0501650957662484,0.0481241307550151,0.117552064308802,0.0878033513254229,0.0551056679231119,0.144112265795138,0.510593837174488,0.522421742218437,0.521440865046873
"12","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0674794091917287,0.0473325224441269,0.0483062180259742,0.113200832266434,0.097467861353652,0.0750781155917526,0.156881801935241,0.461722880688855,0.493587087060643,0.512881695230981
"17","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0470520208881504,0.0377279068764632,0.0460208575527841,0.0881320608335884,0.0852631942608395,0.0790906036915288,0.132314942143652,0.222762904182124,0.249535512024101,0.274943884946059
"arcnig_Beth002","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0851793555327464,0.0647865365567111,0.0616453515789448,0.138480138083474,0.0877291451815964,0.063501294660609,0.130455969324863,0.55081372351798,0.56443913250291,0.563270494920036
"15","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0913225158770688,0.0647753724409116,0.063148915576976,0.157856226349168,0.103474540499638,0.0687344013550698,0.160901186184978,0.764395951222671,0.817291177935343,0.835233295726793
"13","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0664412685332533,0.0530464320522201,0.0530448998973945,0.135545644884139,0.087722297420104,0.0577215506156191,0.135445188196783,0.534671882431375,0.565039971903776,0.579067521383107
"arcsta_Beth001","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0729255776217738,0.0560571727151156,0.0538549195802464,0.154180679304574,0.092778227376652,0.0583254318998114,0.146118675560158,0.528228551565911,0.537124974821546,0.534142057683737
"7","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0751377714306915,0.0565180419662361,0.0569096900112359,0.113543683159867,0.101048580514067,0.071337697283433,0.178510174718145,0.583368277634101,0.611361391895915,0.627085104071366
"arcnig_Beth001","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0854006181591328,0.0655575642619488,0.0630728678272862,0.133161047599965,0.0923007109780832,0.0668093058006072,0.136961193335418,0.54972105376002,0.563995606310463,0.564830015652616
"arcnig_Beth004","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0818150389724694,0.0593130582810277,0.0565582503056543,0.115918436415014,0.0857700211907288,0.0601253328744003,0.137909293663368,0.547730765959215,0.559946109100782,0.560413957309678
"arcsta_Beth002","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0663520395207816,0.0504095214218874,0.0487013185220389,0.124277889630783,0.0796597856054403,0.0527556459875944,0.130567707561839,0.486857034974823,0.498748941630494,0.499934426821147
"14","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0775111917147262,0.0511784733198086,0.0485689891221664,0.134595261526925,0.0787564291093248,0.0505718064241795,0.128882588997829,0.740939854607543,0.793575268656,0.808242183218277
"9","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0853800087262317,0.0621705027697382,0.0600468987887183,0.138988754738206,0.0871724067522583,0.0614161665693415,0.134537916655154,0.726199425881438,0.774703058935847,0.789166857612907
"arcnig_Beth003","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0835537087686439,0.0599030037106075,0.0577146455234757,0.127438872830181,0.0969718264028032,0.0636750330824571,0.153311723072362,0.559700960243177,0.569492065209173,0.567619437435668
"10","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0623955576690396,0.0435652102056205,0.0463116860320408,0.166486065486893,0.107468697159768,0.061661320909787,0.173972797557338,0.574886695349404,0.601784341216571,0.615704201588808
"16","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.0716547663450073,0.0548510676636003,0.0603475719649967,0.192540592667232,0.121755989219091,0.0714615264189439,0.190554944756398,0.657331891451911,0.682829987986038,0.691590528027948
"8","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Murphy",0.084714814564321,0.0658760399350352,0.0706800780128295,0.171035489749603,0.122135947292955,0.0936820716045218,0.202355569560788,0.687641785042833,0.738985644120922,0.768392955443709
"arcsta_Beth004","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad",19,971,"Bethel",0.0598844158307049,0.0436489734865263,0.0408501494010943,0.108731942279272,0.0688303103756934,0.0430860760441727,0.120219031540768,0.510022311998413,0.524616352015003,0.524938289214935
"30","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0575002050126439,0.0332959982497181,0.0397272914262516,0.127621455801948,0.0964864866213993,0.0597822264228339,0.142978666491161,0.373199905633949,0.386233672598307,0.394663679302286
"191","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0784487892689215,0.0450107828494747,0.0482654208396141,0.130662017642946,0.137831184847952,0.0883417970868663,0.228783975849578,0.57930857836848,0.600104133298463,0.611509161259819
"127","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0426649572142013,0.0316408280344191,0.0272471039768313,0.0508875685421782,0.036972992129794,0.0281526407729605,0.0524658083730469,0.146270692857813,0.151956188756739,0.157681705091264
"174","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.127272401495216,0.0956206463884808,0.0966150815039384,0.169641675705459,0.132291577291954,0.105042817242631,0.174445949809342,0.592058258778677,0.622737391876901,0.634611348524654
"48","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Wickersham B",0.0840474178418783,0.0479309501884645,0.0522671465742714,0.176892697494814,0.103185041997355,0.0534164980455128,0.222592169483124,0.655561539163209,0.671768198984545,0.678512213064995
"194","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0673557173999186,0.0377483618404242,0.0351859967832209,0.102610460183078,0.0563581267233436,0.0347151769560835,0.0995366246888856,0.59180915707747,0.621839231043806,0.632988834547066
"21","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0930091710442594,0.0576561002310055,0.0573110001408278,0.145470067207826,0.102352421909496,0.0658401414030133,0.153210835605176,0.592643077917312,0.626700668406709,0.642660259874293
"109","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0847921195688793,0.0514237632234049,0.0529690499873532,0.151062651972889,0.0912950982525039,0.0563173446848954,0.14079303870526,0.625393440453701,0.649194221653591,0.658293312993098
"155","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.000549844289323738,0.000395008360443108,6.36929465391207e-05,5.91186537566418e-05,6.35786773884754e-06,3.40695615525714e-05,1.74562664509297e-05,0.000265180336175783,0.000377097422112912,0.000441944995204732
"67","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Wickersham B",0.0944143892097155,0.0626109765341745,0.0704853344846248,0.194258654861975,0.12400317989787,0.0731434591671205,0.232672927159581,0.641829079948473,0.655484711870515,0.663139147523891
"92","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.17324699342082,0.157193430761349,0.16976426174569,0.267439300831586,0.225537567933453,0.18796653865197,0.271541546060515,0.670470539339152,0.702567502699524,0.716626085013781
"59","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0510017796732037,0.0326212474661392,0.0344183733188489,0.0947215538811467,0.0628491075091543,0.0407247728557275,0.0976548006302215,0.371959321098127,0.388584081353054,0.397753441955753
"189","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0946906491732904,0.0606585098194623,0.0570433961208975,0.137794325018227,0.0833403617466154,0.0562570973926212,0.124723163773184,0.622452127493672,0.649315106812662,0.659540408649811
"65","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0712931675872923,0.041605925040981,0.0375984541841293,0.0800369435610598,0.0496285431951768,0.0364462181897029,0.0740061152267938,0.500712476961451,0.538087355846838,0.554314753395429
"105","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0893263106239159,0.0539990144047253,0.0518795337044622,0.124982304881886,0.0821029249482616,0.0592632436521863,0.123552970947127,0.629762751367122,0.660425990195164,0.670705070015323
"183","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0840970401779969,0.0585165625491817,0.0602273440926782,0.128628993349225,0.0968806169988502,0.0688409336078215,0.134913895682009,0.460850229794086,0.485754410546564,0.497632733600375
"16","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0987261453168018,0.0678423551657245,0.072162337945887,0.186445233027475,0.142159348733221,0.094324264106186,0.213851651881443,0.619700722236117,0.646464695415808,0.660126262017221
"74","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0683793791486762,0.0411158145005461,0.0400786313402172,0.111250021723323,0.0736765450763503,0.0462820152843151,0.129628944716045,0.511278635384272,0.533007058728565,0.543997935180528
"18","dryala","Dryas alleghenies","Dwarf_Shrub_Broad",272,971,"Big Trail",0.0518017120669462,0.0363767261182344,0.0407870102327439,0.119010616204811,0.0898349930232878,0.0577258407373673,0.138888784150933,0.372658531124615,0.386896905866159,0.396786193440999
"111","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.0869039408026774,0.0543448642359674,0.0524490982126048,0.113847721810856,0.0730442305865613,0.0517049342343825,0.108480761963288,0.632357617708316,0.675806138910811,0.690110732197154
"109","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.104397772735666,0.0712379075343898,0.0696984554919294,0.138539849035129,0.0934205660151408,0.0692209861885856,0.133504797782303,0.618688264287697,0.647434913117579,0.656285089397353
"274","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.120417311172123,0.0843481611481441,0.0854345151443138,0.178124557944668,0.135556300631411,0.101823594524683,0.196831586736379,0.643446235473628,0.668739613532215,0.682106439656753
"93","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.0915648139001315,0.0573085264949804,0.0588487930854556,0.152624959749741,0.106730813162438,0.0688175524896631,0.174933715870634,0.683787213777148,0.71549581659605,0.726158274269021
"386","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.133341472569525,0.0955498757489059,0.0976020716372197,0.166736208014753,0.134245909825901,0.106863119658806,0.185452398979229,0.646748094487905,0.691747487320211,0.715495880593104
"44","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.0942930808269808,0.0600836769783221,0.0591621731846873,0.123927004684932,0.0877773812454015,0.0624367043487186,0.133098617892425,0.501861911422236,0.523082450332324,0.534438533318098
"33","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.10252601340531,0.0676224950841331,0.0653584013739951,0.131326755475156,0.0952182789993886,0.0686026120448694,0.140367918269705,0.607264009092464,0.647633698121367,0.665211183288584
"95","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.108282050765311,0.0691741217198094,0.0756983409211159,0.208969472438757,0.150227928722822,0.0927551651386,0.240439505975271,0.710516371378709,0.738263388061811,0.748122923986969
"209","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.105173098639425,0.0790881911583629,0.0808253152284125,0.151832781882535,0.122044448870814,0.0940948749383069,0.164819243402468,0.478204833460569,0.50693357179222,0.523468801407291
"23","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Murphy B",0.124422484348415,0.083297183633438,0.0778689272182156,0.161136621811366,0.109312433412606,0.0765067123885093,0.193401634356884,0.635520368330254,0.658546648882488,0.668481853759712
"194","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.106863463772706,0.0727066451949003,0.0786328255956007,0.17980596154672,0.133735693600742,0.0877604971498801,0.243144596407827,0.642130076626253,0.680623143929188,0.70669398013221
"2","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.110153168511789,0.0661226262158033,0.0650404471951921,0.169117704752993,0.114773214124747,0.073948026801774,0.175559607882763,0.714905314151794,0.749435673852583,0.761850819862831
"232","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.136561616522527,0.101400430613273,0.104999201753627,0.185332533005064,0.135280868772737,0.103064849741518,0.224544048247989,0.695947878943532,0.729552249279386,0.746849510572861
"228","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.091789244875912,0.0552847685130834,0.0519478111938007,0.102339121431862,0.083573568958022,0.0706653165912534,0.159480077094818,0.53930079778959,0.592562557822123,0.631496645241186
"457","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.123040106169231,0.0899623226524199,0.0991088391781193,0.18138256219249,0.159017757272617,0.125679397231919,0.222646036337669,0.62338424530735,0.663928676940191,0.686488937625048
"237","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Big Trail",0.0892808214198196,0.0516900989099068,0.048783072185784,0.0974122738723239,0.0794955041645004,0.0577004234610312,0.144288810713915,0.637185785696362,0.681098077458014,0.702100597936521
"39","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Murphy B",0.113560514463679,0.0779282702240704,0.0774631489469078,0.154186706075372,0.116036935620927,0.0839509335291282,0.210919378196476,0.532838927946764,0.555009812107479,0.569156028479556
"133","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Wickersham B",0.222059070082277,0.187875219378936,0.189726980530298,0.245988226851551,0.217087486881053,0.194268850375551,0.285215516468553,0.705995550284325,0.749000991211549,0.780589172249015
"61","dryoct","Dryas octopetala","Dwarf_Shrub_Broad",612,971,"Murphy A",0.134666286900103,0.096105966329347,0.0959772881706246,0.167235343140412,0.122640053893255,0.0970252107968967,0.159369133883493,0.589510061567928,0.620008518619523,0.629895232778851
"90","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.107641124585933,0.0686997838432452,0.0705677116810402,0.157567868759077,0.110024044135601,0.0749208328623508,0.211279575865371,0.708360686514633,0.734225125854012,0.745048625665363
"99","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.106039897597199,0.0685168489348825,0.0686528969738316,0.148688333974964,0.0985527558994249,0.0688740834765397,0.181727016114797,0.741935952956793,0.780635972488724,0.792375125201081
"80","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.132269921789186,0.0925059178280685,0.0907506622673136,0.172626377807707,0.113581040803844,0.0829187058123948,0.196550986189024,0.744658527399888,0.774176315484325,0.783576680790836
"91","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.114788409980108,0.0793024107848913,0.079575994490882,0.173875737400257,0.116758372929629,0.0802982024513035,0.213116505897825,0.68135591167403,0.702240552652258,0.708060873321418
"113","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.107618533590947,0.0649720641345479,0.0628618852767195,0.152030111065504,0.0906834408455713,0.0595942193707021,0.173842629605553,0.759052738511294,0.799683708649777,0.81397668919676
"81","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.130440235485599,0.0906777179859772,0.0893576757335672,0.171276167127898,0.112553159258066,0.0816207959448689,0.194735615280974,0.733719614031103,0.763546642843337,0.773135259006063
"96","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.105269408630039,0.0663528774396719,0.0666254348235407,0.156239763217421,0.106249991675835,0.068790868206776,0.209753406551253,0.709821084863246,0.734724134818134,0.742544774448019
"108","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.102488413535182,0.0593522328069371,0.0604116261087002,0.150807150595665,0.0903441790265627,0.0590426041853129,0.175367419555448,0.77573621540644,0.821159487316912,0.836681873031039
"114","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.105635847408026,0.0638506464968035,0.0616891958041066,0.149829844147513,0.0891945139409596,0.0584249300399902,0.171673139609651,0.744350655788317,0.783651431903225,0.798321440814755
"107","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.102522154835,0.0595916475866859,0.0608330350719561,0.152097993799288,0.0908252345418457,0.0594089372721491,0.176916279223236,0.780694647070879,0.824645180144842,0.838841737341304
"110","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.104836711084348,0.0666314632103802,0.0671740792694633,0.163498495071107,0.0993621115528457,0.0644397711622496,0.19088252877608,0.70759890527957,0.729840020248788,0.737164715103795
"196","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Big Trail",0.0988465954895532,0.0669640822401654,0.0651370768396322,0.137319057083278,0.096857067381682,0.0718077010597756,0.144758069017001,0.551621777603902,0.581928099099121,0.599713650204045
"101","dryhyb","Dryas sp.","Dwarf_Shrub_Broad",43,971,"Wickersham B",0.0985717924743349,0.0585521945075194,0.0561434737166912,0.117119507089114,0.0829828145338998,0.0582951044026088,0.163375494204157,0.67546508871794,0.722401488790654,0.743665688619404
