"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,17.5,0.05
"2","Forb",0,0,0,0
"3","Graminoid",33,0.0942857142857143,35,0.1
"4","Lichen",10,0.0285714285714286,42,0.12
"5","Moss",1,0.00285714285714286,94.5,0.27
"6","ShrubDecid",0,0,0,0
"7","ShrubEvergreen",306,0.874285714285714,161,0.46
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
