"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",4,0.0110803324099723,18.05,0.05
"2","Forb",0,0,0,0
"3","Graminoid",29,0.0803324099722992,10.83,0.03
"4","Lichen",13,0.03601108033241,198.55,0.55
"5","Moss",0,0,0,0
"6","ShrubDecid",0,0,7.22,0.02
"7","ShrubEvergreen",312,0.864265927977839,126.35,0.35
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",3,0.00831024930747922,0,0
"10","Unknown",0,0,0,0
