"ScanID","PFT","PFT_2","PFT_3","PFT_4","Freq1","Freq2","Freq3","area","450","520","630","770","1550","2090"
"24","castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub",9,21,992,"12mile",0.045008,0.07088,0.057677,0.520361,0.282913,0.157708
"equarv_00002","equarv","Equisetum arvense","Forb","Forb",4,80,80,"Yukon_Delta",0.033833,0.068559,0.048333,0.320218,0.158686,0.098631
"equarv_00004","equarv","Equisetum arvense","Forb","Forb",4,80,80,"Yukon_Delta",0.031451,0.048768,0.035256,0.298291,0.119059,0.074057
"equarv_00001","equarv","Equisetum arvense","Forb","Forb",4,80,80,"Yukon_Delta",0.050104,0.105584,0.084908,0.422826,0.170605,0.106353
"equarv_00003","equarv","Equisetum arvense","Forb","Forb",4,80,80,"Yukon_Delta",0.043009,0.084985,0.06149,0.421634,0.177637,0.111515
"eqaswl_AK2018_01","equsyl","Equisetum sylvaticum","Forb","Forb",4,80,80,"AK2018",0.044933,0.094757,0.064651,0.724725,0.287217,0.172312
"eqaswl_AK2018_04","equsyl","Equisetum sylvaticum","Forb","Forb",4,80,80,"AK2018",0.048534,0.097616,0.068752,0.76435,0.320474,0.195739
"eqaswl_AK2018_02","equsyl","Equisetum sylvaticum","Forb","Forb",4,80,80,"AK2018",0.049567,0.106059,0.075125,0.768078,0.344701,0.213116
"eqaswl_AK2018_03","equsyl","Equisetum sylvaticum","Forb","Forb",4,80,80,"AK2018",0.045438,0.089529,0.068004,0.732224,0.287458,0.173742
"herlan_00004","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.04241,0.058367,0.03864,0.421467,0.309881,0.218672
"herlan_00002","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.039243,0.055462,0.036879,0.399726,0.290842,0.204222
"herlan_00008","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.036118,0.053777,0.036812,0.411262,0.295018,0.213213
"herlan_00001","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.046945,0.062513,0.041898,0.419062,0.303514,0.215224
"herlan_00003","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.037628,0.052947,0.034707,0.42098,0.299529,0.205438
"herlan_00007","herlan","Heracleum lanatum","Forb","Forb",8,80,80,"Yukon_Delta",0.040853,0.053553,0.03684,0.435978,0.302401,0.213701
"irisit_00004","irisit","Iris sp.","Forb","Forb",4,80,80,"Yukon_Delta",0.103281,0.183032,0.189578,0.59977,0.302373,0.196537
"irisit_00002","irisit","Iris sp.","Forb","Forb",4,80,80,"Yukon_Delta",0.083714,0.147935,0.131429,0.589067,0.310025,0.212577
"irisit_00003","irisit","Iris sp.","Forb","Forb",4,80,80,"Yukon_Delta",0.08032,0.145503,0.156667,0.580973,0.321301,0.214054
"irisit_00001","irisit","Iris sp.","Forb","Forb",4,80,80,"Yukon_Delta",0.09653,0.161968,0.148999,0.585757,0.341842,0.237091
"126","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.051925,0.048437,0.04066,0.110568,0.045877,0.037146
"130","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.051095,0.055766,0.044045,0.424275,0.125497,0.062559
"127","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.053007,0.054957,0.044556,0.448405,0.143965,0.069432
"128","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.055443,0.059476,0.047019,0.459546,0.150414,0.070716
"135","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.068597,0.081531,0.068909,0.499355,0.201252,0.100228
"137","luparc","Lupinus sp.","Forb","Forb",12,80,80,"Murphy",0.066007,0.082999,0.070796,0.516438,0.168835,0.076
"170","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.12095,0.132949,0.16822,0.286096,0.309195,0.223669
"164","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.135365,0.154139,0.197931,0.319204,0.293373,0.217006
"168","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.099208,0.104853,0.132602,0.247013,0.27886,0.204982
"166","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.083208,0.086971,0.112156,0.215544,0.25276,0.188515
"165","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.088825,0.096738,0.133003,0.243832,0.264914,0.18983
"160","pedrac","Pedicularis racemosa","Forb","Forb",11,80,80,"Murphy",0.455092,0.504376,0.548226,0.70681,0.673088,0.542864
"pedsud_00002","pedsud","Pedicularis sudetica","Forb","Forb",4,80,80,"Yukon_Delta",0.068166,0.132267,0.13911,0.427747,0.151438,0.085896
"pedsud_00001","pedsud","Pedicularis sudetica","Forb","Forb",4,80,80,"Yukon_Delta",0.08248,0.13938,0.149245,0.404792,0.194127,0.126172
"pedsud_00004","pedsud","Pedicularis sudetica","Forb","Forb",4,80,80,"Yukon_Delta",0.045394,0.083091,0.08309,0.371283,0.126495,0.070491
"pedsud_00003","pedsud","Pedicularis sudetica","Forb","Forb",4,80,80,"Yukon_Delta",0.068838,0.119178,0.118,0.414927,0.136499,0.078724
"172","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.041343,0.082349,0.062381,0.512702,0.21973,0.109269
"176","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.059319,0.107754,0.090391,0.528643,0.232318,0.134569
"178","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.040605,0.055069,0.047127,0.481594,0.188124,0.091068
"175","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.041405,0.073932,0.054441,0.528425,0.23565,0.118944
"173","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.044239,0.066868,0.061363,0.488195,0.180697,0.089833
"174","petfri","Petasites frigida","Forb","Forb",8,80,80,"Murphy",0.03558,0.064312,0.055746,0.495341,0.19048,0.092046
"63","rosaci","Rosa acicularis","Forb","Forb",20,80,80,"Big Trail",0.04823,0.076536,0.055408,0.462207,0.302443,0.203316
"rosase_AK2018_07","rosasc","Rosa acicularis","Forb","Forb",20,80,80,"AK2018",0.05131,0.081529,0.056277,0.506515,0.306978,0.192735
"64","rosaci","Rosa acicularis","Forb","Forb",20,80,80,"Big Trail",0.041752,0.067952,0.046511,0.471566,0.303796,0.202108
"rosase_AK2018_01","rosasc","Rosa acicularis","Forb","Forb",20,80,80,"AK2018",0.055849,0.073459,0.054785,0.52208,0.306838,0.189375
"rosase_AK2018_02","rosasc","Rosa acicularis","Forb","Forb",20,80,80,"AK2018",0.05505,0.078732,0.057356,0.514862,0.300811,0.185805
"rosase_AK2018_05","rosasc","Rosa acicularis","Forb","Forb",20,80,80,"AK2018",0.054388,0.07975,0.058325,0.529064,0.319679,0.199133
"241","toefeldia","Toefeldia sp.","Forb","Forb",5,80,80,"Murphy",0.099312,0.172522,0.186877,0.464174,0.311186,0.214268
"239","toefeldia","Toefeldia sp.","Forb","Forb",5,80,80,"Murphy",0.083898,0.133214,0.166634,0.429858,0.308488,0.206312
"240","toefeldia","Toefeldia sp.","Forb","Forb",5,80,80,"Murphy",0.177949,0.238615,0.277772,0.496263,0.50775,0.417509
"242","toefeldia","Toefeldia sp.","Forb","Forb",5,80,80,"Murphy",0.129087,0.201537,0.259166,0.485248,0.400464,0.309529
"243","toefeldia","Toefeldia sp.","Forb","Forb",5,80,80,"Murphy",0.144248,0.178413,0.21543,0.318262,0.415482,0.34902
"calcan_00001","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid",4,4,30,"Yukon_Delta",0.072293,0.100389,0.077209,0.408717,0.282798,0.186851
"calcan_00002","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid",4,4,30,"Yukon_Delta",0.067764,0.098083,0.075485,0.409486,0.280089,0.186769
"calcan_00003","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid",4,4,30,"Yukon_Delta",0.074399,0.103506,0.081356,0.454726,0.313247,0.197993
"calcan_00004","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid",4,4,30,"Yukon_Delta",0.081806,0.108967,0.082509,0.480138,0.321175,0.210215
"erivag_Brooks002","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid",10,26,30,"Brooks_Range",0.06322,0.111518,0.170576,0.488756,0.388082,0.055829
"erivag_Brooks003","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid",10,26,30,"Brooks_Range",0.054014,0.091178,0.133848,0.404379,0.367341,0.029521
"erivag_Brooks004","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid",10,26,30,"Brooks_Range",0.05307,0.102497,0.153476,0.574875,0.385455,0
"erivag_Brooks007","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid",10,26,30,"Brooks_Range",0.042259,0.079354,0.110152,0.515666,0.313247,0.061917
"erivag_Brooks008","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid",10,26,30,"Brooks_Range",0.040864,0.078409,0.105437,0.529399,0.298663,0.067894
"carlin_00001","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.078154,0.162366,0.160711,0.501007,0.264763,0.171044
"carlin_00002","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.10674,0.169866,0.1698,0.552476,0.306333,0.214947
"carlin_00003","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.100488,0.154037,0.131869,0.530167,0.3142,0.234825
"carlin_00004","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.111989,0.171802,0.153207,0.563572,0.301382,0.23118
"carlin_00005","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.088272,0.146195,0.122865,0.513893,0.278346,0.197626
"carlin_00006","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.120395,0.161896,0.165504,0.503725,0.337264,0.260615
"carlin_00007","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.106051,0.152534,0.138877,0.46417,0.302078,0.237817
"carlin_00008","carlin","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.078046,0.112923,0.089925,0.429957,0.21512,0.156411
"carlyn_00001","carlyn","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.12015,0.161493,0.157867,0.546808,0.370475,0.274325
"carlyn_00002","carlyn","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.22647,0.262787,0.257492,0.6409,0.4633,0.384176
"carlyn_00003","carlyn","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.088998,0.114801,0.112324,0.353816,0.278354,0.217372
"carlyn_00004","carlyn","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.091204,0.116401,0.114739,0.353435,0.27675,0.20936
"carram_00001","carram","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.076168,0.150479,0.177189,0.712822,0.330409,0.211975
"carram_00002","carram","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.066158,0.123484,0.169943,0.644581,0.321668,0.203009
"carram_00003","carram","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.063683,0.116647,0.179877,0.622683,0.361451,0.236312
"carram_00004","carram","Carex sp.","Graminoid_Sedge","Graminoid",16,26,30,"Yukon_Delta",0.047655,0.103932,0.144755,0.519956,0.298415,0.185407
"4","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.059115,0.07322,0.089831,0.180929,0.488906,0.364063
"bryori_AK2018_04","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"AK2018",0.023581,0.026132,0.030669,0.055542,0.293886,0.244028
"2","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.044243,0.050708,0.064036,0.114949,0.504379,0.427622
"6","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.066254,0.081667,0.107394,0.20978,0.501475,0.36456
"3","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.048003,0.0562,0.069212,0.125109,0.481061,0.389686
"bryori_AK2018_01","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"AK2018",0.024848,0.027416,0.034163,0.061104,0.317938,0.298392
"bryori_AK2018_03","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"AK2018",0.026071,0.029554,0.037173,0.068182,0.333279,0.282244
"5","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.03989,0.046662,0.056726,0.099622,0.499741,0.441845
"1","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"Murphy",0.055031,0.063521,0.079334,0.143373,0.496667,0.38293
"bryori_AK2018_02","bryoria","Bryoria sp.","Lichen_Dark","Lichen",10,173,464,"AK2018",0.026768,0.028559,0.034444,0.058865,0.311947,0.295563
"12","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.085227,0.119204,0.182571,0.417136,0.229173,0.145608
"9","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.074231,0.105494,0.18732,0.407378,0.251165,0.157084
"49","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.051911,0.061226,0.101954,0.273185,0.341529,0.218089
"47","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.042751,0.050561,0.063559,0.116725,0.29544,0.274577
"14","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.154809,0.189169,0.262477,0.460354,0.268532,0.173106
"11","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.171054,0.229002,0.330723,0.643749,0.385507,0.255303
"15","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.116238,0.179611,0.266354,0.576511,0.295837,0.167555
"16","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.140076,0.176332,0.260863,0.504035,0.302479,0.191707
"46","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.041922,0.047799,0.061217,0.129204,0.313805,0.281107
"10","cetisl","Cetraria islandica","Lichen_Dark","Lichen",14,173,464,"Murphy",0.082337,0.124942,0.117674,0.755347,0.363647,0.218628
"50","cetlae","Cetraria laevigata","Lichen_Dark","Lichen",3,173,464,"Murphy",0.030472,0.030814,0.043124,0.126233,0.2572,0.174943
"52","cetlae","Cetraria laevigata","Lichen_Dark","Lichen",3,173,464,"Murphy",0.037663,0.040492,0.071776,0.238153,0.386054,0.267796
"51","cetlae","Cetraria laevigata","Lichen_Dark","Lichen",3,173,464,"Murphy",0.031114,0.032536,0.048964,0.17163,0.325314,0.20361
"18","clacor","Cladonia cornuta","Lichen_Dark","Lichen",3,173,464,"Murphy",0.174765,0.254723,0.319744,0.751393,0.553853,0.428137
"19","clacor","Cladonia cornuta","Lichen_Dark","Lichen",3,173,464,"Murphy",0.147136,0.185586,0.28597,0.598123,0.51926,0.40246
"17","clacor","Cladonia cornuta","Lichen_Dark","Lichen",3,173,464,"Murphy",0.146907,0.208671,0.288664,0.635446,0.422798,0.320344
"1","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.263632,0.297958,0.281202,0.50757,0.229355,0.154799
"9","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.214773,0.260437,0.259285,0.517389,0.228576,0.148833
"7","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.222956,0.277445,0.25627,0.548518,0.287697,0.195044
"55","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Murphy",0.020684,0.022725,0.036234,0.114087,0.178108,0.120787
"3","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.302417,0.36484,0.350669,0.593364,0.273888,0.183437
"57","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Murphy",0.018798,0.019464,0.027205,0.085051,0.125652,0.084596
"2","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.163096,0.201644,0.209304,0.507215,0.21529,0.139617
"58","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Murphy",0.043865,0.05428,0.09671,0.296657,0.366254,0.262261
"5","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Big Trail",0.280114,0.351074,0.326858,0.546742,0.287988,0.189103
"59","clagra","Cladonia gracilis","Lichen_Dark","Lichen",18,173,464,"Murphy",0.049971,0.063213,0.105308,0.272344,0.306891,0.209007
"clacucc_00004","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen",14,173,464,"Yukon_Delta",0.215925,0.352636,0.407169,0.495441,0.410997,0.279417
"clacucc_00005","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen",14,173,464,"Yukon_Delta",0.232048,0.330633,0.387535,0.471092,0.389946,0.255218
"clacucc_00003","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen",14,173,464,"Yukon_Delta",0.35951,0.476717,0.550887,0.617705,0.392691,0.243709
"clacucc_00001","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen",14,173,464,"Yukon_Delta",0.081727,0.10688,0.127691,0.189957,0.225661,0.162984
"clacucc_00002","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen",14,173,464,"Yukon_Delta",0.263053,0.399347,0.481134,0.58796,0.411761,0.253794
"57","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.068548,0.094431,0.171551,0.54788,0.626136,0.435075
"58","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.079179,0.116631,0.198131,0.619503,0.540869,0.365044
"59","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.079401,0.113696,0.189052,0.460073,0.511122,0.360581
"54","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.07743,0.106695,0.156457,0.45659,0.561753,0.410777
"52","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.088226,0.126616,0.223467,0.652168,0.621445,0.445525
"hypaus_AK2018_02","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"AK2018",0.037414,0.044561,0.087767,0.298952,0.604651,0.432742
"hypaus_AK2018_03","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"AK2018",0.039396,0.043994,0.063683,0.137483,0.434724,0.398757
"60","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.079006,0.122388,0.213085,0.573756,0.626969,0.442015
"hypaus_AK2018_01","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"AK2018",0.037649,0.039193,0.052568,0.111623,0.370105,0.326179
"53","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen",13,173,464,"Murphy",0.144323,0.203577,0.258547,0.738358,0.529451,0.345214
"147","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.039275,0.039776,0.048389,0.147794,0.192346,0.125793
"151","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.036301,0.036945,0.049806,0.157433,0.234749,0.138143
"140","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.121809,0.126644,0.169628,0.35367,0.568083,0.418729
"141","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.079669,0.082014,0.10404,0.196964,0.336577,0.256756
"139","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.054497,0.054472,0.065909,0.145258,0.183786,0.131486
"145","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.086716,0.089552,0.115053,0.210107,0.33713,0.26099
"148","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.074765,0.071312,0.086149,0.170351,0.224326,0.160722
"142","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.053415,0.052256,0.066939,0.187482,0.301897,0.201232
"150","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.031374,0.032584,0.046466,0.129212,0.166653,0.110473
"149","masric","Masonhalea richardsonii","Lichen_Dark","Lichen",14,173,464,"Murphy",0.059685,0.070433,0.08722,0.206076,0.19579,0.131009
"65","melanelia","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.050415,0.066977,0.099761,0.203213,0.275317,0.19073
"62","melanelia","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.059586,0.087245,0.132757,0.294043,0.366237,0.255937
"152","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.034597,0.035408,0.040247,0.076232,0.318412,0.294865
"154","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.037607,0.037155,0.042769,0.112297,0.315603,0.21419
"153","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.036183,0.037482,0.039643,0.062136,0.238421,0.24739
"159","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.035386,0.037151,0.04109,0.079431,0.247931,0.200017
"63","melanelia","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.055491,0.072377,0.115415,0.219316,0.319595,0.226956
"157","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.038002,0.03801,0.039868,0.065087,0.311053,0.283513
"64","melanelia","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.048384,0.067329,0.104603,0.204898,0.368392,0.282437
"155","melhep","Melanelia sp.","Lichen_Dark","Lichen",13,173,464,"Murphy",0.039508,0.041345,0.044711,0.070622,0.231307,0.249898
"pelapt_Brooks004","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Brooks_Range",0.062143,0.077589,0.115324,0.261089,0.471636,0.348463
"86","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.051894,0.122958,0.125007,0.492581,0.423598,0.270689
"87","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.069203,0.190035,0.154678,0.651794,0.353419,0.235205
"pelapt_Brooks001","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Brooks_Range",0.075364,0.09786,0.126122,0.342124,0.364923,0.254033
"90","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.08007,0.232783,0.211723,0.6935,0.377426,0.246079
"pelapt_Brooks002","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Brooks_Range",0.078735,0.108577,0.145041,0.416965,0.530439,0.380608
"pelapt_Brooks005","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Brooks_Range",0.06483,0.086343,0.144813,0.329862,0.516483,0.395112
"94","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.110385,0.227238,0.281366,0.807746,0.538891,0.34832
"92","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.06978,0.169627,0.226677,0.624164,0.401535,0.241538
"89","pelapt","Peltigera apthosa","Lichen_Dark","Lichen",14,173,464,"Murphy",0.069011,0.255911,0.246918,0.75421,0.449369,0.289577
"pelmal_AK2018_02","pelmal","Peltigera malacea","Lichen_Dark","Lichen",4,173,464,"AK2018",0.102209,0.131876,0.187154,0.577204,0.622798,0.452878
"pelmal_AK2018_04","pelmal","Peltigera malacea","Lichen_Dark","Lichen",4,173,464,"AK2018",0.162463,0.199023,0.231596,0.599353,0.629407,0.471031
"pelmal_AK2018_01","pelmal","Peltigera malacea","Lichen_Dark","Lichen",4,173,464,"AK2018",0.180454,0.248108,0.297438,0.491973,0.67013,0.528335
"pelmal_AK2018_03","pelmal","Peltigera malacea","Lichen_Dark","Lichen",4,173,464,"AK2018",0.186159,0.212643,0.220934,0.629272,0.768452,0.57925
"98","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.063425,0.078395,0.069581,0.599318,0.311786,0.175573
"95","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.061475,0.070668,0.118896,0.624642,0.432206,0.261073
"99","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.056352,0.067258,0.081311,0.542486,0.362354,0.210635
"97","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.044035,0.047879,0.083069,0.513166,0.36403,0.205307
"100","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.062563,0.079247,0.078264,0.72616,0.41016,0.235982
"96","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.048136,0.061576,0.087053,0.565142,0.330973,0.192764
"101","pelsca","Peltigera scabrata","Lichen_Dark","Lichen",7,173,464,"Murphy",0.061817,0.071132,0.075329,0.656281,0.38593,0.220403
"pelleu_AK2018_03","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen",4,173,464,"AK2018",0.163285,0.210611,0.213458,0.488679,0.511573,0.38394
"pelleu_AK2018_04","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen",4,173,464,"AK2018",0.126115,0.166629,0.203511,0.439719,0.553576,0.454162
"pelleu_AK2018_01","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen",4,173,464,"AK2018",0.083943,0.120633,0.183025,0.40974,0.502651,0.401657
"pelleu_AK2018_02","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen",4,173,464,"AK2018",0.081072,0.116121,0.162741,0.367373,0.483423,0.393768
"197","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.078565,0.109897,0.175372,0.238671,0.296784,0.258983
"193","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.083074,0.119333,0.210191,0.284741,0.34162,0.298232
"199","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.086202,0.146531,0.330345,0.431344,0.46174,0.381373
"202","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.097136,0.136983,0.230446,0.316102,0.367353,0.312328
"198","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.104316,0.144497,0.232314,0.320231,0.365871,0.311478
"195","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.080097,0.110541,0.201312,0.309408,0.377116,0.312786
"201","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.097902,0.13745,0.228825,0.312151,0.370422,0.314209
"196","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.070349,0.101338,0.196181,0.308444,0.423205,0.351894
"194","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen",11,173,464,"Murphy",0.078253,0.118633,0.234643,0.319729,0.391162,0.327572
