"ScanID","PFT","PFT_2","PFT_3","PFT_4","Freq1","Freq2","Freq3","area","NDVI","NDWI","NDMI","NDSI","NBR","EVI"
"115","quartz","Quartz","Abiotic_Rock","Abiotic",25,37,58,"Murphy",-0.00801234554547191,0.00877002727348062,0.0971751980200783,0.105855012567558,0.155403027546592,-0.0530603668524328
"119","quartz","Quartz","Abiotic_Rock","Abiotic",25,37,58,"Murphy",0.0455910958667603,-0.083157063855258,-0.022140221402214,-0.105103777032421,0.134744862906752,0.0750310182510441
"103","quartz","Quartz","Abiotic_Rock","Abiotic",25,37,58,"Murphy",0.1217953430729,-0.254958289272706,-0.240824783302474,-0.467102830442383,-0.227500140129715,0.0816961577831679
"122","quartz","Quartz","Abiotic_Rock","Abiotic",25,37,58,"Murphy",0.0174212959077777,-0.0854577205719401,0.0593159268432577,-0.0262749817135036,0.128696973104711,0.0361913829744631
"106","quartz","Quartz","Abiotic_Rock","Abiotic",25,37,58,"Murphy",0.012044949387866,-0.0235986921206776,-0.0579050314019089,-0.0813925020515308,-0.000779727554019389,0.0259910635156615
"38","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.0906725271540612,-0.234446164201492,-0.127094114975187,-0.351079265873303,-0.116778792560577,0.0529739934306322
"39","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.036400645882734,-0.159859562973095,-0.0174573539860099,-0.17682345133661,-0.0275119458013337,0.02557344679969
"40","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.192828285034177,-0.342008019498388,-0.252611443005273,-0.547332587361525,-0.191186400521234,0.0851449135610087
"41","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.0758518959590765,-0.206724347298118,0.0273279123335821,-0.180415665272229,0.0874372065506947,0.0417940184967426
"42","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.0675885752832416,-0.193698573779484,0.00125380310690107,-0.192491519138592,0.0403621477873726,0.0398926447540349
"43","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.073910474636356,-0.14946942063519,0.0383004189108319,-0.111809079795117,0.0879874583578288,0.0426722891644548
"44","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",-0.00650251376135269,-0.097207540368839,0.115034834492135,0.0180288978258236,0.124369133070746,-0.00391287138286009
"45","bare_soil","Bare Soil","Abiotic_Soil","Abiotic",8,8,58,"Murphy",0.0548448287270882,-0.200385289955792,-0.0378025194973078,-0.236397085260912,-0.0170114257378427,0.0330627743942674
"10","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.759373652356239,-0.735786551801035,0.301099273309521,-0.558397292856968,0.554388610947616,0.729362698888794
"14","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.855538553434125,-0.827001505485944,0.425309250176858,-0.619638602320879,0.666368889876729,1.01915502875848
"arcsta_Beth002","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.774008772745812,-0.733784636687396,0.326813956942146,-0.535354644988832,0.563012044774661,0.722781393850827
"9","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.830525836147643,-0.808519483728124,0.39397424018809,-0.60831555570674,0.633227495065648,1.00412610958421
"12","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.691840009603519,-0.719456510233045,0.367840076730285,-0.478158717656914,0.609654994029033,0.595310177293211
"16","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.755224136609174,-0.702547257686582,0.359248253313999,-0.459194617337819,0.587211946233489,0.795351534745114
"11","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.640627838785718,-0.666248578148685,0.158024599171803,-0.56802805405242,0.40727560378516,0.452049437049875
"arcnig_Beth002","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.775044070101104,-0.727872228113078,0.397380336593392,-0.464985189241853,0.61550492892591,0.816285854155635
"7","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.746941707061044,-0.761503908426133,0.293958011382911,-0.602391293190045,0.552528584589582,0.755623107993266
"17","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.472144413320884,-0.550999453488565,-0.0102657426018807,-0.558108301931076,0.25696232092575,0.258010571728186
"15","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.815603029674911,-0.80175011661824,0.408894584460582,-0.584459706204573,0.640938494596357,0.996645226083914
"13","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.775724003513429,-0.74190728360199,0.376427074312849,-0.507100067562495,0.622555789726518,0.768033963310941
"arcsta_Beth001","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.764629774121226,-0.715183989939313,0.296553375688944,-0.53131796089665,0.512646519720104,0.751596285349901
"arcnig_Beth003","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.763698252041307,-0.73482023499613,0.39701781526516,-0.476944705910748,0.624720134421425,0.781196465911083
"arcnig_Beth004","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.778224097761133,-0.752009553849111,0.413638934970667,-0.491147023738326,0.645360940669577,0.797043344905644
"arcnig_Beth001","arcnig","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.763409135278448,-0.733167039846993,0.418481158539288,-0.453972033640693,0.636508152193765,0.798913758043262
"arcsta_Beth003","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.769249617151608,-0.762971076292869,0.351514915188146,-0.562248907955097,0.583124110262715,0.729803943725634
"8","arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Murphy",0.740364929289789,-0.728176435832198,0.364797188879313,-0.494822188507746,0.572817750132514,0.816913780633329
"arcsta_Beth004","arcsta","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub",19,971,992,"Bethel",0.816284484288702,-0.78817744961154,0.356856128163397,-0.600112549604298,0.600911049931364,0.77589945513831
"186","dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub",272,971,992,"Big Trail",0.812233388001326,-0.747062725611568,0.305882692924859,-0.571857143349189,0.547836025794262,0.647472875229082
