"ScanID","PFT","PFT_2.x","PFT_3.x","PFT_4","color","veg_lifeform_code","group","Freq1","Freq2","Freq3","area","450","520","630","770","1550","2090"
"evemis_AK2018_05","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"AK2018",0.09005,0.118814,0.135496,0.188052,0.298723,0.235947
"32","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.351081,0.490999,0.497686,0.788009,0.62853,0.4386
"29","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.350954,0.423869,0.446846,0.63171,0.529552,0.373842
"neparc_Brooks001","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Brooks_Range",0.227141,0.287817,0.31247,0.566742,0.434357,0.292625
"49","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.180034,0.306909,0.298746,0.664608,0.440435,0.279893
"48","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.170692,0.337773,0.310223,0.754393,0.435089,0.258185
"52","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.138954,0.273519,0.236759,0.66718,0.351932,0.215272
"53","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.089117,0.180299,0.115995,0.851809,0.481814,0.29244
"neparc_Brooks004","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Brooks_Range",0.148989,0.199207,0.218322,0.440315,0.354578,0.232887
"46","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.200818,0.401196,0.375526,0.708088,0.420223,0.260477
"123","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.243341,0.327131,0.37558,0.471719,0.391113,0.298405
"115","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.207185,0.295879,0.330187,0.580063,0.402088,0.274101
"124","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.292106,0.410897,0.450238,0.764402,0.544094,0.361316
"121","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.259978,0.354805,0.428177,0.560697,0.424955,0.285907
"114","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.251946,0.3617,0.418161,0.718318,0.521209,0.367565
"118","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.191941,0.26913,0.297413,0.460437,0.358702,0.268917
"120","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.245329,0.329863,0.379429,0.519198,0.41253,0.303738
"117","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.249563,0.364142,0.401277,0.711228,0.572477,0.383675
"119","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.252899,0.349336,0.386926,0.694263,0.533713,0.375183
"116","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.213992,0.299825,0.341562,0.574533,0.407313,0.272917
"113","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.232295,0.333454,0.371232,0.620154,0.525217,0.363875
"128","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.249847,0.342954,0.371867,0.613446,0.583843,0.400974
"127","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.241638,0.36367,0.450119,0.749797,0.55219,0.376433
"79","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.118848,0.163347,0.191199,0.312431,0.340078,0.242793
"77","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.139131,0.193502,0.209277,0.403232,0.451011,0.319809
"82","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.109135,0.153963,0.180098,0.294155,0.314898,0.221515
"80","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.111613,0.157987,0.181846,0.305349,0.31592,0.221902
"75","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.140501,0.194871,0.212967,0.421121,0.458035,0.30842
"78","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.14368,0.202961,0.231684,0.398054,0.424144,0.293986
"81","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.130882,0.18791,0.216198,0.380793,0.411066,0.295466
"126","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.248792,0.375094,0.465882,0.729326,0.592603,0.411166
"76","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.121917,0.16595,0.179217,0.352381,0.41587,0.291998
"135","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.154591,0.370737,0.450799,0.712786,0.612145,0.446344
"136","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.165935,0.357787,0.477261,0.680536,0.482724,0.339576
"140","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.184457,0.404641,0.553314,0.785654,0.572962,0.409222
"139","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.173171,0.467177,0.670467,0.741733,0.736095,0.623499
"137","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.154938,0.343733,0.458723,0.588601,0.59653,0.458061
"129","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.195602,0.398099,0.566081,0.644001,0.616825,0.482338
"134","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.169639,0.359026,0.450438,0.679586,0.498946,0.362917
"133","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.138173,0.288824,0.39176,0.563915,0.445905,0.312493
"138","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.199303,0.397143,0.484974,0.647547,0.617057,0.477982
"130","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.102156,0.231491,0.356345,0.481112,0.50823,0.387812
"132","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.113371,0.250464,0.36359,0.513725,0.421821,0.295358
