row,PFT,group,color,veg_lifeform_code,title
907,lag,2,,forb,Lagotis sp.
908,laggla,0,,forb,Lagotis glauca
909,larlar,0,,tree_d,Larix laricina
910,latjap,0,,forb,Lathyrus japonicus
911,latmar,0,,forb,Lathyrus maritimus
912,ldm,2,,sd_e,Ledum sp.
913,ldmdec,0,,sd_e,Ledum decumbens
914,ldmgro,0,,sd_e,Ledum groenlandicum
915,ldmpal,0,,sd_e,Ledum palustre
916,leprep,0,,liverw,Lepidozia reptans
917,ley,2,,gram,Leymus sp.
918,leyang,0,,gram,Leymus angustus
919,leyinn,0,,gram,Leymus innovatus
920,leymol,0,,gram,Leymus mollis
921,lgnrot,0,,forb,Lomatogonium rotatum
922,liname,0,,sd_e,Linnaea borealis ssp. americana
923,linbor,0,,sd_e,Linnaea borealis
924,lisbor,0,,forb,Listera borealis
926,liverw,5,,liverw,unknown liverwort
927,lloser,0,,forb,Lloydia serotina
928,loipro,0,,sd_e,Loiseleuria procumbens
929,loninv,0,,st_d,Lonicera involucrata
930,lontat,0,,st_d,Lonicera tatarica
931,lph,2,,liverw,Lophozia sp.
932,luepec,0,,sd_e,Luetkea pectinata
933,lup,2,,forb,Lupinus sp.
934,luparc,0,,forb,Lupinus arcticus
935,luz,2,,gram,Luzula sp.
936,luzarc,0,,gram,Luzula arctica
937,luzaru,0,,gram,Luzula arcuata
938,luzcon,0,,gram,Luzula confusa
939,luzkje,0,,gram,Luzula kjellmaniana
940,luzniv,0,,gram,Luzula nivalis
941,luzpar,0,,gram,Luzula parviflora
942,luzpip,0,,gram,Luzula piperi
943,luzspi,0,,gram,Luzula spicata
944,lycann,0,,forb,Lycopodium annotinum
945,lyccla,0,,forb,Lycopodium clavatum
946,malfus,0,,st_d,Malus fusca
947,mar,2,,liverw,Marchantia sp.
948,marpol,0,,liverw,Marchantia polymorpha
949,mcrhie,0,,forb,Micranthes hieraciifolia
950,mcrnel,0,,forb,Micranthes nelsoniana
951,mcrniv,0,,forb,Micranthes nivalis
952,mcrraz,0,,forb,Micranthes razshivinii
953,mcrref,0,,forb,Micranthes reflexa
954,menfer,0,,st_d,Menziesia ferruginea
955,mermar,0,,forb,Mertensia maritima
956,merpan,0,,forb,Mertensia paniculata
957,meytri,0,,forb,Menyanthes trifoliata
958,min,2,,forb,Minuartia
960,minarc,0,,forb,Minuartia arctica
961,minbif,0,,forb,Minuartia biflora
962,minele,0,,forb,Minuartia elegans
963,minmac,0,,forb,Minuartia macrocarpa
964,minobt,0,,forb,Minuartia obtusiloba
965,minrub,0,,forb,Minuartia rubella
966,mni,2,,moss,Mnium sp.
967,moelat,0,,forb,Moehringia lateriflora
968,monuni,0,,forb,Moneses uniflora
970,moss,5,,moss,unknown moss
971,myoasi,0,,forb,Myosotis asiatica
972,myosyl,0,,forb,Myosotis sylvatica
973,myrgal,0,,sl_d,Myrica gale
974,nltree,5,,tree_e,Unknown needleleaf tree
977,noccarc,0,,forb,Noccaea arctica
978,oplhor,0,,st_d,Oplopanax horridus
979,ortsec,0,,forb,Orthilia secunda
980,oxrdig,0,,forb,Oxyria digyna
981,oxtarc,0,,forb,Oxytropis arctica
982,oxtbor,0,,forb,Oxytropis borealis
983,oxtbry,0,,forb,Oxytropis bryophila
984,oxtcam,0,,forb,Oxytropis campestris
985,oxtdef,0,,forb,Oxytropis deflexa
986,oxtjor,0,,forb,Oxytropis jordalii
987,oxtkob,0,,forb,Oxytropis kobukensis
988,oxtkok,0,,forb,Oxytropis kokrinensis
989,oxtmay,0,,forb,Oxytropis maydelliana
990,oxtsca,0,,forb,Oxytropis scammaniana
991,oxtvis,0,,forb,Oxytropis viscida
992,oxy,2,,forb,Oxytropis sp.
993,oxyhud,0,,forb,Oxytropis huddelsonii
995,oxymic,0,,sd_e,Oxycoccus microcarpus
996,oxynig,0,,forb,Oxytropis nigrescens
997,oxyroa,0,,forb,Oxytropis campestris var. roaldii
998,pac,2,,forb,Packera sp.
999,paccym,0,,forb,Packera cymbalaria
1000,pachyp,0,,forb,Packera hyperborealis
1001,pacogo,0,,forb,Packera ogotorukensis
1002,pacsub,0,,forb,Packera subnuda
1003,pas,2,,forb,Parnassia sp.
1004,pasgla,0,,forb,Parnassia glauca
1005,paskot,0,,forb,Parnassia kotzebuei
1006,paspal,0,,forb,Parnassia palustris
1007,paspar,0,,forb,Parnassia parviflora
1008,pav,2,,forb,Papaver sp.
1009,pavkee,0,,forb,Papaver keelei
1010,pavlap,0,,forb,Papaver lapponicum
1011,pavmac,0,,forb,Papaver macounii
1012,pavmcc,0,,forb,Papaver mcconnellii
1013,pavrad,0,,forb,Papaver radicatum
1014,pay,2,,forb,Parrya sp.
1015,paynud,0,,forb,Parrya nudicaulis
1017,pch,2,,moss,Polytrichum sp.
1018,pchcom,0,,moss,Polytrichum commune var. perigoniale
1019,pchjun,0,,moss,Polytrichum juniperinum
1020,pchpil,0,,moss,Polytrichum piliferum
1021,pchstr,0,,moss,Polytrichum strictum
1023,ped,2,,forb,Pedicularis sp.
1024,pedalb,0,,forb,Pedicularis albolabiata
1025,pedarc,0,,forb,Pedicularis arctoeuropaea
1026,pedcap,0,,forb,Pedicularis capitata
1027,pedgro,0,,forb,Pedicularis groenlandica
1028,pedlab,0,,forb,Pedicularis labradorica
1029,pedlag,0,,forb,Pedicularis langsdorffii
1031,pedlan,0,,forb,Pedicularis lanata
1032,pedlap,0,,forb,Pedicularis lapponica
1033,pedoed,0,,forb,Pedicularis oederi
1034,pedpen,0,,forb,Pedicularis pennellii
1035,pedsud,0,,forb,Pedicularis sudetica
1036,pedver,0,,forb,Pedicularis verticillata
1037,pet,2,,forb,Petasites sp.
1038,petfri,0,,forb,Petasites frigidus
1039,peu,2,,gram,Phleum sp.
1040,peualp,0,,gram,Phleum alpinum
1041,pha,2,multiple,lich_fo,phaeophyscia
1042,phifon,0,,moss,Philonotis fontana
1043,phl,2,,forb,Phlox sp.
1044,phlala,0,,forb,Phlox alaskensis
1045,phlria,0,,forb,Phlox richardsonii var. alaskensis
1046,phlric,0,,forb,Phlox richardsonii
1047,phy,0,,sd_e,Phyllodoce sp.
1048,phyale,0,,sd_e,Phyllodoce aleutica
1049,phyemp,0,,sd_e,Phyllodoce empetriformis
1050,phygla,0,,sd_e,Phyllodoce aleutica ssp. glanduliflora
1051,pic,2,,tree_e,Picea sp.
1052,picgla,0,,tree_e,Picea glauca
1054,piclut,0,,tree_e,Picea x lutzii
1055,picmar,0,,tree_e,Picea mariana
1057,picsit,0,,tree_e,Picea sitchensis
1058,pincon,0,,tree_e,Pinus contorta
1059,pinlat,0,,tree_e,Pinus contorta var. latifolia
1060,pinvil,0,,forb,Pinguicula villosa
1061,pinvul,0,,forb,Pinguicula vulgaris
1062,plaaqu,0,,forb,Platanthera aquilonis
1063,plaobt,0,,forb,Platanthera obtusata
1064,plaorb,0,,forb,Platanthera orbiculata
1065,plesch,0,,moss,Pleurozium schreberi
1066,plg,2,,forb,Polygonum sp.
1067,poa,2,,gram,Poa sp.
1068,poaabb,0,,gram,Poa abbreviata
1069,poaalp,0,,gram,Poa alpina
1070,poaarc,0,,gram,Poa arctica
1071,poacus,0,,gram,Poa cusickii
1072,poaemi,0,,gram,Poa eminens
1073,poagla,0,,gram,Poa glauca
1074,poalep,0,,gram,Poa leptocoma
1075,poapal,0,,gram,Poa palustris
1076,poapau,0,,gram,Poa paucispicula
1077,poapra,0,,gram,Poa pratensis
1078,poasec,0,,gram,Poa secunda
1080,poc,5,,gram,Poaceae
1081,podmac,0,,forb,Podistera macounii
1082,pog,2,,moss,Pogonatum sp.
1083,poh,2,,moss,Pohlia sp.
1084,pohnut,0,,moss,Pohlia nutans
1085,pol,2,,forb,Polemonium sp.
1086,polacu,0,,forb,Polemonium acutiflorum
1087,polbor,0,,forb,Polemonium boreale
1088,popbal,0,,tree_d,Populus balsamifera
1089,pophyb,0,,tree_d,Populus balsamifera x trichocarpa
1090,poptre,0,,tree_d,Populus tremuloides
1092,poptri,0,,tree_d,Populus trichocarpa
1093,pot,2,,mix,Potentilla sp.
1094,potare,0,,forb,Potentilla arenosa
1095,potbig,0,,forb,Potentilla biflora
1096,potege,0,,forb,Potentilla egedii
1097,potele,0,,forb,Potentilla elegans
1098,pothoo,0,,forb,Potentilla hookeriana
1099,potnan,0,,forb,Potentilla nana
1100,potniv,0,,forb,Potentilla nivea
1101,potsub,0,,forb,Potentilla subvahliana
1102,potuni,0,,forb,Potentilla uniflora
1103,potvil,0,,forb,Potentilla villosula
1104,pribor,0,,forb,Primula borealis
1105,pristr,0,,forb,Primula stricta
1106,pruavi,0,,tree_d,Prunus avium
1107,prumaa,0,,tree_d,Prunus maackii
1108,prupad,0,,tree_d,Prunus padus
1109,pruvir,0,,tree_d,Prunus virginiana
1110,psasrc,0,,forb,Physaria arctica
1111,pticli,0,,liverw,Ptilidium ciliare
1112,pticri,0,,moss,Ptilium crista-castrensis
1113,ptr,2,,moss,Polytrichastrum sp.
1114,ptralp,0,,moss,Polytrichastrum alpinum
1115,puc,2,,gram,Puccinellia sp.
1116,pucarc,0,,gram,Puccinellia arctica
1117,pucphr,0,,gram,Puccinellia phryganodes
1118,pucten,0,,gram,Puccinellia tenella
1119,pucvag,0,,gram,Puccinellia vaginata
1120,pypcap,0,,st_d,Physocarpus capitatus
1121,pyr,2,,forb,Pyrola
1123,pyrasa,0,,forb,Pyrola asarifolia
1124,pyrchl,0,,forb,Pyrola chlorantha
1125,pyrgra,0,,forb,Pyrola grandiflora
1126,pyrmin,0,,forb,Pyrola minor
1127,raclan,0,,moss,Racomitrium lanuginosum
1128,rcu,2,,forb,Ranunculus sp.
1129,rcufla,0,,forb,Ranunculus flammula
1130,rcugme,0,,forb,Ranunculus gmelinii
1131,rcuhyp,0,,forb,Ranunculus hyperboreus
1132,rculap,0,,forb,Ranunculus lapponicus
1133,rcuniv,0,,forb,Ranunculus nivalis
1134,rcusul,0,,forb,Ranunculus sulphureus
1135,rcutur,0,,forb,Ranunculus turneri
1136,rho,2,,sd_e,Rhododendron sp.
1137,rhocam,0,,sd_e,Rhododendron camtschaticum
1138,rhogro,0,,sd_e,Rhododendron groenlandicum
1139,rhoint,0,,forb,Rhodiola integrifolia
1140,rholap,0,,sd_e,Rhododendron lapponicum
1141,rhotom,0,,sd_e,Rhododendron tomentosum
1142,rhtrug,0,,moss,Rhytidium rugosum
1143,rhysqu,0,,moss,Rhytidiadelphus squarrosus
1144,rhytri,0,,moss,Rhytidiadelphus triquetrus
1145,ribbra,0,,st_d,Ribes bracteosum
1146,ribes,2,,shrub,Ribes sp.
1147,ribgla,0,,sl_d,Ribes glandulosum
1148,ribhud,0,,st_d,Ribes hudsonianum
1149,riblac,0,,sl_d,Ribes lacustre
1150,riblax,0,,sl_d,Ribes laxiflorum
1151,riboxy,0,,sl_d,Ribes oxyacanthoides
1152,ribtri,0,,sl_d,Ribes triste
1153,ribuva,0,,sl_d,Ribes uva-crispa
1154,rorpal,0,,forb,Rorippa palustris
1155,ros,2,,sl_d,Rosa sp.
1156,rosaci,0,,sl_d,Rosa acicularis
1157,rosnut,0,,st_d,Rosa nutkana
1158,rosrug,0,,sl_d,Rosa rugosa
1159,roswoo,0,,sl_d,Rosa woodsii
1160,rubarc,0,,sl_d,Rubus arcticus
1161,rubcha,0,,sl_d,Rubus chamaemorus
1162,rubdis,0,,sl_d,Rubus discolor
1163,rubida,0,,sl_d,Rubus idaeus
1165,rubleu,0,,sl_d,Rubus leucodermis
1166,rubpar,0,,sl_d,Rubus parviflorus
1167,rubspe,0,,sl_d,Rubus spectabilis
1168,rumarc,0,,forb,Rumex arcticus
1169,rzm,2,,moss,Rhizomnium sp.
1170,sagniv,0,,forb,Sagina nivalis
1171,sal,2,,shrub,Salix
1182,salala,0,,st_d,Salix alaxensis
1183,salarb,0,,st_d,Salix arbusculoides
1185,salarc,0,,sd_d,Salix arctica
1186,salarp,0,,sd_d,Salix arctophila
1187,salath,0,,sl_d,Salix athabascensis
1188,salbar,0,,sl_d,Salix barclayi
1189,salbat,0,,sl_d,Salix barrattiana
1190,salbeb,0,,st_d,Salix bebbiana
1191,salbra,0,,sl_d,Salix brachycarpa
1192,salcan,0,,st_d,Salix candida
1193,salcha,0,,sd_d,Salix chamissonis
1194,salcom,0,,sl_d,Salix commutata
1195,salcyc,0,,sd_d,Salix cyclophylla
1196,saldod,0,,sd_d,Salix rotundifolia ssp. dodgeana
1198,salfar,0,,st_d,Salix farriae
1199,salfus,0,,sd_d,Salix fuscescens
1200,salgla,0,,sl_d,Salix glauca
1201,salhas,0,,sl_d,Salix hastata
1202,salher,0,,sd_d,Salix herbacea
1203,salhoo,0,,st_d,Salix hookeriana
1204,salint,0,,st_d,Salix interior
1205,sallas,0,,st_d,Salix lasiandra
1207,salmac,0,,st_d,Salix mackenzieana
1208,salmon,0,,st_d,Salix monticola
1209,salmyr,0,,sl_d,Salix myrtillifolia
1211,salnip,0,,sl_d,Salix niphoclada
1212,salnov,0,,st_d,Salix novae-angliae
1213,salnum,0,,sd_d,Salix nummularia
1214,salova,0,,sd_d,Salix ovalifolia
1215,salphl,0,,sd_d,Salix phlebophylla
1217,salpla,0,,sl_d,Salix planifolia
1219,salpol,0,,sd_d,Salix polaris
1221,salpro,0,,st_d,Salix prolixa
1222,salpse,0,,sl_d,Salix pseudomonticola
1223,salpsem,0,,st_d,Salix pseudomyrsinites
1225,salpul,0,,sl_d,Salix pulchra
1226,salret,0,,sd_d,Salix reticulata
1228,salric,0,,sl_d,Salix richardsonii
1229,salrot,0,,sd_d,Salix rotundifolia
1230,salsco,0,,st_d,Salix scouleriana
1231,salset,0,,sd_d,Salix setchelliana
1232,salsit,0,,st_d,Salix sitchensis
1233,salsph,0,,sd_d,Salix sphenophylla
1234,salsto,0,,sd_d,Salix stolonifera
1235,saltun,0,,sd_d,Salix nummularia ssp. tundricola
1236,sam,2,,st_d,Sambucus sp.
1237,samrac,0,,st_d,Sambucus racemosa
1238,sanunc,0,,moss,Sanionia uncinata
1239,sauang,0,,forb,Saussurea angustifolia
1240,saunud,0,,forb,Saussurea nuda
1241,sauvis,0,,forb,Saussurea viscida
1242,sax,2,,forb,Saxifraga sp.
1243,saxaiz,0,,forb,Saxifraga aizoides
1244,saxasc,0,,forb,Saxifraga eschscholtzii
1245,saxbro,0,,forb,Saxifraga bronchialis
1246,saxcer,0,,forb,Saxifraga cernua
1247,saxfla,0,,forb,Saxifraga flagellaris
1248,saxhie,0,,forb,Saxifraga hieracifolia
1249,saxhir,0,,forb,Saxifraga hirculus
1250,saxhyp,0,,forb,Saxifraga hyperborea
1251,saxnel,0,,forb,Saxifraga nelsoniana
1252,saxopp,0,,forb,Saxifraga oppositifolia
1253,saxpan,0,,forb,Saxifraga paniculata
1254,saxrad,0,,forb,Saxifraga radiata
1255,saxref,0,,forb,Saxifraga reflexa
1256,saxser,0,,forb,Saxifraga serpyllifolia
1257,saxtri,0,,forb,Saxifraga tricuspidata
1259,scosco,0,,moss,Scorpidium scorpoides
1260,sdgmul,0,,forb,Solidago multiradiata
1261,sel,2,,forb,Selaginella sp.
1262,selsib,0,,forb,Selaginella sibirica
1263,sen,2,,forb,Senecio sp.
1264,senlug,0,,forb,Senecio lugens
1265,shecan,0,,sl_d,Shepherdia canadensis
1268,shrub,6,,shrub,unknown shrub
1269,sibpro,0,,forb,Sibbaldia procumbens
1270,sil,2,,forb,Silene sp.
1271,silaca,0,,forb,Silene acaulis
1272,silinv,0,,forb,Silene involucrata
1273,silrep,0,,forb,Silene repens
1274,silura,0,,forb,Silene uralensis
1275,smebor,0,,forb,Smelowskia borealis
1276,smemed,0,,forb,Smelowskia media
1277,smepor,0,,forb,Smelowskia porsildii
1278,sobsor,0,,sl_d,Sorbaria sorbifolia
1279,sor,2,,shrub,Sorbus sp.
1280,sorauc,0,,tree_d,Sorbus aucuparia
1281,sorsam,0,,sl_d,Sorbus sambucifolia
1282,sorsco,0,,st_d,Sorbus scopulina
1283,sorsit,0,,st_d,Sorbus sitchensis
1284,spg,2,,moss,Sphagnum
1286,spgang,0,,moss,Sphagnum angustifolium
1287,spgann,0,,moss,Sphagnum annulatum
1288,spgcap,0,,moss,Sphagnum capillifolium
1289,spgcom,0,,moss,Sphagnum compactum
1290,spgmag,0,,moss,Sphagnum magellanicum
1291,spgnit,0,,moss,Sphagnum nitidum
1292,spgpap,0,,moss,Sphagnum papillosum
1293,spgsqu,0,,moss,Sphagnum squarrosum
1294,spgwar,0,,moss,Sphagnum warnstorfii
1295,spibea,0,,sl_d,Spiraea beauverdiana
1296,spidou,0,,sl_d,Spiraea douglasii
1297,spiste,0,,sl_d,Spiraea stevenii
1298,spllut,0,,moss,Splachnum luteum
1299,sprrom,0,,forb,Spiranthes romanzoffiana
1300,stl,0,,forb,Stellaria
1302,stlbor,0,,forb,Stellaria borealis
1303,stlcal,0,,forb,Stellaria calycantha
1304,stlcra,0,,forb,Stellaria crassifolia
1305,stlhum,0,,forb,Stellaria humifusa
1306,stllae,0,,forb,Stellaria laeta
1307,stllof,0,,forb,Stellaria longifolia
1308,stllon,0,,forb,Stellaria longipes
1309,symalb,0,,sl_d,Symphoricarpos albus
1310,symlae,0,,sl_d,Symphoricarpus albus ssp. laevigatus
1311,tarala,0,,forb,Taraxacum alaskanum
1312,tarcar,0,,forb,Taraxacum carneocoloratum
1313,tarcer,0,,forb,Taraxacum ceratophorum
1314,taxbre,0,,tree_e,Taxus brevifolia
1315,tepatr,0,,forb,Tephroseris atropurpurea
1316,tepfri,0,,forb,Tephroseris frigida
1317,teplin,0,,forb,Tephroseris lindstroemii
1318,teppal,0,,forb,Tephroseris palustris
1319,tepyuk,0,,forb,Tephroseris yukonensis
1320,tet,2,,moss,Tetraphis sp.
1321,tglmar,0,,forb,Triglochin maritima
1322,tglpal,0,,forb,Triglochin palustris
1323,thaalpi,0,,forb,Thalictrum alpinum
1324,thd,2,,moss,Thuidium sp.
1325,thecam,0,,sd_e,Therorhodion camtschaticum
1326,thupli,0,,tree_e,Thuja plicata
1327,timaus,0,,moss,Timmia austriaca
1328,tit,2,,liverw,Tritomaria sp.
1329,tof,0,,forb,Tofieldia sp.
1330,tofcocci,0,,forb,Tofieldia coccinea
1331,tofpusil,0,,forb,Tofieldia pusilla
1332,tom,2,,moss,Tomentypnum sp.
1333,tomnit,0,,moss,Tomenthypnum nitens
1335,trcces,0,,gram,Trichophorum cespitosum
1336,trispicat,0,,gram,Trisetum spicatum
1337,tse,2,,gram,Trisetum sp.
1338,tsesib,0,,gram,Trisetum sibiricum
1339,tsu,2,,tree_e,Tsuga sp.
1340,tsuhet,0,,tree_e,Tsuga heterophylla
1341,tsumer,0,,tree_e,Tsuga mertensiana
1342,utr,2,,forb,Utricularia sp.
1343,utrint,0,,forb,Utricularia intermedia
1344,utrmin,0,,forb,Utricularia minor
1345,vac,2,,shrub,Vaccinium sp.
1346,vacala,0,,sl_d,Vaccinium alaskaense
1348,vaccae,0,,sl_d,Vaccinium caespitosum
1349,vacmic,0,,sl_d,Vaccinium microcarpum
1350,vacova,0,,sl_d,Vaccinium ovalifolium
1351,vacpar,0,,sl_d,Vaccinium parvifolium
1352,vaculi,0,,sl_d,Vaccinium uliginosum
1353,vacvit,0,,sd_e,Vaccinium vitis-idaea
1354,val,2,,forb,Valeriana sp.
1355,valcap,0,,forb,Valeriana capitata
1356,valdio,0,,forb,Valeriana dioica
1357,valsit,0,,forb,Valeriana sitchensis
1358,vibedu,0,,sl_d,Viburnum edule
1359,vibopu,0,,st_d,Viburnum opulus
1360,vio,2,,forb,Viola sp.
1361,vioepi,0,,forb,Viola epipsila
1362,wilpepl,0,,forb,Wilhelmsia peploides
1363,wilphys,0,,forb,Wilhelmsia physodes
1364,woo,2,,forb,Woodsia sp.
1365,wooalp,0,,forb,Woodsia alpina
1366,woogla,0,,forb,Woodsia glabella
1367,zigele,0,,forb,Zigadenus elegans
1367,****,,,,species could not be deteremined
1378,licha,2,,lich_m,Unknown arborial lichen
1379,lichc,2,,lich_cr,Unknown crustose lichen
1380,lichcb,2,brown,lich_cr,"Unknown crustose lichen, brown"
1381,lichcd,2,multiple,lich_cr,"Unknown crustose lichen, dark"
1382,lichcg,2,green,lich_cr,"Unknown crustose lichen, green"
1383,lichcl,2,multiple,lich_cr,"Unknown crustose lichen, light"
1384,lichcu,2,yellow,lich_cr,"Unknown crustose lichen, usnic acid/light yellow"
1385,liche1,2,,lich_m,Unknown lichen 1
1386,liche1_s,2,,lich_m,Unknown lichen-stressed
1387,liche2,2,,lich_m,Unknown lichen 2
1388,liche3,2,,lich_m,Unknown lichen 3
1389,liche4,2,,lich_m,Unknown lichen 4
1390,liche5,2,,lich_m,Unknown lichen 5
1391,liche6,2,,lich_m,Unknown lichen 6
1392,liche7,2,,lich_m,Unknown lichen 7
1393,liche8,2,,lich_m,Unknown lichen 8
1394,liche9,2,,lich_m,Unknown lichen 9
1395,lichf,2,,lich_m,Unknown foliose/fruticose lichen
1396,lichfb,2,brown,lich_fr,"Unknown fruticose lichen, brown"
1397,lichfd,2,multiple,lich_fr,"Unknown fruticose lichen, dark"
1398,lichfg,2,green,lich_fr,"Unknown fruticose lichen, green"
1399,lichfl,2,multiple,lich_fr,"Unknown fruticose lichen, light"
1400,lichfu,2,yellow,lich_fr,"Unknown fruticose lichen, usnic acid/light yellow"
1401,lichlb,2,brown,lich_fo,"Unknown foliose lichen, brown"
1402,lichld,2,multiple,lich_fo,"Unknown foliose lichen, dark"
1403,lichlg,2,green,lich_fo,"Unknown foliose lichen, green"
1404,lichll,2,multiple,lich_fo,"Unknown foliose lichen, light"
1405,lichlu,2,yellow,lich_fo,"Unknown foliose lichen, usnic acid/light yellow"
1406,fungi,5,,fungi,fungi
