"ScanID","PFT","PFT_2.x","PFT_3.x","PFT_4","color","veg_lifeform_code","group","Freq1","Freq2","Freq3","area","NDVI","NDWI","NDMI","NDSI","NBR","EVI"
"asachr_Brooks001","asachr","Asahinea chrysantha","Lichen_Yellow","Lichen","yellow","lich_fo",0,19,206,464,"Brooks_Range",0.174636724475953,-0.238752746743993,0.0974852614129636,-0.144633819239763,0.238666028345091,0.220789181994755
"7","asachr","Asahinea chrysantha","Lichen_Yellow","Lichen","yellow","lich_fo",0,19,206,464,"12mile",0.153010606402342,-0.175862670149628,0.0591801560928745,-0.117909668395229,0.237245403288898,0.296170052313393
"3","asachr","Asahinea chrysantha","Lichen_Yellow","Lichen","yellow","lich_fo",0,19,206,464,"12mile",0.287435238929383,-0.318088497727206,-0.0159022546081741,-0.332309821497221,0.17317638464903,0.414954136272117
"14","asachr","Asahinea chrysantha","Lichen_Yellow","Lichen","yellow","lich_fo",0,19,206,464,"12mile",0.134468291864533,-0.178951301108929,0.0517040261373219,-0.128435625953923,0.241665394814659,0.181541645695587
"claama_AK2018_03","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"AK2018",0.285926312839198,-0.320259899087999,0.165782164038183,-0.163139354656897,0.330975213368101,0.188256599696689
"53","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"Murphy",0.279345370211715,-0.38673318431652,0.190368137511169,-0.211970683813102,0.384493643592707,0.217489301910283
"claama_AK2018_01","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"AK2018",0.307327252131402,-0.43475558289113,0.0890498043188907,-0.359628770301624,0.275645885973468,0.244741377536728
"claama_AK2018_04","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"AK2018",0.274314346871686,-0.352211392191109,0.159086048286168,-0.204588849664573,0.358004413440786,0.282770315598726
"54","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"Murphy",0.215743018376501,-0.303555569822061,0.188103266262437,-0.122443820508759,0.38954439951868,0.148035117042543
"claama_AK2018_02","claama","Cladonia amaurocraea","Lichen_Yellow","Lichen","yellow","lich_fr",0,6,206,464,"AK2018",0.295599665883207,-0.360195395971946,0.203471716840641,-0.16911828658404,0.398419327837776,0.258608992356438
"37","clasul","Cladonia sulphurina","Lichen_Yellow","Lichen","yellow","lich_fr",0,3,206,464,"Murphy",0.319092691321665,-0.345529361065837,0.285288438994718,-0.0668285854363421,0.412008242253896,0.36419653714104
"38","clasul","Cladonia sulphurina","Lichen_Yellow","Lichen","yellow","lich_fr",0,3,206,464,"Murphy",0.440129806766626,-0.41519227077633,0.222095228426235,-0.212711656927213,0.347389113969878,0.58709238076786
"36","clasul","Cladonia sulphurina","Lichen_Yellow","Lichen","yellow","lich_fr",0,3,206,464,"Murphy",0.179123404567013,-0.195588776283464,0.310018170466697,0.121815827803852,0.406602588607941,0.217866779812396
"claunc_Brooks001","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"Brooks_Range",0.165761328972031,-0.256036810884871,0.131032384284957,-0.129343796342066,0.340625528317836,0.114582398281933
"claunc_Brooks002","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"Brooks_Range",0.21139358164464,-0.320760654406415,0.121581180310817,-0.207262387820987,0.322364754646796,0.186655160998965
"claunc_Brooks003","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"Brooks_Range",0.217477571173973,-0.314664842159206,0.10041685395053,-0.221238609120138,0.307504622274756,0.146438358446263
"27","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.207933681717995,-0.259342568194197,0.123422517196368,-0.140414539639584,0.308655799495802,0.236848089958624
"29","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.134276035207646,-0.168488455426417,0.214140249884253,0.0473605714509989,0.412571028211643,0.162013222217559
"26","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.182272274088339,-0.25889796714106,0.154247902942218,-0.109003042777877,0.36949811341854,0.170990096505437
"claunc_Brooks004","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"Brooks_Range",0.297988301815028,-0.421011605970816,0.0209958862000712,-0.403583198200555,0.202701686297516,0.208371376740496
"25","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.24641958338808,-0.317451245372917,0.0899112082628754,-0.234225397973228,0.290674369561008,0.229824995789543
"28","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.234330315094556,-0.304494394201621,0.15445196938012,-0.15744712514882,0.35135307107834,0.220714081694625
"30","claunc","Cladonia uncialis","Lichen_Yellow","Lichen","yellow","lich_fr",0,10,206,464,"12mile",0.121947529744663,-0.151830316999627,0.240733065911294,0.0922754706731987,0.432455092974663,0.219615523455645
"33","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.171319430085989,-0.313894657967398,-0.00149777726026387,-0.315244224958235,0.2208864635464,0.175872934525252
"34","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.358444921255296,-0.511967743244889,0.0435836578626824,-0.479073865078268,0.255119584672816,0.396065148584997
"35","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.245789155592697,-0.340689695044493,0.118459385573621,-0.231576238272385,0.327604070172872,0.30365551036662
"32","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.301553326166088,-0.367354373063698,0.124701853183301,-0.254302038031892,0.338079750130141,0.404106016691753
"36","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.231225071776353,-0.352076986211861,0.0973209050460456,-0.263794867461225,0.287978489581313,0.262152253446661
"37","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.155899540507094,-0.294508729834981,0.0792111833517103,-0.220440057001912,0.256974437007724,0.14879582890585
"31","dacarc","Dactylina arctica","Lichen_Yellow","Lichen","yellow","lich_fr",0,7,206,464,"12mile",0.289604385784011,-0.4350709269025,0.0574715073367507,-0.387283117098618,0.264244750249346,0.320201490467016
"evemis_AK2018_04","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"AK2018",0.121603096641204,-0.195092645291848,-0.0723331094437121,-0.263704447843239,0.0344381948217879,0.114224417496943
"45","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Murphy",0.202540424891598,-0.272567037395981,0.0408877743885323,-0.234290349180416,0.207100160246672,0.290422214969431
"26","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.273709598329683,-0.271311923781345,-0.0074984136973559,-0.27824427480916,0.0324471997856158,0.260792336499257
"27","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",-0.0370882250487211,0.038274344604506,-0.22298699680618,-0.18630268622752,-0.109812140539487,-0.041630032294608
"33","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.256123232531173,-0.254822492072086,0.0745043587753664,-0.1838077953091,0.226940252095532,0.402823816745599
"evemis_AK2018_03","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"AK2018",0.217799005804501,-0.281374640638275,-0.0886226598801867,-0.360995456772641,-0.012604985972229,0.217414925992436
"28","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.193603303706084,-0.246311529769134,-0.0234071864097297,-0.26817257793659,0.107079079717327,0.225034552999698
"31","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.256823029235039,-0.253041175793392,0.0914633304485132,-0.165405999934753,0.254440330823124,0.426959111769917
"evemis_AK2018_05","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"AK2018",0.16243648546738,-0.225629427828433,-0.227355554414257,-0.430881574567044,-0.112960172075878,0.0991134180664171
"32","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.225810164930252,-0.232219032249994,0.112583557530008,-0.122847197348171,0.28485768488573,0.339001199196177
"29","evemes","Evernia mesomorpha","Lichen_Yellow","Lichen","yellow","lich_fr",0,20,206,464,"Big Trail",0.171399537900675,-0.196897626800078,0.0879715344168671,-0.110846100515932,0.256444221681226,0.274991952427392
"neparc_Brooks001","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Brooks_Range",0.289204423961456,-0.326396422014162,0.132239668604204,-0.202915086945805,0.318975478462636,0.365752792930053
"49","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.379779395736147,-0.368186043064609,0.202863598973072,-0.178667387441392,0.407320902783586,0.434138223842561
"48","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.417211464039616,-0.381462158682838,0.268439539228,-0.12591639904666,0.490044223753627,0.475446588178071
"52","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.476161555149186,-0.41847711116946,0.309335970923706,-0.125370332767875,0.51210490768903,0.526038104614879
"53","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.760292373249129,-0.650619896367434,0.277435977033989,-0.455382993537357,0.488852513744823,0.978787661923224
"neparc_Brooks004","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Brooks_Range",0.337049087737251,-0.377012831458496,0.107859799998239,-0.280561950937638,0.308121485081744,0.339890049757185
"46","neparc","Nephroma arcticum","Lichen_Yellow","Lichen","yellow","lich_fo",0,21,206,464,"Big Trail",0.306900796778189,-0.276657735981047,0.255129126632639,-0.0231635742538218,0.462138318027185,0.338642805675838
"123","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.113465258427072,-0.180995180572072,0.093420271848981,-0.0890811479107378,0.22504687556809,0.126489264089017
"115","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.274513595166163,-0.324432439590749,0.181209406700192,-0.152169085357904,0.358200532918737,0.311209474430173
"124","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.258647829809656,-0.300778780548609,0.168367346938776,-0.139474612849755,0.358070138347259,0.345229853606648
"121","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.13401100645785,-0.224895194112083,0.137717977541769,-0.0899635785369858,0.324579142078233,0.151977775371985
"114","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.26411134741601,-0.330196348579376,0.159019529223647,-0.180663012835977,0.323011779353761,0.320997574955437
"118","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.215113808801214,-0.26221991948649,0.124197480525283,-0.142668739407995,0.262588537253515,0.225750301533076
"120","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.155536167954001,-0.22299340094528,0.114484055432487,-0.11135207363216,0.261818659045175,0.178659216705964
"117","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.278606388285895,-0.322759608320857,0.108086359405003,-0.222433027730593,0.299161660895988,0.344824095222096
"119","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.28425834891032,-0.330516798118818,0.130743597594741,-0.208795887883911,0.298360085502213,0.362583653775595
"116","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.254308778019747,-0.314182520203395,0.1703118411645,-0.15200427639301,0.355910083190749,0.288478254947461
"113","usnlap","Usnea lapponica","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.251084844853569,-0.300647645573443,0.082887553465209,-0.223325348125184,0.260438462687583,0.295584998766229
"128","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.245179958043789,-0.282823086574655,0.0247250246181165,-0.259915601798452,0.209451706393801,0.306448588907373
"127","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.249749149107104,-0.346779024434492,0.151773404803581,-0.205839320420152,0.331516652903936,0.283976808658546
"79","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.240716398943669,-0.313347821883315,-0.0423702968081666,-0.351057257784178,0.12542325259715,0.193258154712373
"77","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.316656571576907,-0.351463130976281,-0.0559313918873201,-0.399540428199276,0.115377966118104,0.300163456803421
"82","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.240498215087727,-0.312846169982014,-0.0340577913580592,-0.343246719176899,0.140865282060232,0.183226392234312
"80","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.253498085981999,-0.318045651535818,-0.0170151737814055,-0.333257369061862,0.158268073460268,0.198006833073873
"75","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.328273047274195,-0.367293731087417,-0.0419879975794967,-0.4030656786735,0.154482064750302,0.316311641594721
"78","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.264189234252975,-0.324605875061355,-0.0317320158891167,-0.352704889930713,0.1503785908329,0.243151649929438
"81","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.275707673985035,-0.339162972588504,-0.0382302909987763,-0.372562506678064,0.126175030572606,0.242569999634513
"126","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Murphy",0.220416864679621,-0.320740298075008,0.103426886012789,-0.224769736808112,0.278967322874689,0.247720859765643
"76","usnsca","Usnea scabrata","Lichen_Yellow","Lichen","yellow","lich_fr",0,12,206,464,"Big Trail",0.32574238428286,-0.359675574102263,-0.0826409597904852,-0.429548657660445,0.0937072747560054,0.286069138055733
"135","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.225155016608155,-0.315682269781075,0.0759594273211208,-0.245612392942388,0.229863777143202,0.201024508558928
"136","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.175570501564609,-0.310836801265117,0.170049687945945,-0.148644098649512,0.334237809181737,0.154015370699901
"140","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.17352169730718,-0.320099639165081,0.156550489615903,-0.172177253956872,0.315038547933007,0.156053937678637
"139","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.0504645234386064,-0.227110372153427,0.00381505831531134,-0.223488953453583,0.0866035955793594,0.0398958518189263
"137","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.124009380096322,-0.262639783596866,-0.0066903996267079,-0.26885775575557,0.124720301300706,0.102140549069742
"129","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.064392330437111,-0.235967757412916,0.0215541240424929,-0.215509732748462,0.143529612310326,0.0545128099506587
"134","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.202781533843529,-0.308642688511205,0.153275430790169,-0.163082245108232,0.303758358489136,0.184207221950779
"133","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.180139691840846,-0.322596949359652,0.116862411122774,-0.213794473880846,0.286877801206744,0.149534731614016
"138","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.143549656032868,-0.239692157482124,0.0241103143750929,-0.216834943798067,0.150653603772093,0.132707518092769
"130","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.148983171673292,-0.350294624075397,-0.027410137242733,-0.374112672210198,0.10737417771865,0.109329193147453
"132","vulpin","Vulpicida pinastri","Lichen_Yellow","Lichen","yellow","lich_fo",0,12,206,464,"Murphy",0.171130095803674,-0.344497238248653,0.098235682692246,-0.254887436131998,0.269894436046734,0.131929634013566
