"","Functional_group1","Wavelength","Median_Diff","Pct_12_5_Diff","Pct_87_5_Diff"
"1","Abiotic",398,0.0538852446513304,0.00255505701523159,0.423586167161708
"2","Abiotic",399,0.0541818726410043,0.0014195660963253,0.424406427493873
"3","Abiotic",400,0.0543782793691882,7.08698767463017e-05,0.425284891246319
"4","Abiotic",401,0.054614392915438,-0.000236321357839894,0.426183217657659
"5","Abiotic",402,0.0539941194352605,-0.00107540137042481,0.427125143102467
"6","Abiotic",403,0.0528638351176951,-0.00227694528843701,0.427991630642529
"7","Abiotic",404,0.0515347470318116,-0.0034505105368725,0.428747608108783
"8","Abiotic",405,0.0507643197667525,-0.0046861436915726,0.428572509138382
"9","Abiotic",406,0.0500907416950092,-0.0059063574441421,0.427774637279038
"10","Abiotic",407,0.0497760533649917,-0.00641953239853969,0.427483964062682
"11","Abiotic",408,0.049898046647019,-0.00704030142410669,0.427352682602384
"12","Abiotic",409,0.0501734763913077,-0.0076519801316465,0.427467033303047
"13","Abiotic",410,0.0504532442308656,-0.0073581163683948,0.427671809518286
"14","Abiotic",411,0.0503149835664221,-0.0074072262441513,0.427973331729602
"15","Abiotic",412,0.0498774565681819,-0.0078574274218046,0.42801523327835
"16","Abiotic",413,0.0491825323761317,-0.0085511839503714,0.427896131665392
"17","Abiotic",414,0.0485139184258081,-0.0100735050766925,0.427685564115255
"18","Abiotic",415,0.0478961001913783,-0.0118249516860803,0.427153370520242
"19","Abiotic",416,0.0471764104594474,-0.0133999077537701,0.427152486834585
"20","Abiotic",417,0.046615016888505,-0.0146424499220203,0.427194999533694
"21","Abiotic",418,0.0461110864416522,-0.0150944505394776,0.42725471462304
"22","Abiotic",419,0.0453764214408694,-0.0152943336095093,0.427164295187489
"23","Abiotic",420,0.0447584279012181,-0.0155172594273968,0.42744662534
"24","Abiotic",421,0.0444146063820229,-0.015614060849299,0.427945874100686
"25","Abiotic",422,0.0443683025943883,-0.015882717701559,0.42861825265166
"26","Abiotic",423,0.0444353205439468,-0.0161583942583432,0.429192751654569
"27","Abiotic",424,0.0444204536073648,-0.0164314064063677,0.429671484806399
"28","Abiotic",425,0.0446183734761597,-0.0170148250538631,0.430226334696027
"29","Abiotic",426,0.0446863840885985,-0.0173285649308165,0.43067014739712
"30","Abiotic",427,0.0445695917901407,-0.0172756293928641,0.431232548932077
"31","Abiotic",428,0.044258391520143,-0.0167020242289662,0.431352342233158
"32","Abiotic",429,0.043913993158701,-0.0161996720699224,0.431278067250217
"33","Abiotic",430,0.0437999334146947,-0.0160259476228679,0.431259919576475
"34","Abiotic",431,0.0436564593748275,-0.0159588595695755,0.43067145382792
"35","Abiotic",432,0.0433144210843975,-0.0162417970494696,0.431063583777605
"36","Abiotic",433,0.0430735595693824,-0.0167923461235356,0.432176062929365
"37","Abiotic",434,0.0426466341702559,-0.0171258969942394,0.43316589043624
"38","Abiotic",435,0.0422039844443741,-0.0173400809110047,0.433927054491878
"39","Abiotic",436,0.0417112382519045,-0.0176759736508504,0.433937092785584
"40","Abiotic",437,0.041432373740962,-0.0178095314492341,0.433694752763495
"41","Abiotic",438,0.0411310793226385,-0.0179413253201102,0.433724178151209
"42","Abiotic",439,0.0406899410682986,-0.0181014636570301,0.434322613230021
"43","Abiotic",440,0.0402744761921489,-0.0180384255681035,0.434869300617337
"44","Abiotic",441,0.04010585396917,-0.0181346247744117,0.435710522080094
"45","Abiotic",442,0.0398423915874686,-0.0184057030414142,0.436884672978615
"46","Abiotic",443,0.0395840721799732,-0.0185557421824987,0.43730683676233
"47","Abiotic",444,0.0392485453374106,-0.01857803646029,0.437257704283748
"48","Abiotic",445,0.0389160836554699,-0.0186070157247754,0.437368564758742
"49","Abiotic",446,0.0387393897395551,-0.018538509699097,0.437247740863662
"50","Abiotic",447,0.0385862538721962,-0.0186124586098817,0.436984548881114
"51","Abiotic",448,0.0384072023719338,-0.0188169390458245,0.43663704576791
"52","Abiotic",449,0.0382558317996964,-0.0189365692301622,0.435976433076548
"53","Abiotic",450,0.038121158640845,-0.0189929844092183,0.434864528098002
"54","Abiotic",451,0.0379718746226545,-0.0190110089500331,0.433725518908983
"55","Abiotic",452,0.0381435526557106,-0.0191715417079117,0.432637150549875
"56","Abiotic",453,0.0379326806063326,-0.0192910320600361,0.431777857827244
"57","Abiotic",454,0.036642628925615,-0.0193891400938569,0.431908584122139
"58","Abiotic",455,0.035943028610306,-0.01941749981046,0.431585327509395
"59","Abiotic",456,0.035765945189765,-0.0200248639859557,0.430695427188425
"60","Abiotic",457,0.035598223575132,-0.020688328901378,0.429326018652538
"61","Abiotic",458,0.035017328823023,-0.0208393441340248,0.428692041159914
"62","Abiotic",459,0.034480313677168,-0.0209527037210071,0.428460879422148
"63","Abiotic",460,0.034123160783281,-0.0216529219368826,0.427420406982381
"64","Abiotic",461,0.033810041967512,-0.0220462517004466,0.426605263859226
"65","Abiotic",462,0.033408111656539,-0.0222912262202778,0.425925769312988
"66","Abiotic",463,0.032644324443781,-0.0223740415180386,0.425511389340634
"67","Abiotic",464,0.032033579911215,-0.023012130356513,0.425040697929464
"68","Abiotic",465,0.031537173589294,-0.0233187301157701,0.424646045326331
"69","Abiotic",466,0.031046891428021,-0.0233685831663836,0.424393814172364
"70","Abiotic",467,0.03065336817618,-0.023916372851678,0.424048807802902
"71","Abiotic",468,0.030269350616532,-0.0243331880996073,0.423549691408354
"72","Abiotic",469,0.029611977161948,-0.0245666414873094,0.422933409281659
"73","Abiotic",470,0.029312647901173,-0.0245233520435934,0.422852254709844
"74","Abiotic",471,0.029093638614549,-0.024158745255377,0.422599271541729
"75","Abiotic",472,0.028759839244164,-0.0244875949351981,0.421558320579731
"76","Abiotic",473,0.028444539261272,-0.0246347485172903,0.420992444545884
"77","Abiotic",474,0.028296319495778,-0.0247196375872395,0.420217891883247
"78","Abiotic",475,0.028468881920452,-0.0248359352580299,0.41886075727117
"79","Abiotic",476,0.028329801023412,-0.0244769113147033,0.418573021310302
"80","Abiotic",477,0.027817417561874,-0.0241593957183834,0.418941807328536
"81","Abiotic",478,0.027081245373987,-0.0240045978247963,0.419609408928023
"82","Abiotic",479,0.026105267697016,-0.024464320493061,0.420198463409745
"83","Abiotic",480,0.025255020323884,-0.0252945760777472,0.420073473453179
"84","Abiotic",481,0.024721438801395,-0.0258068926040922,0.418974970443991
"85","Abiotic",482,0.024284948931486,-0.0264293354245277,0.417106220844211
"86","Abiotic",483,0.023859857151471,-0.0267580350954989,0.415664514545529
"87","Abiotic",484,0.023368720147035,-0.0271695541360293,0.415130388115256
"88","Abiotic",485,0.022993887059745,-0.0274890161868705,0.414570323431228
"89","Abiotic",486,0.022561965538731,-0.027719333304835,0.413922356523544
"90","Abiotic",487,0.02206581305641,-0.0278833812478208,0.41316827783774
"91","Abiotic",488,0.021645868357636,-0.0282507238510492,0.41283150819541
"92","Abiotic",489,0.021345619932454,-0.0286536799667,0.412471320726946
"93","Abiotic",490,0.021086435599139,-0.0286568785732802,0.412235814758384
"94","Abiotic",491,0.020595002564879,-0.0286961272469112,0.411895070110301
"95","Abiotic",492,0.020241224223367,-0.029293730659781,0.411403026883727
"96","Abiotic",493,0.019979071435653,-0.03005655537174,0.410992661411107
"97","Abiotic",494,0.019611785085781,-0.030410051580292,0.411190229890293
"98","Abiotic",495,0.019161315736916,-0.03111283456991,0.411335388727667
"99","Abiotic",496,0.018978862044938,-0.03191707040314,0.411645079700208
"100","Abiotic",497,0.019025864153298,-0.032280347247937,0.412431001119317
"101","Abiotic",498,0.019030461886525,-0.032820367025919,0.413143706198874
"102","Abiotic",499,0.019152186499005,-0.03294727959878,0.413695070527061
"103","Abiotic",500,0.019272104169998,-0.032699389466004,0.414193394199906
"104","Abiotic",501,0.019407303848838,-0.033058506462726,0.41482995751285
"105","Abiotic",502,0.01948270507715,-0.033264209336961,0.415951473892684
"106","Abiotic",503,0.019770985023388,-0.033294883853331,0.418134453293126
"107","Abiotic",504,0.020239015938334,-0.03337152393986,0.420762712551124
"108","Abiotic",505,0.020520955315343,-0.033675532130325,0.423067158036128
"109","Abiotic",506,0.020466548582003,-0.033983904597186,0.423594523447804
"110","Abiotic",507,0.020539211060201,-0.034232114935828,0.420972781713844
"111","Abiotic",508,0.020599354505095,-0.034596628136923,0.416993387143682
"112","Abiotic",509,0.020867128633476,-0.034514710915434,0.413192136828544
"113","Abiotic",510,0.020899253949958,-0.034978336763786,0.410199983007946
"114","Abiotic",511,0.021114481195843,-0.035275459256279,0.408781909863402
"115","Abiotic",512,0.021467865361878,-0.035540211791373,0.409396904904611
"116","Abiotic",513,0.021873866691438,-0.036106207467634,0.41062933612504
"117","Abiotic",514,0.022296847497977,-0.036510645996499,0.412490739036548
"118","Abiotic",515,0.022830430678786,-0.036755155184339,0.414631081301233
"119","Abiotic",516,0.023527414736552,-0.036887693045411,0.416675248560952
"120","Abiotic",517,0.023973395957855,-0.037054676919782,0.418374847471958
"121","Abiotic",518,0.024131994241229,-0.037259714585297,0.419949079304141
"122","Abiotic",519,0.024731639528582,-0.037081559078599,0.421814935522563
"123","Abiotic",520,0.025190051239994,-0.037372816218143,0.423799840785002
"124","Abiotic",521,0.02557982606356,-0.037694779691494,0.425874748861648
"125","Abiotic",522,0.026012944577882,-0.037725605348228,0.428221379133839
"126","Abiotic",523,0.02648637759963,-0.037913643428319,0.430559269749857
"127","Abiotic",524,0.026910773972458,-0.038034218710897,0.432887808910122
"128","Abiotic",525,0.027338613779916,-0.037956128205218,0.434747235988406
"129","Abiotic",526,0.027626143167555,-0.037760980487805,0.436591038494931
"130","Abiotic",527,0.028133841122872,-0.037530487524426,0.438547888791713
"131","Abiotic",528,0.028597845399624,-0.037478427728422,0.439701085607555
"132","Abiotic",529,0.028924580135455,-0.037105102198729,0.440437185201431
"133","Abiotic",530,0.02938486049074,-0.036164987085982,0.440917784770134
"134","Abiotic",531,0.029298990697369,-0.035098486502442,0.441258897957498
"135","Abiotic",532,0.028709935994571,-0.034244228334909,0.442160092796328
"136","Abiotic",533,0.028259874813596,-0.033201495646264,0.443177976071682
"137","Abiotic",534,0.027863474832364,-0.032292572667019,0.444454197312434
"138","Abiotic",535,0.027502607168869,-0.031979581587423,0.445432264148443
"139","Abiotic",536,0.027044766123709,-0.031892200033543,0.446061551728575
"140","Abiotic",537,0.026600842222295,-0.03214795761705,0.44715227371951
"141","Abiotic",538,0.026203566987514,-0.032297976265484,0.447844146052543
"142","Abiotic",539,0.025717097258582,-0.032174181810101,0.448228465832531
"143","Abiotic",540,0.025388411881393,-0.031911883179237,0.448723182833376
"144","Abiotic",541,0.025238910621329,-0.031493531004839,0.449867822990107
"145","Abiotic",542,0.024977164263323,-0.031265835780433,0.451045404732553
"146","Abiotic",543,0.024553872071814,-0.031144742130921,0.45218944967398
"147","Abiotic",544,0.024316478616432,-0.031662434177818,0.45355735266786
"148","Abiotic",545,0.024204121247759,-0.03188289091324,0.454044686827841
"149","Abiotic",546,0.02400878819276,-0.032055955930228,0.454471334876807
"150","Abiotic",547,0.023815020846137,-0.032091545032951,0.45510869471878
"151","Abiotic",548,0.023598523013082,-0.032230304180009,0.45546935049316
"152","Abiotic",549,0.023442633454709,-0.032381851089417,0.456150648043332
"153","Abiotic",550,0.02391291886487,-0.032490258352655,0.456976332470225
"154","Abiotic",551,0.024275925819548,-0.0326317906451,0.457361721444023
"155","Abiotic",552,0.024695327903892,-0.032777657628539,0.458002652086327
"156","Abiotic",553,0.025477237279677,-0.032947676458142,0.458530610739246
"157","Abiotic",554,0.026251049032995,-0.033250950866908,0.459041699280272
"158","Abiotic",555,0.027185005133902,-0.033454468994922,0.459594857911963
"159","Abiotic",556,0.028137974727492,-0.033635087416648,0.4601084427682
"160","Abiotic",557,0.029808284564555,-0.033736272814069,0.460225619381322
"161","Abiotic",558,0.032367232852982,-0.033806919459832,0.460637372061468
"162","Abiotic",559,0.034969638117328,-0.033679882429382,0.460975862742032
"163","Abiotic",560,0.037677458327744,-0.03348191306015,0.461386466394051
"164","Abiotic",561,0.040026253873917,-0.033408633226049,0.461436025119932
"165","Abiotic",562,0.04247610824445,-0.033328317830148,0.461558444949425
"166","Abiotic",563,0.044334735022885,-0.033193610175274,0.462088859083784
"167","Abiotic",564,0.044486396387081,-0.033091247712694,0.462410873053235
"168","Abiotic",565,0.04443690216835,-0.032892468496851,0.462835549466129
"169","Abiotic",566,0.04427721360662,-0.032644722909512,0.463222875817885
"170","Abiotic",567,0.044452495744638,-0.032333382993372,0.463379490987836
"171","Abiotic",568,0.04453711342848,-0.031942402255144,0.463623473118638
"172","Abiotic",569,0.044658341618982,-0.031887879053123,0.463734983134856
"173","Abiotic",570,0.044760285875672,-0.032207676638098,0.463397603242916
"174","Abiotic",571,0.04481088327453,-0.032399062426894,0.463373383052166
"175","Abiotic",572,0.044898321856947,-0.03234690278338,0.463431179279305
"176","Abiotic",573,0.04497593892264,-0.032468814126231,0.463053660814499
"177","Abiotic",574,0.045014914569561,-0.032728537884844,0.462738504524555
"178","Abiotic",575,0.044924263013252,-0.033024690748655,0.462299872638249
"179","Abiotic",576,0.044714425723138,-0.033386389674692,0.461725882099925
"180","Abiotic",577,0.044615951313401,-0.033443126632236,0.461421373349249
"181","Abiotic",578,0.0446817029397,-0.03413189359056,0.461214883948893
"182","Abiotic",579,0.044567434223585,-0.034692932518945,0.460752946464278
"183","Abiotic",580,0.044457113809388,-0.035127610488065,0.460085099063601
"184","Abiotic",581,0.044186991467173,-0.035195170064747,0.459747048190207
"185","Abiotic",582,0.043852119323604,-0.035122478967333,0.459345221044472
"186","Abiotic",583,0.043288830600139,-0.035358904915429,0.45864102108131
"187","Abiotic",584,0.042938917124118,-0.035552815811676,0.457958412757688
"188","Abiotic",585,0.04227793255635,-0.035727079934344,0.457285196938036
"189","Abiotic",586,0.041509424106125,-0.036045690607812,0.456419623425095
"190","Abiotic",587,0.040970799589702,-0.036226405144039,0.456010294224441
"191","Abiotic",588,0.04039809300413,-0.036514524093604,0.4552998851373
"192","Abiotic",589,0.039935803571751,-0.03679736817649,0.454712024995118
"193","Abiotic",590,0.039540951058647,-0.036942404616607,0.454566679363675
"194","Abiotic",591,0.039364932452418,-0.037205384835843,0.454359707204132
"195","Abiotic",592,0.039176224875016,-0.037493282152017,0.453921497981734
"196","Abiotic",593,0.038897521675298,-0.037734601672781,0.453162125864535
"197","Abiotic",594,0.038843208866548,-0.037862014946755,0.452513233200767
"198","Abiotic",595,0.038619622542579,-0.038203156707079,0.452031792606895
"199","Abiotic",596,0.038239851217148,-0.038576347531384,0.451674684882529
"200","Abiotic",597,0.037776283651353,-0.038846058251618,0.452032824323413
"201","Abiotic",598,0.037458135607125,-0.039033864032759,0.451849148360314
"202","Abiotic",599,0.037119719446685,-0.039299066677515,0.451475039005066
"203","Abiotic",600,0.03684681658072,-0.039702358095025,0.451118271026486
"204","Abiotic",601,0.036108159568153,-0.039969927176546,0.450577018423425
"205","Abiotic",602,0.035440831785694,-0.04019908019386,0.44995324097093
"206","Abiotic",603,0.034963769605741,-0.040455847540609,0.449664190155788
"207","Abiotic",604,0.034511223060837,-0.040772259625618,0.449305337194752
"208","Abiotic",605,0.034075776804063,-0.041110947728883,0.448454527133836
"209","Abiotic",606,0.033711567759849,-0.041459079142547,0.447642248106104
"210","Abiotic",607,0.03309184178651,-0.041769826226417,0.447590136390666
"211","Abiotic",608,0.032930987435564,-0.041962192982726,0.44719574913991
"212","Abiotic",609,0.032543005638105,-0.042308368669422,0.446437151217964
"213","Abiotic",610,0.032127746526685,-0.042600238179095,0.446587450835563
"214","Abiotic",611,0.031686348495098,-0.042956883321899,0.446314052024996
