"","Wavelength","Radiance"
"213",790.169,0.751792075570377
"214",792.021,0.770481053671028
"215",793.873,0.760614350117145
"216",795.724,0.716532238990472
"217",797.576,0.761172139391898
"218",799.428,0.759155811850221
"219",801.28,0.767420389957387
"220",803.132,0.748153385522115
"221",804.983,0.777729272914178
"222",806.835,0.718419559479615
"223",808.687,0.781797753071694
"224",810.539,0.770695560196247
"225",812.39,0.788102723670624
"226",814.242,0.747909806658343
"227",816.094,0.751526458486279
"228",817.946,0.707142027564922
"229",819.798,0.73897579629478
"230",821.649,0.750021123737392
"231",823.501,0.688473603550794
"232",825.353,0.735744170971736
"233",827.205,0.684724984327509
"234",829.056,0.74340341971218
"235",830.908,0.752708914369791
"236",832.76,0.703106835777135
"237",834.612,0.767289189516203
"238",836.464,0.727429616929999
"239",838.315,0.694222325311405
"240",840.167,0.709077003430655
"241",842.019,0.712418686052719
"242",843.871,0.778814088972985
"243",845.722,0.760099991879055
"244",847.574,0.682763957006492
"245",849.426,0.773517883052668
"246",851.278,0.742158185388462
"247",853.13,0.718023590607219
"248",854.981,0.717006547999159
"249",856.833,0.696423033664661
"250",858.685,0.758196633409603
"251",860.537,0.724074049944021
"252",862.388,0.723118402575586
"253",864.24,0.704504035623898
"254",866.092,0.814441987564161
"255",867.944,0.740182122031454
"256",869.796,0.791019439584528
"257",871.647,0.743719151531471
"258",873.499,0.745498758352936
"259",875.351,0.73993798413895
"260",877.203,0.794383582514925
"261",879.054,0.76717008678396
"262",880.906,0.756035199235852
"263",882.758,0.729796320365976
"264",884.61,0.738825201687333
"265",886.462,0.732692446095903
"266",888.313,0.708019897926796
"267",890.165,0.720659577929456
"268",892.017,0.823944127136562
"269",893.869,0.682684941818787
"270",895.72,0.658413623571318
"271",897.572,0.686930986556679
"272",899.424,0.557518703436037
"273",901.276,0.682539109203186
"274",903.127,0.659035556539782
"275",904.979,0.680140384400467
"276",906.831,0.621341596624483
"277",908.683,0.601212432938106
"278",910.535,0.74423204234632
"279",912.386,0.734502262998139
"280",914.238,0.765068574325855
"281",916.09,0.753532746519641
"282",917.942,0.711251860257338
"283",919.793,0.805140706781957
"284",921.645,0.635861331204063
"285",923.497,0.587087588927332
"286",925.349,0.768180722615671
"287",927.201,0.618645513080041
"288",929.052,0.752479347357445
"289",930.904,0.648498250517254
"290",932.756,0.517301132738264
"291",934.608,0.914340279839561
"292",936.459,0.607558008288475
"293",938.311,0.61272956891577
"294",940.163,0.28701737040917
"295",942.015,0.63974299210993
"296",943.867,0.244327852411262
"297",945.718,0.545383911051026
"298",947.57,0.783741099658962
"299",949.422,0.4372744103771
"300",951.274,0.576525994555083
"301",953.125,0.744689914073063
"302",954.977,0.985007897926949
"303",956.829,0.663968883956702
"304",958.681,0.723944520603989
"305",960.533,0.842998706500183
"306",962.384,0.716758865349663
"307",964.236,0.657750201556462
"308",966.088,0.773937139054514
"309",967.94,0.511647031847678
"310",969.791,0.502920457559633
"311",971.643,0.506458926100071
"312",973.495,0.508847338795694
"313",975.347,0.73791272311182
"314",977.199,0.599387263266568
"315",979.05,0.637155089499108
"316",980.902,0.601309941612143
"317",982.754,0.444253965234358
"318",984.606,0.351650369756027
"319",986.457,0.614866819738714
"320",988.309,0.75298670674883
"321",990.161,0.918361023011645
"322",992.013,0.622891724741875
"323",993.865,0.802031813270417
"324",995.716,0.79042496322654
"325",997.568,0.629146430758696
"326",999.42,0.643263383972247
