Site,Measurement_Date,Spectra_Name,Sample_ID,USDA_Species_Code,Spectrometer_GPS_Lat,Spectrometer_GPS_Long,Measurement_Time_UTC,Instrument,Foreoptic,Collection_Units,Spectra_Units,Spectra_Type,Reflectance_Type,White_Reference_Standard,Spectral_Resolution,Interpolation_Method,Overlap_Handling,Overlap_Removal,Overlap_Matching_Type
Barrow (Utqiagvik) Environmental Observatory,20150714,1687,BNL1687,ARFU2,71.27564,-156.643665,20:47,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1703,BNL1703,CAAQ,71.27545333,-156.63591,18:12,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1704,BNL1704,CAAQ,71.27544333,-156.6359817,18:18,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1705,BNL1705,CAAQ,71.27545833,-156.6359933,18:22,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1706,BNL1706,CAAQ,71.27544667,-156.6360333,18:32,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1707,BNL1707,CAAQ,71.275265,-156.6365333,18:51,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1708,BNL1708,CAAQ,71.275255,-156.63649,19:01,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1709,BNL1709,CAAQ,71.275755,-156.6376933,19:10,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1710,BNL1710,CAAQ,71.27575667,-156.6377533,19:14,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1711,BNL1711,ARFU2,71.27585667,-156.6380933,19:25,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1712,BNL1712,ARFU2,71.275645,-156.64366,19:37,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1713,BNL1713,ARFU2,71.27564833,-156.6436767,19:39,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1714,BNL1714,ARFU2,71.27519833,-156.643925,19:56,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1715,BNL1715,ARFU2,71.27512,-156.6437917,19:46,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1716,BNL1716,ARFU2,71.27519333,-156.643905,19:51,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1717,BNL1717,PEFR5,71.27477167,-156.638825,21:18,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1718,BNL1718,PEFR5,71.27526833,-156.64089,21:14,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1719,BNL1719,PEFR5,71.27541667,-156.64103,20:40,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1720,BNL1720,PEFR5,71.27565,-156.640985,20:46,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1721,BNL1721,PEFR5,71.27561333,-156.64106,20:43,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1722,BNL1722,PEFR5,71.275025,-156.642795,20:31,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1723,BNL1723,ERAN6,71.27529833,-156.6437917,20:00,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1724,BNL1724,ERAN6,71.27533667,-156.643805,20:05,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1725,BNL1725,SAPU6,71.27566167,-156.64308,20:18,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1726,BNL1726,SAPU6,71.27566,-156.6430767,20:15,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1727,BNL1727,SAPU6,71.27566,-156.643095,20:13,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1728,BNL1728,SAPU6,71.27565333,-156.643095,20:10,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1729,BNL1729,SAPU6,71.27567333,-156.6430533,20:21,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1730,BNL1730,SAPU6,71.27563667,-156.6429333,20:24,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1731,BNL1731,SAPU15,71.27562833,-156.6412833,20:54,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1732,BNL1732,SAPU15,71.275615,-156.6412583,20:50,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1733,BNL1733,ERAN6,71.27545333,-156.6407917,21:02,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1734,BNL1734,ERAN6,71.27564167,-156.6389917,21:09,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1735,BNL1735,ERAN6,71.27565833,-156.6391283,21:07,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150715,1736,BNL1736,ERAN6,71.27545167,-156.6407867,21:00,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150716,1737,BNL1737,SAPU15,71.27583,-156.6369667,18:26,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150716,1738,BNL1738,SAPU15,71.27583,-156.6369833,18:29,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150716,1739,BNL1739,SAPU15,71.27721833,-156.6386267,18:12,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150716,1740,BNL1740,SAPU15,71.27713,-156.6383317,18:18,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1741,BNL1741,ARFU2,71.275495,-156.6373017,21:22,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1743,BNL1743,ARFU2,71.27549833,-156.6373183,21:36,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1744,BNL1744,ARFU2,71.27549833,-156.6372933,21:32,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1745,BNL1745,ARFU2,71.27585667,-156.6380983,22:01,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1746,BNL1746,ARFU2,71.275855,-156.6380933,22:06,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1747,BNL1747,ARFU2,71.27549833,-156.63732,21:45,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1748,BNL1748,ARFU2,71.27549833,-156.6372833,21:28,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1749,BNL1749,ARFU2,71.27587667,-156.6379767,21:53,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150718,1750,BNL1750,ARFU2,71.27549,-156.637315,21:03,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1737,BNL1737,SAPU15,71.27583833,-156.6369867,22:39,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1738,BNL1738,SAPU15,71.27583833,-156.636955,22:14,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1739,BNL1739,SAPU15,71.277225,-156.6386183,22:00,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1740,BNL1740,SAPU15,71.27714,-156.63831,22:05,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1761,BNL1761,ERAN6,71.27606,-156.63907,20:52,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1763,BNL1763,ERAN6,71.27606333,-156.63906,20:59,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150720,1764,BNL1764,ERAN6,71.27605667,-156.6390467,21:04,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1785,BNL1785,PEFR5,71.27494833,-156.6379033,18:54,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1786,BNL1786,PEFR5,71.27494333,-156.6379183,19:00,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1787,BNL1787,PEFR5,71.27485333,-156.63801,19:32,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1788,BNL1788,PEFR5,71.274855,-156.6380233,19:37,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1789,BNL1789,PEFR5,71.27485667,-156.638015,19:41,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1790,BNL1790,PEFR5,71.2756,-156.6411883,0:19,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1791,BNL1791,PEFR5,71.2756,-156.64122,0:17,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1792,BNL1792,PEFR5,71.27560167,-156.6412267,0:13,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1793,BNL1793,SAPU15,71.27561833,-156.6413033,0:05,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,1794,BNL1794,SAPU15,71.27562,-156.6413233,0:00,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1795,BNL1795,PEFR5,71.27507667,-156.6389733,23:24,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1796,BNL1796,PEFR5,71.275075,-156.6389633,23:17,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1797,BNL1797,PEFR5,71.27473333,-156.6389967,22:55,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1798,BNL1798,PEFR5,71.27477167,-156.6389067,22:44,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1799,BNL1799,PEFR5,71.27494833,-156.6379433,22:20,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150722,PEFR5_1800,BNL1800,PEFR5,71.274955,-156.6379,22:10,SVC_HR-1024i,8deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,99AA07-0215-1466 SRT-99-100,1nm,Linear,Removed,Post_processing,Radiance
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1826,BNL1826,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1830,BNL1830,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1831,BNL1831,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1832,BNL1832,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1833,BNL1833,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20150710,BNL1834,BNL1834,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1865,BNL1865,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1866,BNL1866,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1867,BNL1867,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1868,BNL1868,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1869,BNL1869,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1870,BNL1870,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1871,BNL1871,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1872,BNL1872,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1885,BNL1885,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1886,BNL1886,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1888,BNL1888,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
Barrow (Utqiagvik) Environmental Observatory,20160711,BNL1889,BNL1889,PEFR5,,,,PSR+3500_SN1586067,4deg,Radiance,Percent_Reflectance_0_100,Canopy,Spectralon_Corrected,SVC_10x10_99AA03-1213-7872,1nm,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default,Spectral_Evolution_Default
