"","Functional_group1","Functional_group1_wN","Wavelength","Median_Reflectance","Max_Reflectance","Min_Reflectance","Pct_87_5_Reflectance","Pct_12_5_Reflectance","Upper_Reflectance","Lower_Reflectance","Source"
"2104","Abiotic","Abiotic (n= 94 scans, 5 species)",952,27.2791,71.9669,11.6823,63.5362625,15.3230625,67.7719,13.1025,"Ground"
"2105","Abiotic","Abiotic (n= 94 scans, 5 species)",953,27.2654,72.1125,11.7325,63.7283875,15.3534375,67.8657,13.0857,"Ground"
"2106","Abiotic","Abiotic (n= 94 scans, 5 species)",954,27.2827,72.0718,11.7189,63.6247625,15.364,67.964,13.1378,"Ground"
"2107","Abiotic","Abiotic (n= 94 scans, 5 species)",955,27.3215,72.1637,11.7265,63.7602,15.3440125,68.0234,13.1341,"Ground"
"2108","Abiotic","Abiotic (n= 94 scans, 5 species)",956,27.2586,72.0984,11.7081,63.7027125,15.36785,67.9396,13.0887,"Ground"
"2109","Abiotic","Abiotic (n= 94 scans, 5 species)",957,27.2936,71.9688,11.7292,63.562725,15.3669,67.8007,13.1203,"Ground"
"2110","Abiotic","Abiotic (n= 94 scans, 5 species)",958,27.2451,71.9055,11.6855,63.4785375,15.3869375,67.7825,13.1362,"Ground"
"2111","Abiotic","Abiotic (n= 94 scans, 5 species)",959,27.3053,71.9204,11.7575,63.5859625,15.3871875,67.8121,13.1268,"Ground"
"2112","Abiotic","Abiotic (n= 94 scans, 5 species)",960,27.2927,72.018,11.7615,63.6099,15.386575,67.7905,13.1256,"Ground"
"2113","Abiotic","Abiotic (n= 94 scans, 5 species)",961,27.2669,71.9134,11.71,63.544925,15.425675,67.7396,13.1547,"Ground"
"2114","Abiotic","Abiotic (n= 94 scans, 5 species)",962,27.3566,71.9843,11.7743,63.706525,15.4124625,67.9023,13.1524,"Ground"
"2115","Abiotic","Abiotic (n= 94 scans, 5 species)",963,27.3139,72.0014,11.7511,63.748325,15.4292875,67.8481,13.1394,"Ground"
"2116","Abiotic","Abiotic (n= 94 scans, 5 species)",964,27.2889,71.9921,11.7806,63.7235125,15.4409875,67.8712,13.1671,"Ground"
"2117","Abiotic","Abiotic (n= 94 scans, 5 species)",965,27.2682,71.9587,11.805,63.6259,15.42005,67.8265,13.2415,"Ground"
"2118","Abiotic","Abiotic (n= 94 scans, 5 species)",966,27.3533,72.0468,11.8169,63.7643375,15.4447,67.861,13.2136,"Ground"
"2119","Abiotic","Abiotic (n= 94 scans, 5 species)",967,27.3657,72.1056,11.8171,63.8229,15.452775,67.924,13.191,"Ground"
"2120","Abiotic","Abiotic (n= 94 scans, 5 species)",968,27.357,72.0263,11.8149,63.80845,15.426475,67.8293,13.2182,"Ground"
"2121","Abiotic","Abiotic (n= 94 scans, 5 species)",969,27.3686,71.9678,11.8561,63.759225,15.43115,67.8002,13.292,"Ground"
"2122","Abiotic","Abiotic (n= 94 scans, 5 species)",970,27.3802,72.0466,11.8692,63.84645,15.4267125,67.8462,13.2806,"Ground"
"2123","Abiotic","Abiotic (n= 94 scans, 5 species)",971,27.4953,72.1423,11.8808,63.9196875,15.4493375,67.9047,13.2843,"Ground"
"2124","Abiotic","Abiotic (n= 94 scans, 5 species)",972,27.5358,72.1148,11.8617,63.9845125,15.4619,67.9717,13.3006,"Ground"
"2125","Abiotic","Abiotic (n= 94 scans, 5 species)",973,27.4833,72.1201,11.8668,63.9867875,15.4503625,68.0207,13.2874,"Ground"
"2126","Abiotic","Abiotic (n= 94 scans, 5 species)",974,27.401,72.0771,11.9183,63.9521125,15.4489125,67.9781,13.3303,"Ground"
"2127","Abiotic","Abiotic (n= 94 scans, 5 species)",975,27.4522,72.1423,11.8967,64.0648625,15.4701,68.0668,13.3268,"Ground"
"2128","Abiotic","Abiotic (n= 94 scans, 5 species)",976,27.4909,72.2493,11.9581,64.0455125,15.4727375,67.9683,13.3355,"Ground"
"2129","Abiotic","Abiotic (n= 94 scans, 5 species)",977,27.486,72.2554,11.9863,64.0912125,15.503625,67.9753,13.446,"Ground"
"2130","Abiotic","Abiotic (n= 94 scans, 5 species)",978,27.5981,72.4773,11.9392,64.396625,15.473825,68.2786,13.44,"Ground"
"2131","Abiotic","Abiotic (n= 94 scans, 5 species)",979,27.5431,72.4163,11.9652,64.4868,15.4701,68.4049,13.432,"Ground"
"2132","Abiotic","Abiotic (n= 94 scans, 5 species)",980,27.5747,72.4603,11.9929,64.4863,15.4763375,68.3282,13.4286,"Ground"
"2133","Abiotic","Abiotic (n= 94 scans, 5 species)",981,27.5912,72.5197,12.0074,64.578925,15.4776375,68.3973,13.4435,"Ground"
"2134","Abiotic","Abiotic (n= 94 scans, 5 species)",982,27.6075,72.5752,12.0217,64.6654,15.4794625,68.4613,13.4586,"Ground"
"2135","Abiotic","Abiotic (n= 94 scans, 5 species)",983,27.6236,72.6267,12.0358,64.74565,15.4817875,68.52,13.474,"Ground"
"2136","Abiotic","Abiotic (n= 94 scans, 5 species)",984,27.6395,72.6743,12.0497,64.8198125,15.4847,68.5736,13.4897,"Ground"
"2137","Abiotic","Abiotic (n= 94 scans, 5 species)",985,27.6551,72.7179,12.0635,64.88785,15.4881375,68.622,13.5057,"Ground"
"2138","Abiotic","Abiotic (n= 94 scans, 5 species)",986,27.6705,72.7575,12.0772,64.9497,15.492075,68.6653,13.5219,"Ground"
"2139","Abiotic","Abiotic (n= 94 scans, 5 species)",987,27.6857,72.7932,12.0907,65.0053625,15.4965375,68.7034,13.5384,"Ground"
"2140","Abiotic","Abiotic (n= 94 scans, 5 species)",988,27.7006,72.8249,12.104,65.0549,15.501525,68.7363,13.5552,"Ground"
"2141","Abiotic","Abiotic (n= 94 scans, 5 species)",989,27.7154,72.8527,12.1171,65.0983125,15.507075,68.764,13.5723,"Ground"
"2142","Abiotic","Abiotic (n= 94 scans, 5 species)",990,27.7299,72.8765,12.1301,65.1355375,15.51315,68.7865,13.5896,"Ground"
"2143","Abiotic","Abiotic (n= 94 scans, 5 species)",991,27.7441,72.8963,12.143,65.166675,15.5221125,68.8039,13.6072,"Ground"
"2144","Abiotic","Abiotic (n= 94 scans, 5 species)",992,27.7582,72.9122,12.1556,65.1915875,15.5368125,68.8161,13.6251,"Ground"
"2145","Abiotic","Abiotic (n= 94 scans, 5 species)",993,27.772,72.9241,12.1681,65.21035,15.5520125,68.8231,13.6433,"Ground"
"2146","Abiotic","Abiotic (n= 94 scans, 5 species)",994,27.7855,72.9321,12.1805,65.22305,15.5678375,68.8249,13.6617,"Ground"
"2147","Abiotic","Abiotic (n= 94 scans, 5 species)",995,27.7989,72.9361,12.1927,65.2294625,15.5840875,68.8216,13.6805,"Ground"
"2148","Abiotic","Abiotic (n= 94 scans, 5 species)",996,27.812,72.9362,12.2047,65.2297875,15.6009625,68.8131,13.6995,"Ground"
"2149","Abiotic","Abiotic (n= 94 scans, 5 species)",997,27.8249,72.9323,12.2166,65.2239875,15.6183375,68.7994,13.7188,"Ground"
"2150","Abiotic","Abiotic (n= 94 scans, 5 species)",998,27.8376,72.9245,12.2283,65.212,15.6362375,68.7805,13.7383,"Ground"
"2151","Abiotic","Abiotic (n= 94 scans, 5 species)",999,27.85,72.9127,12.2398,65.193925,15.6546,68.7565,13.7581,"Ground"
"2152","Forb","Forb (n= 158 scans, 14 species)",1000,48.2151,80.9788,0.0095,64.7262664475,38.7375,73.6160032205,31.0396,"Ground"
"2153","Forb","Forb (n= 158 scans, 14 species)",1001,48.2549,81.0642,0.0094,64.8254440775,38.7686,73.6916651735,31.0626,"Ground"
"2154","Forb","Forb (n= 158 scans, 14 species)",1002,48.2947,81.1495,0.0092,64.92462171125,38.7996,73.767312135,31.0855,"Ground"
"2155","Forb","Forb (n= 158 scans, 14 species)",1003,48.3345,81.2349,0.0091,65.048667765,38.8307,73.9159528375,31.1085,"Ground"
"2156","Forb","Forb (n= 158 scans, 14 species)",1004,48.398123685,81.3203,0.0089,65.18337170875,38.8617,74.0813287135,31.1315,"Ground"
"2157","Forb","Forb (n= 158 scans, 14 species)",1005,48.475655265,81.4056,0.0088,65.29910855125,38.8928,74.1598,31.1544,"Ground"
"2158","Forb","Forb (n= 158 scans, 14 species)",1006,48.53175,81.491,0.0086,65.41484320375,38.9238,74.243605,31.1774,"Ground"
"2159","Forb","Forb (n= 158 scans, 14 species)",1007,48.56525,81.5764,0.0085,65.58189364,38.9549,74.383835,31.2004,"Ground"
"2160","Forb","Forb (n= 158 scans, 14 species)",1008,48.604,81.6625,0.0083,65.75464583125,38.9863,74.467915,31.2235,"Ground"
"2161","Forb","Forb (n= 158 scans, 14 species)",1009,48.68865263,81.7486,0.0081,65.9273980225,39.0177,74.551995,31.2467,"Ground"
"2162","Forb","Forb (n= 158 scans, 14 species)",1010,48.773571055,81.8336,0.008,66.0945257675,39.0486,74.63531,31.2696,"Ground"
"2163","Forb","Forb (n= 158 scans, 14 species)",1011,48.8544,81.9164,0.0079,66.2335334425,39.0783,74.718305,31.2917,"Ground"
"2164","Forb","Forb (n= 158 scans, 14 species)",1012,48.8857,81.9958,0.0081,66.37254112,39.1055,74.79999,31.3123,"Ground"
"2165","Forb","Forb (n= 158 scans, 14 species)",1013,48.91705,82.0742,0.0083,66.51154879125,39.1323,74.88091,31.3327,"Ground"
"2166","Forb","Forb (n= 158 scans, 14 species)",1014,48.94915,82.154,0.0083,66.64004659875,39.1612,74.9636,31.3546,"Ground"
"2167","Forb","Forb (n= 158 scans, 14 species)",1015,48.983,82.2375,0.0077,66.75027138375,39.1951,75.05947,31.3802,"Ground"
"2168","Forb","Forb (n= 158 scans, 14 species)",1016,49.0193,82.3238,0.0065,66.86049615875,39.235,75.14756,31.4105,"Ground"
"2169","Forb","Forb (n= 158 scans, 14 species)",1017,49.05615,82.4119,0.0051,66.97072094375,39.2766,75.237165,31.4419,"Ground"
"2170","Forb","Forb (n= 158 scans, 14 species)",1018,49.0911,82.5014,0.0041,67.07601151625,39.3148,75.325325,31.4703,"Ground"
"2171","Forb","Forb (n= 158 scans, 14 species)",1019,49.1265,82.5921,0.0042,67.17636787625,39.3455,75.406585,31.4921,"Ground"
"2172","Forb","Forb (n= 158 scans, 14 species)",1020,49.1614,82.6853,0.0052,67.27672423625,39.3703,75.48464,31.5082,"Ground"
"2173","Forb","Forb (n= 158 scans, 14 species)",1021,49.19626579,82.779,0.0066,67.37708059625,39.3921,75.56142,31.5219,"Ground"
"2174","Forb","Forb (n= 158 scans, 14 species)",1022,49.25573684,82.8709,0.0076,67.47519188875,39.4137,75.638285,31.5366,"Ground"
"2175","Forb","Forb (n= 158 scans, 14 species)",1023,49.319089475,82.959,0.0077,67.57234100875,39.4372,75.71943,31.5545,"Ground"
"2176","Forb","Forb (n= 158 scans, 14 species)",1024,49.383142105,83.0445,0.0073,67.6694901325,39.4643,75.80056,31.574,"Ground"
"2177","Forb","Forb (n= 158 scans, 14 species)",1025,49.447444735,83.1287,0.0065,67.76663925625,39.491,75.88203,31.5942,"Ground"
"2178","Forb","Forb (n= 158 scans, 14 species)",1026,49.50838684,83.2127,0.0058,67.8669956175,39.5174,75.9522,31.6142,"Ground"
"2179","Forb","Forb (n= 158 scans, 14 species)",1027,49.5438,83.2957,0.0052,67.97890625,39.5433,76.04302,31.6334,"Ground"
"2180","Forb","Forb (n= 158 scans, 14 species)",1028,49.5768,83.3762,0.0045,68.10250822,39.5683,76.12248,31.6517,"Ground"
"2181","Forb","Forb (n= 158 scans, 14 species)",1029,49.6096,83.4589,0.0039,68.224498355,39.5936,76.203555,31.6709,"Ground"
"2182","Forb","Forb (n= 158 scans, 14 species)",1030,49.6432,83.5483,0.0038,68.33198191125,39.6203,76.298185,31.6922,"Ground"
"2183","Forb","Forb (n= 158 scans, 14 species)",1031,49.679,83.6504,0.0042,68.43946546375,39.6501,76.384575,31.7166,"Ground"
"2184","Forb","Forb (n= 158 scans, 14 species)",1032,49.7165,83.7626,0.0052,68.54694901,39.6824,76.46745,31.743,"Ground"
"2185","Forb","Forb (n= 158 scans, 14 species)",1033,49.753,83.8741,0.0064,68.650731905,39.714,76.559535,31.7712,"Ground"
"2186","Forb","Forb (n= 158 scans, 14 species)",1034,49.78691316,83.9741,0.0074,68.74587993625,39.7418,76.642685,31.8008,"Ground"
"2187","Forb","Forb (n= 158 scans, 14 species)",1035,49.833757895,84.0571,0.0084,68.84102796125,39.7643,76.7125,31.8332,"Ground"
"2188","Forb","Forb (n= 158 scans, 14 species)",1036,49.87900263,84.1298,0.0094,68.93617598625,39.7835,76.754825,31.8681,"Ground"
"2189","Forb","Forb (n= 158 scans, 14 species)",1037,49.92637237,84.1991,0.0103,69.02963815625,39.8009,76.7816,31.9022,"Ground"
"2190","Forb","Forb (n= 158 scans, 14 species)",1038,49.976667105,84.2722,0.0109,69.1214144725,39.8185,76.81036,31.9319,"Ground"
"2191","Forb","Forb (n= 158 scans, 14 species)",1039,50.02621184,84.3498,0.0111,69.21319079125,39.8361,76.840525,31.9565,"Ground"
"2192","Forb","Forb (n= 158 scans, 14 species)",1040,50.07500658,84.4286,0.0111,69.3049671075,39.8532,76.85792,31.9777,"Ground"
"2193","Forb","Forb (n= 158 scans, 14 species)",1041,50.13094079,84.5075,0.0109,69.39501644625,39.8697,76.887985,31.9974,"Ground"
"2194","Forb","Forb (n= 158 scans, 14 species)",1042,50.19147763,84.5852,0.0106,69.4843256575,39.8878,76.931195,32.0172,"Ground"
"2195","Forb","Forb (n= 158 scans, 14 species)",1043,50.22625,84.6627,0.0102,69.5736348725,39.9135,76.966465,32.0359,"Ground"
"2196","Forb","Forb (n= 158 scans, 14 species)",1044,50.2592,84.7398,0.0098,69.6629440775,39.9411,77.00335,32.0538,"Ground"
"2197","Forb","Forb (n= 158 scans, 14 species)",1045,50.2907,84.8152,0.0093,69.74870066,39.968,77.037715,32.0721,"Ground"
"2198","Forb","Forb (n= 158 scans, 14 species)",1046,50.31875,84.8881,0.0086,69.8340625,39.992,77.06563,32.0922,"Ground"
"2199","Forb","Forb (n= 158 scans, 14 species)",1047,50.343,84.9591,0.0075,69.91942434,40.0059,77.086305,32.1141,"Ground"
"2200","Forb","Forb (n= 158 scans, 14 species)",1048,50.3649,85.028,0.0064,70.00228618625,40.0181375,77.10283,32.1369,"Ground"
"2201","Forb","Forb (n= 158 scans, 14 species)",1049,50.3863,85.0943,0.0055,70.0626480275,40.0292625,77.1357309215,32.1603,"Ground"
"2202","Forb","Forb (n= 158 scans, 14 species)",1050,50.4084,85.1575,0.0052,70.12300986875,40.0388,77.1870653925,32.1837,"Ground"
"2203","Forb","Forb (n= 158 scans, 14 species)",1051,50.4297,85.2184,0.0054,70.18337171375,40.0461625,77.238414872,32.2074,"Ground"
"2204","Forb","Forb (n= 158 scans, 14 species)",1052,50.4511,85.2763,0.0059,70.245115135,40.0542625,77.2917625,32.2315,"Ground"
"2205","Forb","Forb (n= 158 scans, 14 species)",1053,50.4742,85.3302,0.0065,70.31008223625,40.0636125,77.3497025,32.2558,"Ground"
"2206","Forb","Forb (n= 158 scans, 14 species)",1054,50.50075,85.3782,0.007,70.37504934125,40.0764125,77.4075225,32.2802,"Ground"
"2207","Forb","Forb (n= 158 scans, 14 species)",1055,50.53105,85.4181,0.0076,70.44001644625,40.0917625,77.4653575,32.3053,"Ground"
"2208","Forb","Forb (n= 158 scans, 14 species)",1056,50.56295,85.4549,0.0082,70.49762335625,40.1086625,77.5131117065,32.3304,"Ground"
"2209","Forb","Forb (n= 158 scans, 14 species)",1057,50.59405,85.4947,0.0084,70.547870065,40.1265375,77.551235128,32.3541,"Ground"
"2210","Forb","Forb (n= 158 scans, 14 species)",1058,50.62305,85.5435,0.0078,70.5981167775,40.1451,77.5896435495,32.3755,"Ground"
"2211","Forb","Forb (n= 158 scans, 14 species)",1059,50.65215,85.6005,0.0063,70.64836348625,40.16565,77.616366971,32.3946,"Ground"
"2212","Forb","Forb (n= 158 scans, 14 species)",1060,50.67945,85.6592,0.0046,70.688939145,40.1864125,77.666866843,32.4126,"Ground"
"2213","Forb","Forb (n= 158 scans, 14 species)",1061,50.70245,85.7128,0.0034,70.7253700675,40.2055375,77.703239471,32.4309,"Ground"
"2214","Forb","Forb (n= 158 scans, 14 species)",1062,50.7187,85.7564,0.0033,70.76180098625,40.2216625,77.7389521075,32.45,"Ground"
"2215","Forb","Forb (n= 158 scans, 14 species)",1063,50.7284,85.7927,0.004,70.79823190875,40.235825,77.7746647355,32.4692,"Ground"
"2216","Forb","Forb (n= 158 scans, 14 species)",1064,50.73545,85.8254,0.005,70.8222286175,40.248375,77.7922739505,32.4887,"Ground"
"2217","Forb","Forb (n= 158 scans, 14 species)",1065,50.7497,85.858,0.0062,70.84484375,40.2479875,77.80796,32.509,"Ground"
"2218","Forb","Forb (n= 158 scans, 14 species)",1066,50.7671,85.8926,0.0074,70.8674588825,40.2472125,77.8236460495,32.5307,"Ground"
"2219","Forb","Forb (n= 158 scans, 14 species)",1067,50.78455,85.9275,0.0089,70.8903618425,40.2468875,77.8391084215,32.5536,"Ground"
"2220","Forb","Forb (n= 158 scans, 14 species)",1068,50.80145,85.961,0.0102,70.9158552625,40.2464125,77.852317628,32.5766,"Ground"
"2221","Forb","Forb (n= 158 scans, 14 species)",1069,50.81595,85.9919,0.011,70.941348685,40.244975,77.864581843,32.5984,"Ground"
"2222","Forb","Forb (n= 158 scans, 14 species)",1070,50.8314,86.0208,0.0111,70.966842105,40.2423625,77.8768610495,32.6185,"Ground"
"2223","Forb","Forb (n= 158 scans, 14 species)",1071,50.8475,86.0481,0.0106,70.987154605,40.2390375,77.886944343,32.6375,"Ground"
"2224","Forb","Forb (n= 158 scans, 14 species)",1072,50.83975,86.0716,0.0099,70.9953782875,40.235125,77.879533814,32.6563,"Ground"
"2225","Forb","Forb (n= 158 scans, 14 species)",1073,50.85235,86.0889,0.0093,71.00360197625,40.2309375,77.8828632935,32.6757,"Ground"
"2226","Forb","Forb (n= 158 scans, 14 species)",1074,50.86365,86.0984,0.0089,71.01182565875,40.2266625,77.8861927645,32.6961,"Ground"
"2227","Forb","Forb (n= 158 scans, 14 species)",1075,50.86525,86.1021,0.0084,71.01355262875,40.2220875,77.8900664505,32.7168,"Ground"
"2228","Forb","Forb (n= 158 scans, 14 species)",1076,50.8617,86.103,0.008,71.00878289625,40.2166375,77.891919343,32.7372,"Ground"
"2229","Forb","Forb (n= 158 scans, 14 species)",1077,50.8556,86.1041,0.0076,71.0040131575,40.2098125,77.8907703945,32.7563,"Ground"
"2230","Forb","Forb (n= 158 scans, 14 species)",1078,50.84655,86.1057,0.0072,70.99924342125,40.2010625,77.863778552,32.7739,"Ground"
"2231","Forb","Forb (n= 158 scans, 14 species)",1079,50.83555,86.1062,0.0067,70.980888155,40.1910875,77.832918289,32.7859,"Ground"
"2232","Forb","Forb (n= 158 scans, 14 species)",1080,50.8236,86.1045,0.0063,70.95671052875,40.18095,77.8201201315,32.7942,"Ground"
"2233","Forb","Forb (n= 158 scans, 14 species)",1081,50.81185,86.0996,0.0061,70.9325328925,40.1716625,77.812166974,32.8042,"Ground"
"2234","Forb","Forb (n= 158 scans, 14 species)",1082,50.80005,86.0912,0.0061,70.9083552625,40.162725,77.7888932935,32.8167,"Ground"
"2235","Forb","Forb (n= 158 scans, 14 species)",1083,50.7877,86.0801,0.0063,70.85546452875,40.1556625,77.7488989505,32.8299,"Ground"
"2236","Forb","Forb (n= 158 scans, 14 species)",1084,50.77495,86.0676,0.0063,70.7993834425,40.151575,77.7401832935,32.8417,"Ground"
"2237","Forb","Forb (n= 158 scans, 14 species)",1085,50.7616,86.0548,0.0059,70.74330236625,40.1489625,77.734827628,32.85,"Ground"
"2238","Forb","Forb (n= 158 scans, 14 species)",1086,50.7472,86.0417,0.005,70.69152960625,40.14865,77.730675128,32.8541,"Ground"
"2239","Forb","Forb (n= 158 scans, 14 species)",1087,50.73245,86.0272,0.004,70.65699013,40.1492375,77.7256271715,32.8565,"Ground"
"2240","Forb","Forb (n= 158 scans, 14 species)",1088,50.71805,86.0106,0.0032,70.6224506575,40.1487875,77.7205342065,32.8602,"Ground"
"2241","Forb","Forb (n= 158 scans, 14 species)",1089,50.70802143,85.9911,0.003,70.587911185,40.1455375,77.71515625,32.8675,"Ground"
"2242","Forb","Forb (n= 158 scans, 14 species)",1090,50.69901579,85.9694,0.0033,70.5441940775,40.1398125,77.7102822995,32.8769,"Ground"
"2243","Forb","Forb (n= 158 scans, 14 species)",1091,50.69046015,85.9452,0.0038,70.486710525,40.1333375,77.7053633575,32.8879,"Ground"
"2244","Forb","Forb (n= 158 scans, 14 species)",1092,50.68230451,85.9182,0.0044,70.429226975,40.1280375,77.700519407,32.9002,"Ground"
"2245","Forb","Forb (n= 158 scans, 14 species)",1093,50.67379817,85.8877,0.0048,70.3717434225,40.125225,77.6942870225,32.914,"Ground"
"2246","Forb","Forb (n= 158 scans, 14 species)",1094,50.66218901,85.8536,0.0054,70.3083881575,40.1242,77.681600868,32.9305,"Ground"
"2247","Forb","Forb (n= 158 scans, 14 species)",1095,50.650479855,85.8172,0.0059,70.24111842125,40.1239,77.6687797135,32.9472,"Ground"
"2248","Forb","Forb (n= 158 scans, 14 species)",1096,50.637220695,85.7794,0.006,70.1738486825,40.123225,77.655283559,32.9616,"Ground"
"2249","Forb","Forb (n= 158 scans, 14 species)",1097,50.621333085,85.7402,0.0056,70.10657894625,40.1217375,77.6378191425,32.9717,"Ground"
"2250","Forb","Forb (n= 158 scans, 14 species)",1098,50.603162405,85.6988,0.0046,70.04595394625,40.120275,77.6128004565,32.9788,"Ground"
"2251","Forb","Forb (n= 158 scans, 14 species)",1099,50.58399173,85.6569,0.0036,69.98699013,40.1183375,77.587556779,32.9848,"Ground"
"2252","Forb","Forb (n= 158 scans, 14 species)",1100,50.564521055,85.6164,0.003,69.92802631625,40.115475,77.562808093,32.992,"Ground"
"2253","Forb","Forb (n= 158 scans, 14 species)",1101,50.54436842,85.5794,0.003,69.8690625,40.1112,77.549275529,33.0028,"Ground"
"2254","Forb","Forb (n= 158 scans, 14 species)",1102,50.523183835,85.545,0.0035,69.8098519775,40.1058125,77.5519090785,33.016,"Ground"
"2255","Forb","Forb (n= 158 scans, 14 species)",1103,50.50204925,85.5092,0.004,69.73609539375,40.100125,77.554362628,33.0273,"Ground"
"2256","Forb","Forb (n= 158 scans, 14 species)",1104,50.48181466,85.4685,0.0044,69.65284934375,40.0948375,77.556186186,33.032,"Ground"
"2257","Forb","Forb (n= 158 scans, 14 species)",1105,50.461,85.4204,0.0045,69.56606710625,40.090475,77.5434840785,33.0285,"Ground"
"2258","Forb","Forb (n= 158 scans, 14 species)",1106,50.44425,85.3675,0.0046,69.46469013125,40.086575,77.5243102645,33.0193,"Ground"
"2259","Forb","Forb (n= 158 scans, 14 species)",1107,50.42725,85.3129,0.0045,69.33286315625,40.0823125,77.5048664505,33.0058,"Ground"
"2260","Forb","Forb (n= 158 scans, 14 species)",1108,50.40865,85.2595,0.0043,69.22739868125,40.0771375,77.485437628,32.9895,"Ground"
"2261","Forb","Forb (n= 158 scans, 14 species)",1109,50.38865,85.2074,0.0041,69.107789475,40.0706875,77.4497477325,32.9673,"Ground"
"2262","Forb","Forb (n= 158 scans, 14 species)",1110,50.34074737,85.1553,0.0037,68.95878815625,40.06365,77.412134375,32.9413,"Ground"
"2263","Forb","Forb (n= 158 scans, 14 species)",1111,50.29175263,85.1028,0.0033,68.81683684375,40.0563875,77.3744160175,32.9166,"Ground"
"2264","Forb","Forb (n= 158 scans, 14 species)",1112,50.242257895,85.0497,0.0027,68.648710525,40.0496125,77.3274666105,32.898,"Ground"
"2265","Forb","Forb (n= 158 scans, 14 species)",1113,50.17855,85.0001,0.0019,68.43958486875,40.0434375,77.1719432585,32.8852,"Ground"
"2266","Forb","Forb (n= 158 scans, 14 species)",1114,50.10495,84.9499,0.001,68.25608881875,40.0373625,76.932783531,32.8758,"Ground"
"2267","Forb","Forb (n= 158 scans, 14 species)",1115,50.0703,84.8922,3e-04,68.0304052625,40.0308,76.658382032,32.8679,"Ground"
"2268","Forb","Forb (n= 158 scans, 14 species)",1116,50.0421,84.8209,0,67.81266118125,40.023075,76.3806203435,32.8602,"Ground"
"2269","Forb","Forb (n= 158 scans, 14 species)",1117,50.0104,84.7375,0,67.58225855625,40.014,76.0648389525,32.8532,"Ground"
"2270","Forb","Forb (n= 158 scans, 14 species)",1118,49.9759,84.6445,0,67.318498425,40.0043375,75.741512759,32.8474,"Ground"
"2271","Forb","Forb (n= 158 scans, 14 species)",1119,49.9394,84.5435,0,67.0787382875,39.994875,75.4181865555,32.843,"Ground"
"2272","Forb","Forb (n= 158 scans, 14 species)",1120,49.902,84.4366,0,66.86970745625,39.9808125,75.1107575865,32.8399,"Ground"
"2273","Forb","Forb (n= 158 scans, 14 species)",1121,49.8646,84.3253,0,66.65921535,39.9692375,74.9154167565,32.838,"Ground"
"2274","Forb","Forb (n= 158 scans, 14 species)",1122,49.8243,84.2048,0,66.47253574375,39.961025,74.720075935,32.8374,"Ground"
"2275","Forb","Forb (n= 158 scans, 14 species)",1123,49.7782,84.0698,0,66.2857061375,39.955475,74.524735105,32.8385,"Ground"
"2276","Forb","Forb (n= 158 scans, 14 species)",1124,49.698726315,83.9173,0,66.0898322375,39.952875,74.3268257485,32.8414,"Ground"
"2277","Forb","Forb (n= 158 scans, 14 species)",1125,49.57734737,83.7503,0,65.8555855275,39.940875,74.1104889425,32.8459,"Ground"
"2278","Forb","Forb (n= 158 scans, 14 species)",1126,49.45276842,83.5679,0,65.6297138175,39.92655,73.8941521365,32.8521,"Ground"
"2279","Forb","Forb (n= 158 scans, 14 species)",1127,49.385945115,83.3687,0,65.40390460375,39.9093375,73.6778153305,32.8602,"Ground"
"2280","Forb","Forb (n= 158 scans, 14 species)",1128,49.356395865,83.1548,0,65.1757302625,39.881525,73.471992237,32.871,"Ground"
"2281","Forb","Forb (n= 158 scans, 14 species)",1129,49.3251,82.9271,0,64.93850329,39.8293875,73.283906528,32.8844,"Ground"
"2282","Forb","Forb (n= 158 scans, 14 species)",1130,49.1538,82.6799,0,64.6856513175,39.772325,73.0958208105,32.8983,"Ground"
"2283","Forb","Forb (n= 158 scans, 14 species)",1131,48.9116,82.4074,0,64.43273684125,39.7102125,72.908270465,32.9106,"Ground"
"2284","Forb","Forb (n= 158 scans, 14 species)",1132,48.604614475,82.1062,0,64.1578947375,39.6425375,72.6472489035,32.9212,"Ground"
"2285","Forb","Forb (n= 158 scans, 14 species)",1133,48.36260658,81.7801,0,63.87306579125,39.5771,72.3526747055,32.931,"Ground"
"2286","Forb","Forb (n= 158 scans, 14 species)",1134,48.130648685,81.4339,0,63.61169407875,39.517375,72.058100509,32.9393,"Ground"
"2287","Forb","Forb (n= 158 scans, 14 species)",1135,47.89519079,81.0727,0,63.37470724,39.4545875,71.7318557935,32.9455,"Ground"
"2288","Forb","Forb (n= 158 scans, 14 species)",1136,47.649896055,80.6886,0,63.11442434125,39.3879625,71.402523832,32.9498,"Ground"
"2289","Forb","Forb (n= 158 scans, 14 species)",1137,47.399425,80.2847,0,62.85455591875,39.31775,71.0703555565,32.9522,"Ground"
"2290","Forb","Forb (n= 158 scans, 14 species)",1138,47.162203945,79.8755,0,62.5946875025,39.245625,70.737392281,32.9523,"Ground"
"2291","Forb","Forb (n= 158 scans, 14 species)",1139,47.0065,79.4745,0,62.293167765,39.173,70.3929638595,32.9497,"Ground"
"2292","Forb","Forb (n= 158 scans, 14 species)",1140,46.8562,79.0781,0,61.77194079125,39.0996625,69.934669124,32.9435,"Ground"
"2293","Forb","Forb (n= 158 scans, 14 species)",1141,46.6118307,78.6826,0,61.2742023,38.9608,69.4765243885,32.9349,"Ground"
