maxCount,bandwidth,maxCorrelation,preprocessing,weight,hyperparam1,hyperparam2,accuracy,r2,rpd,seed,model_id
125,5,0.99,center + scale,balanced,6,,0.51875,0.120858383620819,1.43328088816024,61718,82dc6f70-70ea-4e43-9516-467d9c35efb4
125,5,0.99,center + scale,balanced,8,,0.54375,0.158737990127617,1.33342006632501,61718,f423c717-b891-43f2-b350-6635c66c353f
125,5,0.99,center + scale,balanced,10,,0.59375,0.207164723445333,1.19637453919232,61718,3d84ef48-9c87-48ce-a760-c8b5a4438a2c
125,5,0.99,center + scale,balanced,12,,0.61875,0.224547922985222,1.20607210252399,61718,9f3a586e-5a64-438b-af6c-708ff0f8fb0f
125,5,0.99,center + scale,balanced,14,,0.61875,0.224547922985222,1.20607210252399,61718,8fbaa508-0254-4f2c-a4bb-c3945c5a3590
125,5,0.99,center + scale,balanced,16,,0.61875,0.224547922985222,1.20607210252399,61718,68bfa2a4-e916-413f-a15e-a1a236f7919c
125,5,0.99,center + scale,balanced,18,,0.675,0.254017771387252,1.20694083980642,61718,83e8f141-12d6-4301-9c0d-cf7687b6b196
125,5,0.99,center + scale,balanced,20,,0.675,0.254017771387252,1.20694083980642,61718,e23f2574-2364-4528-a7da-9a2470dd3489
125,5,0.99,center + scale,balanced,22,,0.70625,0.261713678799324,1.18288665949334,61718,6f8f257d-a1d7-4ad8-a613-316ae92d8fa3
125,5,0.99,center + scale,balanced,24,,0.71875,0.269876490579067,1.1825625815567,61718,d17effea-c87b-4c91-b2ae-96fbe57c2ba0
