maxCount,bandwidth,maxCorrelation,preprocessing,weight,hyperparam1,hyperparam2,accuracy,r2,rpd,seed,model_id
125,5,0.99,center & scale & Nothing,balanced,4,5,0.7375,0.249412181143552,1.21716396490451,61718,b55fd459-c510-423e-a832-77d7a25c8ced
125,5,1,center & scale & Nothing,balanced,4,5,0.7375,0.249412181143552,1.21716396490451,61718,edc048f9-11f5-49bf-903f-ec5dcb4c86ea
125,5,0.99,center & scale & Nothing,balanced,4,10,0.8375,0.383998693108069,1.00587969777391,61718,8098cbf4-1118-4f4e-ace3-028c7c20bda9
125,5,1,center & scale & Nothing,balanced,4,10,0.8375,0.383998693108069,1.00587969777391,61718,442f9cdb-a814-4368-b577-d640575ebe4c
125,5,0.99,center & scale & Nothing,balanced,4,15,0.83125,0.41625654783034,0.990643823162504,61718,7b6d5c1e-bc2e-402c-9003-0f9cf8bd96d3
125,5,1,center & scale & Nothing,balanced,4,15,0.83125,0.41625654783034,0.990643823162504,61718,aed67f75-8cc5-4f1e-bb5f-51b8f483216a
125,5,0.99,center & scale & Nothing,balanced,4,20,0.83125,0.41625654783034,0.990643823162504,61718,b775f8f0-5ef2-4299-b449-a10ce2c7f33a
125,5,1,center & scale & Nothing,balanced,4,20,0.83125,0.41625654783034,0.990643823162504,61718,82d6a2f5-9569-42c2-b0db-8e95f81b70c4
125,5,0.99,center & scale & Nothing,balanced,4,25,0.83125,0.41625654783034,0.990643823162504,61718,4c69c923-a487-415f-b241-1626378be003
125,5,1,center & scale & Nothing,balanced,4,25,0.83125,0.41625654783034,0.990643823162504,61718,f0af2b83-23c2-4000-991d-dfec17ba8258
125,5,0.99,center & scale & Nothing,balanced,4,30,0.83125,0.41625654783034,0.990643823162504,61718,ee6e3ab5-8340-4dd8-8978-75a3133f4783
125,5,1,center & scale & Nothing,balanced,4,30,0.83125,0.41625654783034,0.990643823162504,61718,ad9ab405-695b-44bb-a416-37768ce07d3e
125,5,0.99,center & scale & Nothing,balanced,8,5,0.775,0.28525226049844,1.17798096251743,61718,3557eeb1-5490-4e17-aaf1-9bcdea8315c8
125,5,1,center & scale & Nothing,balanced,8,5,0.775,0.28525226049844,1.17798096251743,61718,58339cb2-9178-4297-a3f7-ca24acbf8941
125,5,0.99,center & scale & Nothing,balanced,8,10,0.85,0.361288335894342,1.07395520438682,61718,3508a2d1-affe-45e3-91d0-65357a3fdeab
125,5,1,center & scale & Nothing,balanced,8,10,0.85,0.361288335894342,1.07395520438682,61718,eae67cae-eb34-4df8-8a84-95e80319eb05
125,5,0.99,center & scale & Nothing,balanced,8,15,0.85625,0.394132670243261,1.06789078352363,61718,b9238c64-a478-494e-a121-89d5b919dd8c
125,5,1,center & scale & Nothing,balanced,8,15,0.85625,0.394132670243261,1.06789078352363,61718,323ac717-0ec2-4706-9fc1-a2a8a9389d31
125,5,0.99,center & scale & Nothing,balanced,8,20,0.85625,0.394132670243261,1.06789078352363,61718,6b826dda-307c-4370-affc-376c1e203375
125,5,1,center & scale & Nothing,balanced,8,20,0.85625,0.394132670243261,1.06789078352363,61718,beadd8ec-657d-4350-aa33-869de50a95ac
125,5,0.99,center & scale & Nothing,balanced,8,25,0.85625,0.394132670243261,1.06789078352363,61718,b56deeac-c5c2-4990-95a5-20c071c83050
125,5,1,center & scale & Nothing,balanced,8,25,0.85625,0.394132670243261,1.06789078352363,61718,673cc27f-f7ba-4fa2-ada7-f282c309d334
125,5,0.99,center & scale & Nothing,balanced,8,30,0.85625,0.394132670243261,1.06789078352363,61718,38a0bcf6-4656-4faa-af50-9b82d7b57e75
125,5,1,center & scale & Nothing,balanced,8,30,0.85625,0.394132670243261,1.06789078352363,61718,2c0bd03c-54a4-45ce-9402-4097cd9933cb
125,5,0.99,center & scale & Nothing,balanced,16,5,0.7625,0.378350033629603,1.18597895815954,61718,a3e10ae6-ff4d-4506-8c9b-e35d3288621b
125,5,1,center & scale & Nothing,balanced,16,5,0.7625,0.378350033629603,1.18597895815954,61718,dfd248c4-36f3-4c78-b240-1790ce56739d
125,5,0.99,center & scale & Nothing,balanced,16,10,0.83125,0.410965693575616,1.06688929842108,61718,939747c4-440a-406d-9c4c-df717afeb6bf
125,5,1,center & scale & Nothing,balanced,16,10,0.83125,0.410965693575616,1.06688929842108,61718,dd36daad-b159-4243-bfe8-dcaea39fdead
125,5,0.99,center & scale & Nothing,balanced,16,15,0.8625,0.389623757516493,1.10429740203602,61718,6d3a7136-8526-4d0e-aaa9-a3268e4f0e6c
125,5,1,center & scale & Nothing,balanced,16,15,0.8625,0.389623757516493,1.10429740203602,61718,b30130e5-ec10-47e5-bf4b-feb3dab91584
125,5,0.99,center & scale & Nothing,balanced,16,20,0.85,0.397835347475848,1.08525119220149,61718,0272d18c-3ec4-4fd1-a4db-f4863b5e4fae
125,5,1,center & scale & Nothing,balanced,16,20,0.85,0.397835347475848,1.08525119220149,61718,17b067c7-7f9e-4189-800b-bc3b54a7fc79
125,5,0.99,center & scale & Nothing,balanced,16,25,0.85,0.397835347475848,1.08525119220149,61718,85a707fe-43d6-445a-b37b-2b77c34b39aa
125,5,1,center & scale & Nothing,balanced,16,25,0.85,0.397835347475848,1.08525119220149,61718,85ec6ad8-ea2a-4a2c-89ff-5a5b0b80a9bc
125,5,0.99,center & scale & Nothing,balanced,16,30,0.85,0.397835347475848,1.08525119220149,61718,43fcb18b-a62d-4730-a477-470550c0383e
125,5,1,center & scale & Nothing,balanced,16,30,0.85,0.397835347475848,1.08525119220149,61718,af452cfc-276d-4bf2-8877-01bb72056aea
125,5,0.99,center & scale & Nothing,balanced,32,5,0.8125,0.363285585354298,1.10497198521919,61718,b0affb23-4025-438d-a05c-ec84d4e9f88a
125,5,1,center & scale & Nothing,balanced,32,5,0.8125,0.363285585354298,1.10497198521919,61718,d90e3119-f2b1-4b5a-8c3d-7282537628fb
125,5,0.99,center & scale & Nothing,balanced,32,10,0.86875,0.372317115295936,1.10927933358705,61718,5a904c4a-0900-457d-a5fc-5963b6482214
125,5,1,center & scale & Nothing,balanced,32,10,0.86875,0.372317115295936,1.10927933358705,61718,ecc1586b-7618-4bb5-b5c9-f4d1c2b5fbce
125,5,0.99,center & scale & Nothing,balanced,32,15,0.86875,0.381559774303366,1.11912272051882,61718,e6562ccb-1aef-41c2-b40f-f40cd8a461a4
125,5,1,center & scale & Nothing,balanced,32,15,0.86875,0.381559774303366,1.11912272051882,61718,9131cf3e-46be-463f-af82-6bfa7dc83047
125,5,0.99,center & scale & Nothing,balanced,32,20,0.85625,0.395353611718847,1.1102957020178,61718,9286c5a2-e905-409e-84f2-2509dfe21336
125,5,1,center & scale & Nothing,balanced,32,20,0.85625,0.395353611718847,1.1102957020178,61718,918d9e8e-be5f-4efc-9a63-bdb716988844
