maxCount,bandwidth,maxCorrelation,preprocessing,weight,hyperparam1,hyperparam2,accuracy,r2,rpd,seed,model_id
125,5,0.99,Nothing,balanced,4,,0.8,0.338507996354121,1.09662287924283,61718,c6242746-9254-46a2-ad67-9ed8af9a3068
125,5,0.99,Nothing,balanced,8,,0.8375,0.39372253026206,1.08053096949252,61718,b2c99e13-0146-452a-b931-79f9f364a083
125,5,0.99,Nothing,balanced,16,,0.85,0.314782320567191,1.17372170213804,61718,3b91bfa9-1be0-40c2-aeb9-78e6b3abac3c
125,5,0.99,Nothing,balanced,32,,0.85625,0.340459390485171,1.21837015278871,61718,49db5093-1165-4d2d-811c-e107ef7f1895
125,5,0.99,Nothing,balanced,64,,0.85,0.334823863672189,1.29794743756406,61718,80e3cf51-437b-469d-9104-6ab4366df9a2
125,5,0.99,Nothing,balanced,128,,0.8625,0.353003217962326,1.30764923808219,61718,954a87c3-f065-4586-8abc-3cefa86aa8e7
125,5,0.99,Nothing,balanced,256,,0.85625,0.363262286478523,1.31132146259674,61718,0259c342-2ced-4daa-8aa6-e7faa3cb1228
125,5,0.99,Nothing,balanced,512,,0.85,0.356167568927322,1.31432595331492,61718,54be4d5d-95f6-471f-bce0-11450f042051
125,5,1,Nothing,balanced,4,,0.85,0.368368374344101,1.1171893981144,61718,c725757e-6d0f-407d-9b71-431755b78a24
125,5,1,Nothing,balanced,8,,0.8375,0.378720845853718,1.10098185832791,61718,e0a5ff17-c934-4942-8861-97dcc9634515
125,5,1,Nothing,balanced,16,,0.8375,0.315317681592387,1.15544170726998,61718,d78a2123-1f24-464b-b94e-23327d5d2886
125,5,1,Nothing,balanced,32,,0.84375,0.310953341704352,1.28629868003113,61718,be176def-ee7b-4dfd-8502-a3c889fd75e6
125,5,1,Nothing,balanced,64,,0.85,0.302385766516807,1.3421768201344,61718,60b0e0db-87fb-43c5-9125-d71ba5b29677
125,5,1,Nothing,balanced,128,,0.85,0.321508335291075,1.33365564401362,61718,1e7404a3-7795-4326-89ed-0260e6c3ae68
125,5,1,Nothing,balanced,256,,0.85625,0.317331343880615,1.32852516037112,61718,b46af3fb-2c2c-478e-8fad-de6c2140e997
125,5,1,Nothing,balanced,512,,0.85,0.310875782774892,1.34534162708302,61718,f8853db6-9c72-4e14-b9ed-3a2daa953570
300,5,0.99,Nothing,balanced,4,,0.775,0.342940030325587,1.08906276831145,61718,801fcab9-3bd1-416b-a4b2-8554daf2e423
300,5,0.99,Nothing,balanced,8,,0.81875,0.356674948979056,1.09514383572737,61718,8e01aa7e-03f9-40d6-bacc-67224261d07b
300,5,0.99,Nothing,balanced,16,,0.83125,0.345174886350171,1.11515433759726,61718,83ddc3fb-53a5-4837-b80a-b441c534cfb2
300,5,0.99,Nothing,balanced,32,,0.8625,0.342049996477044,1.17936673072677,61718,de82d219-b045-4d2e-a19b-c2394a7c577b
300,5,0.99,Nothing,balanced,64,,0.875,0.344712444077389,1.24690474177408,61718,6a68cb1e-85b5-4898-aa09-b3caed3f834e
300,5,0.99,Nothing,balanced,128,,0.9,0.338694303637338,1.24466149455668,61718,43ef2557-19be-40f3-9f57-386ec0a59376
300,5,0.99,Nothing,balanced,256,,0.8875,0.345455569832045,1.27780316722611,61718,6113cde9-a28d-4d90-8741-7c3842b96b3d
300,5,0.99,Nothing,balanced,512,,0.88125,0.348673341009742,1.27296353474618,61718,f9f00efe-d12c-4c1a-93da-a2546e533e09
300,5,1,Nothing,balanced,4,,0.825,0.413714648464136,1.13433397155202,61718,1e2654cf-d35c-4759-a30f-f79e6eaa6fe5
300,5,1,Nothing,balanced,8,,0.8625,0.373684220804333,1.07548445720392,61718,6a5be495-38c5-4499-a8af-0ed795b58675
300,5,1,Nothing,balanced,16,,0.85625,0.344107191876008,1.13462615552515,61718,47ccca12-012e-4ff9-9e5d-5859f3c5f39f
300,5,1,Nothing,balanced,32,,0.88125,0.33966547159145,1.19609616682581,61718,9a7caad5-0dcd-441c-b5cb-938805196a3d
300,5,1,Nothing,balanced,64,,0.89375,0.334306013688179,1.24218831328746,61718,9b9a4278-d971-47d1-a7d7-97d9b3d07f78
300,5,1,Nothing,balanced,128,,0.88125,0.337516606710921,1.24648653197353,61718,dd16a07d-48d5-4b11-ba9a-05cdedb10ad5
300,5,1,Nothing,balanced,256,,0.88125,0.345083501150158,1.25432288673869,61718,bad4d594-2905-447f-8ef0-aa28a8d0690f
300,5,1,Nothing,balanced,512,,0.8875,0.338734329876094,1.23936158153632,61718,f4989614-66db-4658-8f43-11c1acf90e20
500,5,0.99,Nothing,balanced,4,,0.9,0.432302170498008,1.0866963859583,61718,f9c2dca2-7d7a-4d8c-8921-84df1020c7ed
500,5,0.99,Nothing,balanced,8,,0.9,0.438259241491511,1.09318226054195,61718,86690946-56e3-4f26-aa79-0b107c333ede
