source,outliers,preprocessing,weight,n,oob,accuracy,r2,rpd,seed,model_id
0.99,Random Forest,Nothing,balanced,4,,0.79375,0.28081022655255,1.10351275761463,61718,268828f7-ef93-40d6-89e0-9f91afc5b9d2
0.99,Random Forest,Nothing,balanced,8,,0.84375,0.352291577018285,1.09235849785212,61718,42eeb836-96bd-4e91-8ba8-961529838a4f
0.99,Random Forest,Nothing,balanced,16,,0.8375,0.329942113153398,1.13664028275834,61718,8b1a0dc2-bb3b-4250-b8ab-73f4cf9c1692
0.99,Random Forest,Nothing,balanced,32,,0.85625,0.288353099859031,1.25492381552784,61718,0acf1178-a8d9-4e6c-9132-1ec3261841d5
0.99,Random Forest,Nothing,balanced,64,,0.8625,0.302923252919631,1.29917658020783,61718,31c5f2e2-9d8d-4e28-a122-847209dd5166
0.99,Random Forest,Nothing,balanced,128,,0.85625,0.333070156122042,1.30490766460652,61718,f2cb1a6c-6cc0-4708-8ea7-38871609f8aa
0.99,Random Forest,Nothing,balanced,256,,0.85,0.317176639039421,1.31399967503435,61718,0c5e1055-6d8a-49b5-9089-7fc28219e78c
0.99,Random Forest,Nothing,balanced,512,,0.85,0.322652884568485,1.31496922498741,61718,fddd6576-95b4-4514-9da3-34c3bdd1dd75
1,Random Forest,Nothing,balanced,4,,0.775,0.369906882904694,1.08323665644624,61718,fc13c4bb-70c0-40ae-aa8b-65b4bfb92dda
1,Random Forest,Nothing,balanced,8,,0.83125,0.362775275601003,1.0924557334704,61718,33b1f8ea-e04e-4df7-8acf-fd3572005b39
1,Random Forest,Nothing,balanced,16,,0.85,0.317818946326411,1.20859963458528,61718,1e18bcae-0644-40d7-b380-c7dfc983b9cf
1,Random Forest,Nothing,balanced,32,,0.86875,0.297375513451237,1.25478221736442,61718,84c8a8d5-f084-456d-af6f-f0a7ff9311ab
1,Random Forest,Nothing,balanced,64,,0.86875,0.296104000694318,1.29853770064357,61718,b7391db3-e109-42ac-b092-03014291917b
1,Random Forest,Nothing,balanced,128,,0.85625,0.300605422292254,1.31477448319322,61718,b20dacc8-44cf-4205-9f52-1202f42a462e
1,Random Forest,Nothing,balanced,256,,0.85625,0.304639685368327,1.33402699388645,61718,b2e9f2ca-525d-430a-8dd9-2934dcbf30e1
1,Random Forest,Nothing,balanced,512,,0.85625,0.314185415573995,1.34431273776736,61718,3ff47f9f-d1fe-423a-8a54-4f8686fe39ff
0.99,Random Forest,Nothing,balanced,4,,0.79375,0.460248121029145,1.0768168059108,61718,d36c29b3-605a-4743-b552-dbb1e9ba9104
0.99,Random Forest,Nothing,balanced,8,,0.81875,0.442391108785662,1.08721094290067,61718,2c978678-7187-49db-a939-e9b8510f04a6
0.99,Random Forest,Nothing,balanced,16,,0.875,0.359651706722177,1.15434264897682,61718,d477fdb9-407e-427b-84f3-f5c0971d86d7
0.99,Random Forest,Nothing,balanced,32,,0.89375,0.314097718138487,1.23357717964828,61718,950eda6f-a1b1-4959-9dfe-7fcf95453ba6
0.99,Random Forest,Nothing,balanced,64,,0.8875,0.303229669006978,1.267655104864,61718,7cabb3f9-dee2-4c5e-a9b1-980af34bb36b
0.99,Random Forest,Nothing,balanced,128,,0.8875,0.337189617260399,1.26048793596406,61718,21506684-09cb-4f85-8325-e761da07b1df
0.99,Random Forest,Nothing,balanced,256,,0.9,0.329634043226431,1.28727754092693,61718,d4e2cea9-7050-4559-81ee-b37b16fbc207
0.99,Random Forest,Nothing,balanced,512,,0.8875,0.326308650298634,1.29268814153645,61718,fa5e3a9f-45dd-452e-a8d2-632530f9a3e9
1,Random Forest,Nothing,balanced,4,,0.825,0.413714648464136,1.13433397155202,61718,91c96f0d-a273-420d-b334-7b6399c93955
1,Random Forest,Nothing,balanced,8,,0.8625,0.373684220804333,1.07548445720392,61718,43c4e9fd-f4fd-42e4-a7af-3d4bee78772a
1,Random Forest,Nothing,balanced,16,,0.85625,0.344107191876008,1.13462615552515,61718,a2667354-7238-4367-ba8c-2463d20d039a
1,Random Forest,Nothing,balanced,32,,0.88125,0.33966547159145,1.19609616682581,61718,6d32fb3f-6b74-4288-b93c-872d6a454da5
1,Random Forest,Nothing,balanced,64,,0.89375,0.334306013688179,1.24218831328746,61718,f36b3b61-6e20-4cdb-a5e0-330e357506b9
1,Random Forest,Nothing,balanced,128,,0.88125,0.337516606710921,1.24648653197353,61718,dd745bf6-3ca4-436c-bd5d-6843ddab5497
1,Random Forest,Nothing,balanced,256,,0.88125,0.345083501150158,1.25432288673869,61718,b934813b-221f-42d8-9346-a4a4996ccd9a
1,Random Forest,Nothing,balanced,512,,0.8875,0.338734329876094,1.23936158153632,61718,79fbfb2c-fe87-4aa5-9e35-e2fe5986fb88
0.99,Random Forest,Nothing,balanced,4,,0.9,0.449715029557388,1.05293701145745,61718,46bf93c0-86e9-4023-b626-6534fb681a86
0.99,Random Forest,Nothing,balanced,8,,0.91875,0.453171543165468,1.07056596779785,61718,195fdd96-071d-4bf0-9b59-d3568b447adc
0.99,Random Forest,Nothing,balanced,16,,0.9125,0.407098631982495,1.17597380217255,61718,8a66e471-a294-4adc-ab40-ff9e92935cbe
0.99,Random Forest,Nothing,balanced,32,,0.925,0.374749819489741,1.24124051666382,61718,56a57676-f295-48ae-a91d-c41f82cdaaa8
0.99,Random Forest,Nothing,balanced,64,,0.9375,0.348826382972424,1.28807355789694,61718,43c65c25-946c-4f80-815d-46223d4b38bc
0.99,Random Forest,Nothing,balanced,128,,0.93125,0.357202024011738,1.26949884689108,61718,6fc4c09f-633d-4b54-94aa-231ea95fddaa
0.99,Random Forest,Nothing,balanced,256,,0.93125,0.34000044303792,1.30287409457333,61718,e564183c-05db-4e19-a3c2-d0f362748d2c
0.99,Random Forest,Nothing,balanced,512,,0.925,0.343456323176132,1.31499544680893,61718,af0a91e7-f4c9-4f16-9b77-a498f5145552
1,Random Forest,Nothing,balanced,4,,0.9,0.387334087339409,1.09700311348568,61718,7b9c8aae-e1c8-424b-9e27-7cd41c6e0e9d
