"PRInorm","SRPI","PSND","Carter3","Datt4","SR8","Carter5","X442.593_5nm","X662.593_5nm","Datt3","EVI"
0.0513476130372128,0.654408941993409,0.826791988264101,0.207497335982185,1.94672635322959,0.539989362396359,1.70245807205156,0.0459494795941866,0.0736517652927482,0.183114329218364,1.71004618752794
0.0613735119013673,0.545475601294435,0.835876563987904,0.20757246232738,1.86063675568198,0.510290125307026,1.62523727821715,0.0479196833227196,0.0898005585683448,0.0555756028404054,1.95496859225907
0.0645896678028414,0.577141811194285,0.829380484537645,0.213544102460227,1.99980872822223,0.596979553134672,1.9721689578999,0.0534618710325231,0.0791502168725284,0.289918428371151,1.87133635239018
0.0551880554044586,0.637920497407513,0.83928676183339,0.195491074471838,1.8573545654169,0.526496939274867,1.71292232263269,0.049386816045298,0.0854225405108912,0.0980534207773535,1.96304395101284
0.0558271942981469,0.616891596348825,0.832951786329021,0.201399318410245,1.74220272644667,0.512388691864629,1.63858012509862,0.0512263176620063,0.0881451093702707,-0.079481802287513,2.13041485084795
0.0485428053692593,0.636984231304218,0.831755318699115,0.189564118645546,1.72171890771229,0.507493027499693,1.69176569674826,0.0509887113912494,0.0855480140437515,-0.0968991350876993,2.09768822826415
0.0597835603324847,0.484969938431074,0.832537947564351,0.206545822999177,1.96118049043489,0.647705458123024,2.11875574338314,0.0542281653292908,0.0828870000943188,0.360888858953215,2.15284030360801
0.0632255531638267,0.585978426812566,0.830901668675254,0.214903384081377,1.90395275260932,0.537825530523132,1.54562220812155,0.0471142628184769,0.0874123314655932,-0.164522452733357,2.11787699206078
0.0501364819888534,0.627067798875416,0.856917516401409,0.165113766962839,2.00396717293217,0.513102670290424,1.62333183212215,0.044888456599375,0.0767595383570593,0.0941255980222188,1.8198586905298
0.0500073758407948,0.628618303028846,0.853443603125136,0.176707171295942,1.69773713818777,0.511483544200053,1.65082718823889,0.050442327514087,0.0821428610639514,-0.0190280735539196,1.87307172628864
0.060896720537152,0.649535550096225,0.848125748580571,0.178258783789125,1.81196022864622,0.530739048574868,1.67140495289392,0.0455751447977703,0.0733072638729073,0.0526198858494921,1.78874784581851
0.0528175828478697,0.66351764933867,0.826833857841179,0.199204957441266,1.75780297991227,0.533259652425387,1.65608443918317,0.0516273769704205,0.0840750433689327,0.0677850449918665,1.99865976814689
0.0811521621096399,0.512798913539645,0.839941871790847,0.212508079696523,2.17423914359008,0.51651569739018,1.49750053171702,0.0458405373745833,0.0877609898522828,0.181488146701779,1.90870511940264
0.0559342345702336,0.64737332101583,0.833498118853748,0.207023173525261,1.73782578117163,0.536283144167721,1.65617744804249,0.0523371694201383,0.0916157524115791,-0.038452644116729,2.15987243873092
0.075378089818424,0.530067154296185,0.839139833255254,0.218410983852344,2.08669563507702,0.591939217241939,1.89005930109867,0.0508417514211989,0.0879302937625257,0.29959788527444,1.96628291482751
0.070177154159384,0.574040778761297,0.830521304547456,0.218325947547212,2.05807978381574,0.526053311950774,1.57626827262328,0.0499603760607817,0.0842665045262102,-0.0159299761807268,1.92863382536854
0.0638488525618064,0.573657671590073,0.83278598864574,0.20583747167402,1.87859877103799,0.524165370783766,1.61123322073902,0.0509671479688547,0.0876768811642689,0.00984589529454717,2.05341848436984
0.0682883835856967,0.568242275052104,0.844635180832743,0.204453739826608,2.28927972771252,0.506854567134986,1.71788860817097,0.0426431015586599,0.0774505344099025,0.151346665834465,1.58091232196589
0.0592749443645937,0.657402615749653,0.827204605509918,0.206107668334086,1.63512551544803,0.535098820196765,1.75626144976333,0.0544552190226816,0.086582220157812,0.179055353920047,2.10297155495915
0.0565875556285347,0.638921683881587,0.839373506580846,0.199409467144919,1.87759981554186,0.538769857077302,1.64091998844665,0.0490292362166531,0.0863888012604165,-0.0581100312393329,1.97112972556754
0.0714111463854108,0.547660778114654,0.837913110430171,0.212281426832266,2.08938185815283,0.516640517402926,1.58576471474295,0.0466127751722231,0.0885568705889517,0.12113900245461,1.88710188783094
0.0719860642210944,0.540788957982643,0.838892045696422,0.20517357412811,1.86414932020866,0.526893449160929,1.60708307175058,0.0545693388412003,0.0873050632461546,0.071755534904415,2.07984482334234
0.0333356883339325,0.856261590773196,0.862244502079658,0.137757015379841,2.22919347230421,0.497369582021315,1.71445155189427,0.0337705176005825,0.0443850552225845,-0.0352034398781809,1.21373501093255
0.0348467646642949,0.596217361195365,0.887031984550212,0.128545816445517,2.68982734122766,0.643580436764149,2.917433043499,0.027708081089084,0.0288840917743619,0.538610613904322,1.03073919228688
0.0340071615355359,0.561688728974881,0.872207754225768,0.127938279827001,3.61859422929378,0.714844290478705,2.6530490929906,0.0286539351383838,0.0297125812482204,0.712838451479851,1.04039130557994
0.0469573560919591,0.816784282439744,0.867504567117974,0.128415531213132,2.70356604109406,0.522020287055187,1.47685304319081,0.0319509432214964,0.0450443581064069,0.0222059661981717,1.23381295162754
0.0387267410345018,0.814211501379478,0.861519458398546,0.139344097238081,2.10050882070931,0.499649711044296,1.72062736472123,0.0345381600693094,0.0470013750473646,0.00118242585592159,1.28038448408712
0.0439427297651816,0.849783933581478,0.873455196725109,0.119149972516798,2.8448115076413,0.516661733947436,1.52931959799288,0.0317134161524255,0.040969333598295,0.13113728772082,1.17073537747518
0.0478146146046366,0.880499338170788,0.868420199013707,0.131126964537244,2.63883680292806,0.508353410616842,1.60239630937832,0.03021752281523,0.0383945199352575,0.0646362916837215,1.08328533501291
0.041962072540458,0.764310788562889,0.85433807787763,0.150076342776585,1.9024570374132,0.482324690956432,1.78979239804797,0.0365400956951973,0.0427696409344566,0.0913299506231385,1.18273347187519
0.0362382722067455,0.954100604532576,0.870568419368328,0.127627674541035,2.90680351783862,0.543521498006162,1.53202533612111,0.0345339145980431,0.043599635720615,0.00601728851856923,1.21641102086405
0.0340067957646711,0.77606382322318,0.864374652570318,0.144998519308481,2.14122412181007,0.598733687638154,2.69336436919448,0.0315539110290165,0.033009063872173,0.416240544811044,1.0782631522325
0.0493468741142585,0.750853018888917,0.866644608459543,0.12739127126316,2.45467324502808,0.519609810598027,1.58479167813003,0.0310434866798185,0.0474056515566431,0.030569776241869,1.27206820269003
0.0371331179473318,0.81790319655357,0.8591013222174,0.138231226217326,2.31844415939946,0.505431325974921,1.67469314519386,0.0329590301685303,0.0413449433145236,0.0177576720996803,1.17700927580746
0.0397753780566182,0.978436895662349,0.858937333011828,0.127721364365017,2.58979840754984,0.536187871013993,1.69096694512204,0.0340714574384052,0.0404532681688369,0.181478151574,1.16554780909461
0.03911929065759,1.00991869358387,0.85809147223115,0.126854713297228,2.43265286124811,0.559006935481467,1.97311641117915,0.0328597689194938,0.0362991504780287,0.277538295907493,1.10974609111617
0.0299742385477464,0.884353670902996,0.858560108923357,0.131440076625027,2.30541253881776,0.501468033706178,1.77430631196519,0.0324387561890786,0.0388619494882486,-0.0325349042462393,1.1596473654096
0.0305246374919862,0.762176731047717,0.863053035239171,0.133321170901467,2.32662593893046,0.658858546161747,2.77637396806967,0.0363344859813716,0.0325809526127093,0.511996607857894,1.17683431404733
0.0517498007101045,0.957569836618758,0.865392118729025,0.126453207597394,2.51922729281893,0.516130125661703,1.55450430212992,0.0343474075085563,0.0430339008417308,0.175692993038377,1.22792045575555
