"Species","raw_PCA_equal20"
"Alnus sp.",0.15
"Betula nana",0.25
"Cladonia rangiferina",0
"Cladonia steallaris",0
"Dryas alleghenies",0.5
"Dryas octopetala",0.55
"Dryas sp.",0.2
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.05
"Rosa acicularis",0
"Salix alaxensis",0.05
"Vaccinium vitis-idea",0.15
