"Species","Raw_050nm"
"Alnus sp.",0.25
"Betula nana",0.4
"Cladonia rangiferina",0.15
"Cladonia steallaris",0.15
"Dryas alleghenies",0.3
"Dryas octopetala",0.5
"Dryas sp.",0.15
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.15
"Rosa acicularis",0
"Salix alaxensis",0.15
"Vaccinium vitis-idea",0.1
