"Category","raw_100nm_more05","raw_100nm_more10","raw_100nm_more15","raw_100nm_more20","raw_100nm_equal05","raw_100nm_equal10","raw_100nm_equal15","raw_100nm_equal20","raw_PCA_equal05","raw_PCA_equal10","raw_PCA_equal15","raw_PCA_equal20"
"100nm_bands",0.259259259259259,0.233234421364985,0.18781006378455,0.137552742616034,0.432835820895522,0.279166666666667,0.234666666666667,0.208333333333333,0.364179104477612,0.233333333333333,0.229333333333333,0.166666666666667
