"Category","Raw","PCA"
"010nm_equal05",0.417910447761194,0.319402985074627
"010nm_equal10",0.2875,0.25625
"010nm_equal15",0.229333333333333,0.210666666666667
"010nm_equal20",0.225,0.175
"010nm_more05",0.25428413488115,0.242675511332228
"010nm_more10",0.22433234421365,0.229673590504451
"010nm_more15",0.180722891566265,0.171509567682495
"010nm_more20",0.128270042194093,0.124050632911392
