"Species","raw_100nm_equal20"
"Alnus sp.",0.1
"Cladonia rangiferina",0.15
"Cladonia steallaris",0.1
"Dryas sp.",0.2
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.05
"Rosa acicularis",0
"Salix alaxensis",0.2
"Vaccinium vitis-idea",0.1
