"Species","Raw_005nm"
"Alnus sp.",0.1
"Betula nana",0.5
"Cladonia rangiferina",0.05
"Cladonia steallaris",0.05
"Dryas alleghenies",0.5
"Dryas octopetala",0.4
"Dryas sp.",0.15
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.1
"Rosa acicularis",0.05
"Salix alaxensis",0.1
"Vaccinium vitis-idea",0.15
