"Category","Raw","PCA"
"005nm_equal05",0.453731343283582,0.322388059701493
"005nm_equal10",0.245833333333333,0.227083333333333
"005nm_equal15",0.232,0.202666666666667
"005nm_equal20",0.183333333333333,0.129166666666667
"005nm_more05",0.248756218905473,0.238253178551686
"005nm_more10",0.23026706231454,0.217210682492582
"005nm_more15",0.177179305457123,0.174344436569809
"005nm_more20",0.127426160337553,0.123206751054852
