"Species","raw_PCA_equal15"
"Arctostaphyllos",0.133333333333333
"Asahinea chrysantha",0.2
"Betula nana",0.266666666666667
"Carex sp.",0.0666666666666667
"Cladonia gracilis",0.2
"Cladonia stygia",0.133333333333333
"Dryas sp.",0.133333333333333
"Flavocetraria nivalis",0.0666666666666667
"Nephroma arcticum",0.2
"Picea mariana",0.133333333333333
"Pilophorus acicularis",0
"Rhizocarpon geographicum",0.0666666666666667
"Rosa acicularis",0.0666666666666667
"Salix alaxensis",0.2
"Salix glauca",0.0666666666666667
"Umbilicaria hyperborea",0
