"Category","raw_allbands_more05","raw_allbands_more10","raw_allbands_more15","raw_allbands_more20","raw_allbands_equal05","raw_allbands_equal10","raw_allbands_equal15","raw_allbands_equal20","raw_PCA_equal05","raw_PCA_equal10","raw_PCA_equal15","raw_PCA_equal20"
"allbands",0.253178551686014,0.230860534124629,0.181431608788094,0.134177215189873,0.441791044776119,0.31875,0.245333333333333,0.15,0.319402985074627,0.247916666666667,0.162666666666667,0.15
