"Category","Raw","PCA"
"allbands_equal05",0.441791044776119,0.319402985074627
"allbands_equal10",0.322916666666667,0.245833333333333
"allbands_equal15",0.250666666666667,0.162666666666667
"allbands_equal20",0.154166666666667,0.15
"allbands_more05",0.253178551686014,0.238805970149254
"allbands_more10",0.230860534124629,0.223145400593472
"allbands_more15",0.180014174344437,0.177179305457123
"allbands_more20",0.127426160337553,0.121518987341772
