"Category","Raw","PCA"
"050nm_equal05",0.495522388059702,0.316417910447761
"050nm_equal10",0.25625,0.252083333333333
"050nm_equal15",0.218666666666667,0.226666666666667
"050nm_equal20",0.195833333333333,0.195833333333333
"050nm_more05",0.253731343283582,0.275843007186291
"050nm_more10",0.232640949554896,0.249851632047478
"050nm_more15",0.17859673990078,0.195605953224663
"050nm_more20",0.129113924050633,0.138396624472574
