"Species","Raw_010nm"
"Alnus sp.",0.25
"Betula nana",0.5
"Cladonia rangiferina",0.05
"Cladonia steallaris",0.05
"Dryas alleghenies",0.65
"Dryas octopetala",0.55
"Dryas sp.",0.15
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.15
"Rosa acicularis",0
"Salix alaxensis",0.1
"Vaccinium vitis-idea",0.2
