"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,0,0
"2","Forb",0,0,0,0
"3","Graminoid",647,0.897364771151179,36.05,0.05
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",68,0.0943134535367545,684.95,0.95
"7","ShrubEvergreen",6,0.00832177531206657,0,0
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
