"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",51,0.0779816513761468,196.2,0.3
"2","Forb",0,0,0,0
"3","Graminoid",0,0,6.54,0.01
"4","Lichen",43,0.0657492354740061,6.54,0.01
"5","Moss",0,0,13.08,0.02
"6","ShrubDecid",5,0.00764525993883792,111.18,0.17
"7","ShrubEvergreen",533,0.814984709480122,124.26,0.19
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",22,0.0336391437308868,196.2,0.3
"10","Unknown",0,0,0,0
