"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",65,0.099388379204893,196.2,0.3
"2","Forb",32,0.0489296636085627,0,0
"3","Graminoid",0,0,6.54,0.01
"4","Lichen",280,0.428134556574924,6.54,0.01
"5","Moss",131,0.200305810397554,13.08,0.02
"6","ShrubDecid",0,0,111.18,0.17
"7","ShrubEvergreen",78,0.119266055045872,124.26,0.19
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",68,0.103975535168196,196.2,0.3
"10","Unknown",0,0,0,0
