"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,59.25,0.15
"2","Forb",0,0,0,0
"3","Graminoid",324,0.820253164556962,217.25,0.55
"4","Lichen",0,0,0,0
"5","Moss",0,0,0,0
"6","ShrubDecid",24,0.0607594936708861,59.25,0.15
"7","ShrubEvergreen",47,0.118987341772152,0,0
"8","TreeBroadleaf",0,0,59.25,0.15
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
