"PFT_2","PC1","PC2","PC3","PC4","PC5","PC6"
"Alnus sp.",-2.47518549136153,1.34003927406004,1.38480127352375,0.285113882398252,-0.284848752900136,-0.0964110416893207
"Alnus sp.",-4.76955277107565,1.19915202340385,0.170320351742862,0.337777222819387,-0.290077863943876,-0.0805424017899263
"Alnus sp.",-3.729205146213,1.50014044710021,1.28190286919751,0.626598093847185,-0.253260397433523,-0.209098530788524
"Alnus sp.",-1.70652195830079,0.979004557649733,1.15480154311522,0.0459735778711773,-0.472083661438213,-0.175701569864905
"Alnus sp.",-2.53695135948799,1.64179104802574,1.15872711325007,0.361942885917401,-0.211061557627539,0.0287859700302433
"Alnus sp.",-2.47518549136153,1.34003927406004,1.38480127352375,0.285113882398252,-0.284848752900136,-0.0964110416893207
"Alnus sp.",-2.45485355794338,0.943905254584869,1.04196902558691,0.199417162947094,-0.583192279556494,-0.152681243412135
"Alnus sp.",-1.81879265812283,1.08495894407591,1.7375720214033,0.25684588763428,-0.416829169053131,-0.186959990010135
"Alnus sp.",-2.87116400849202,0.553943984932408,1.66014948884316,0.464783757172767,-0.508289895255444,-0.389296130489392
"Alnus sp.",-1.84962507981247,1.37122694154744,1.67473063202426,0.306472623934687,-0.236428282392948,-0.102698879712273
"Alnus sp.",-3.66035526880616,2.10965702184643,0.69973898020383,0.433145672510564,0.216530997234194,0.192806709460647
"Alnus sp.",-2.14837186587087,1.08483507590659,1.37140890332049,0.219144096610786,-0.27349231566118,-0.121812451720346
"Alnus sp.",-5.02212941124732,1.18547631687155,-0.245089440853999,0.437570534349113,-0.0886971039043644,-0.29403567931731
"Alnus sp.",-1.29894771960895,2.02418835738793,1.35891669611199,0.558480387715879,-0.322193379842351,0.0832592220519339
"Alnus sp.",-2.00954536529611,1.50238777879895,1.28618008076739,0.348199320546352,-0.348697103787569,-0.144315537614647
"Arctostaphyllos",-4.66827664049472,-0.944559096593475,0.658131095411403,0.499410552722543,0.208182501867259,-0.379837824709093
"Arctostaphyllos",0.0991062286350627,3.2933958892386,1.41139879191963,0.762616453316108,-0.467915910296148,0.161891273831794
"Arctostaphyllos",-2.26179945893521,3.33099396438571,0.602930643417552,0.600922227750886,0.133554865221354,0.397340550495867
