"ScanID","PFT","PFT_2","PFT_3","Freq","area","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500","510","520","530","540","550","560","570","580","590","600","610","620","630","640","650","660","670","680","690","700","710","720","730","740","750","760","770","780","790","800","810","820","830","840","850","860","870","880","890","900","910","920","930","940","950","960","970","980","990","1000","1010","1020","1030","1040","1050","1060","1070","1080","1090","1100","1110","1120","1130","1140","1150","1160","1170","1180","1190","1200","1210","1220","1230","1240","1250","1260","1270","1280","1290","1300","1310","1320","1330","1340","1350","1360","1370","1380","1390","1400","1410","1420","1430","1440","1450","1460","1470","1480","1490","1500","1510","1520","1530","1540","1550","1560","1570","1580","1590","1600","1610","1620","1630","1640","1650","1660","1670","1680","1690","1700","1710","1720","1730","1740","1750","1760","1770","1780","1790","1800","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100","2110","2120","2130","2140","2150","2160","2170","2180","2190","2200","2210","2220","2230","2240","2250","2260","2270","2280","2290","2300","2310","2320","2330","2340","2350","2360","2370","2380","2390","2400","2410","2420","2430","2440","2450","2460","2470","2480","2490","2500"
"alnfru_000041","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.153016,0.134478,0.10541,0.085908,0.073165,0.064199,0.054533,0.04628,0.047634,0.043319,0.044461,0.043585,0.041947,0.042917,0.041326,0.042124,0.04755,0.060216,0.078826,0.091906,0.098385,0.097167,0.087912,0.077735,0.073422,0.072488,0.067694,0.061686,0.060441,0.058215,0.052337,0.046874,0.043015,0.044604,0.057393,0.126769,0.243256,0.352994,0.434135,0.480132,0.499777,0.511568,0.516936,0.52044,0.523266,0.525405,0.527591,0.529069,0.530338,0.531607,0.532492,0.533007,0.53345,0.534289,0.533902,0.534371,0.535361,0.53514,0.534714,0.534029,0.530535,0.527282,0.52648,0.525549,0.524844,0.527363,0.529882,0.532474,0.534218,0.536588,0.537883,0.5391,0.539692,0.539775,0.539185,0.538932,0.537632,0.535787,0.531442,0.5222,0.511306,0.504084,0.500434,0.49808,0.495874,0.495145,0.4958,0.498797,0.501878,0.504119,0.506122,0.506809,0.506574,0.505332,0.503838,0.500046,0.493873,0.485332,0.473595,0.460249,0.446415,0.4331,0.416649,0.386457,0.337468,0.281997,0.239631,0.214888,0.202386,0.197583,0.196631,0.198897,0.205539,0.21646,0.229852,0.242703,0.25553,0.267438,0.279021,0.289754,0.299341,0.307897,0.316173,0.323086,0.330533,0.337024,0.343156,0.348024,0.352083,0.355616,0.357172,0.358959,0.359962,0.356318,0.352105,0.349867,0.344467,0.337286,0.332734,0.330067,0.32438,0.318746,0.316041,0.313016,0.312276,0.312455,0.313113,0.313196,0.31204,0.308463,0.299912,0.280983,0.240526,0.188336,0.130978,0.087962,0.070184,0.065381,0.065425,0.067778,0.072187,0.07839,0.085179,0.093616,0.10336,0.113122,0.122741,0.13092,0.139127,0.145487,0.150779,0.156068,0.162114,0.167802,0.173702,0.177956,0.182646,0.187036,0.190417,0.193113,0.196358,0.19934,0.20276,0.206607,0.210418,0.214366,0.217596,0.218992,0.220024,0.219854,0.214661,0.201957,0.192411,0.190836,0.186813,0.171973,0.16338,0.161611,0.157285,0.150718,0.145998,0.142498,0.137621,0.133352,0.12942,0.126915,0.122554,0.115129,0.108988,0.100712,0.091038,0.084374,0.078377,0.075646,0.071108,0.069505
"alnfru_000030","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.149017,0.130694,0.10208,0.083832,0.071089,0.063507,0.054817,0.046985,0.048467,0.045469,0.045984,0.045584,0.043476,0.044305,0.043007,0.04342,0.047424,0.058844,0.075897,0.086536,0.091107,0.087224,0.075137,0.064189,0.059182,0.057417,0.053362,0.049548,0.048595,0.047364,0.044535,0.042631,0.042138,0.044878,0.051211,0.090082,0.180031,0.286041,0.377922,0.433642,0.458048,0.467467,0.469938,0.470717,0.471273,0.471443,0.47196,0.472037,0.471802,0.470763,0.470337,0.4692,0.468132,0.466817,0.465914,0.465496,0.46446,0.463705,0.462479,0.461823,0.458993,0.455793,0.45384,0.452339,0.450742,0.452005,0.453268,0.454581,0.455219,0.456423,0.45655,0.457178,0.457182,0.456583,0.456144,0.455897,0.454795,0.45343,0.450516,0.445259,0.438324,0.433384,0.431055,0.429327,0.427983,0.427642,0.427623,0.429263,0.430776,0.432137,0.433404,0.433277,0.433181,0.432184,0.430579,0.428459,0.42426,0.418569,0.410793,0.401504,0.391931,0.382489,0.370169,0.346322,0.305847,0.256912,0.218554,0.195328,0.183053,0.177787,0.176557,0.178277,0.183912,0.193613,0.205699,0.217514,0.229141,0.240444,0.250659,0.26037,0.269349,0.277178,0.284222,0.29068,0.296814,0.302011,0.307044,0.311019,0.314395,0.317348,0.318063,0.317596,0.317106,0.316276,0.313388,0.310369,0.306638,0.303038,0.299051,0.296511,0.291908,0.287733,0.284685,0.282239,0.282223,0.28219,0.283929,0.283586,0.28246,0.279575,0.271112,0.255121,0.220703,0.171856,0.118204,0.081564,0.06632,0.06151,0.060748,0.06244,0.065404,0.070434,0.076197,0.083323,0.091544,0.099877,0.108652,0.116969,0.124187,0.129833,0.135568,0.140813,0.147071,0.152899,0.158253,0.163486,0.168321,0.172173,0.176057,0.178779,0.181958,0.184146,0.186882,0.18932,0.192766,0.196566,0.199151,0.20115,0.200983,0.197779,0.190984,0.182386,0.17519,0.169298,0.163918,0.157499,0.151339,0.149633,0.146553,0.14094,0.136257,0.132493,0.127859,0.12297,0.116478,0.111978,0.103823,0.099638,0.09355,0.087714,0.081679,0.076113,0.072002,0.068481,0.065743,0.06357
"alnfru_000021","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.135312,0.120085,0.091743,0.074652,0.063159,0.056034,0.048877,0.041848,0.042328,0.038539,0.038558,0.03813,0.035805,0.036199,0.03491,0.03481,0.037902,0.046847,0.061683,0.070624,0.073949,0.06994,0.058792,0.049098,0.044857,0.043275,0.040279,0.03735,0.036575,0.0356,0.033665,0.033027,0.034171,0.038495,0.043154,0.076008,0.160896,0.265833,0.361472,0.420281,0.44643,0.454493,0.455957,0.456044,0.456054,0.455924,0.456577,0.456311,0.45611,0.455155,0.454154,0.45266,0.450915,0.449434,0.448146,0.447579,0.446996,0.446104,0.444711,0.44396,0.440925,0.437262,0.43448,0.432644,0.430454,0.43188,0.433305,0.434802,0.435565,0.436742,0.437073,0.43771,0.437801,0.437213,0.436708,0.436405,0.435273,0.433862,0.431222,0.425121,0.417867,0.41284,0.410112,0.408271,0.406701,0.406312,0.406562,0.407743,0.409114,0.410269,0.411241,0.411171,0.410991,0.409969,0.408574,0.405454,0.401314,0.395213,0.387144,0.377841,0.368313,0.359058,0.346713,0.322394,0.280884,0.232052,0.194693,0.172189,0.159921,0.153722,0.151337,0.152277,0.157124,0.166038,0.177309,0.189024,0.201006,0.212292,0.223058,0.233754,0.243236,0.252358,0.260131,0.266661,0.273295,0.278551,0.28356,0.287748,0.290741,0.293991,0.295115,0.294989,0.295424,0.294319,0.292397,0.289129,0.285917,0.282751,0.278835,0.276075,0.27134,0.266429,0.262976,0.260065,0.259807,0.260431,0.261024,0.260533,0.258515,0.255072,0.246274,0.231557,0.20199,0.15455,0.103352,0.071009,0.057732,0.054674,0.053982,0.055031,0.057326,0.061113,0.065481,0.071173,0.077849,0.085228,0.09309,0.100746,0.108267,0.115442,0.121491,0.128373,0.136149,0.143344,0.150176,0.157117,0.162284,0.167776,0.172717,0.176065,0.178552,0.18111,0.183235,0.186186,0.188592,0.19217,0.194803,0.195268,0.195452,0.192231,0.18668,0.179845,0.17278,0.16684,0.161401,0.153741,0.147002,0.145193,0.140836,0.134729,0.12811,0.124382,0.119569,0.113416,0.107768,0.102028,0.09601,0.089993,0.084049,0.078196,0.073785,0.068571,0.062806,0.059676,0.057317,0.054703
"alnfru_000012","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.159472,0.14518,0.116782,0.099186,0.087815,0.078999,0.06962,0.061767,0.062437,0.05803,0.057316,0.056873,0.054727,0.05612,0.054713,0.055036,0.060307,0.074667,0.09672,0.11061,0.116924,0.112674,0.097784,0.083538,0.076571,0.073668,0.06826,0.062665,0.061235,0.058938,0.054629,0.052069,0.051083,0.053419,0.061718,0.118704,0.227619,0.341163,0.432499,0.484728,0.507471,0.515609,0.517479,0.517881,0.518306,0.518896,0.519492,0.519486,0.519567,0.518961,0.518762,0.518351,0.517117,0.516621,0.516228,0.515682,0.515584,0.514467,0.513974,0.513077,0.510455,0.50599,0.504162,0.502073,0.4996,0.501017,0.502435,0.503909,0.504894,0.505904,0.50639,0.507434,0.507133,0.506678,0.505961,0.505513,0.504206,0.502861,0.499634,0.493194,0.485797,0.480101,0.476941,0.474548,0.472584,0.471903,0.472157,0.473463,0.47522,0.476885,0.477755,0.478006,0.477873,0.476563,0.475122,0.47257,0.467828,0.461557,0.453039,0.443187,0.43277,0.423303,0.410155,0.385056,0.341691,0.288721,0.24635,0.219649,0.204786,0.196968,0.194253,0.194992,0.200195,0.209573,0.221823,0.234147,0.246649,0.258486,0.269822,0.280218,0.290104,0.298843,0.306775,0.313796,0.320928,0.326417,0.332389,0.336824,0.340371,0.343622,0.344535,0.343796,0.343279,0.341679,0.339071,0.336309,0.33287,0.328924,0.324908,0.322659,0.317557,0.312993,0.309395,0.30762,0.307714,0.308824,0.309977,0.310256,0.309504,0.306019,0.297936,0.282749,0.251743,0.199639,0.141721,0.100641,0.083381,0.078457,0.078143,0.079169,0.082319,0.086776,0.093106,0.100113,0.108654,0.117323,0.126559,0.13493,0.143015,0.150166,0.156087,0.161882,0.169817,0.17649,0.183225,0.188912,0.194597,0.200331,0.204655,0.207692,0.211314,0.214579,0.217896,0.220902,0.2251,0.229481,0.232543,0.234125,0.233846,0.229272,0.22224,0.212972,0.204347,0.197333,0.191564,0.184695,0.177304,0.176405,0.172259,0.166122,0.160035,0.156423,0.151491,0.145439,0.138928,0.133113,0.126348,0.119394,0.112623,0.10605,0.100042,0.093809,0.088804,0.085854,0.081813,0.078901
"alnfru_000041","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.153016,0.134478,0.10541,0.085908,0.073165,0.064199,0.054533,0.04628,0.047634,0.043319,0.044461,0.043585,0.041947,0.042917,0.041326,0.042124,0.04755,0.060216,0.078826,0.091906,0.098385,0.097167,0.087912,0.077735,0.073422,0.072488,0.067694,0.061686,0.060441,0.058215,0.052337,0.046874,0.043015,0.044604,0.057393,0.126769,0.243256,0.352994,0.434135,0.480132,0.499777,0.511568,0.516936,0.52044,0.523266,0.525405,0.527591,0.529069,0.530338,0.531607,0.532492,0.533007,0.53345,0.534289,0.533902,0.534371,0.535361,0.53514,0.534714,0.534029,0.530535,0.527282,0.52648,0.525549,0.524844,0.527363,0.529882,0.532474,0.534218,0.536588,0.537883,0.5391,0.539692,0.539775,0.539185,0.538932,0.537632,0.535787,0.531442,0.5222,0.511306,0.504084,0.500434,0.49808,0.495874,0.495145,0.4958,0.498797,0.501878,0.504119,0.506122,0.506809,0.506574,0.505332,0.503838,0.500046,0.493873,0.485332,0.473595,0.460249,0.446415,0.4331,0.416649,0.386457,0.337468,0.281997,0.239631,0.214888,0.202386,0.197583,0.196631,0.198897,0.205539,0.21646,0.229852,0.242703,0.25553,0.267438,0.279021,0.289754,0.299341,0.307897,0.316173,0.323086,0.330533,0.337024,0.343156,0.348024,0.352083,0.355616,0.357172,0.358959,0.359962,0.356318,0.352105,0.349867,0.344467,0.337286,0.332734,0.330067,0.32438,0.318746,0.316041,0.313016,0.312276,0.312455,0.313113,0.313196,0.31204,0.308463,0.299912,0.280983,0.240526,0.188336,0.130978,0.087962,0.070184,0.065381,0.065425,0.067778,0.072187,0.07839,0.085179,0.093616,0.10336,0.113122,0.122741,0.13092,0.139127,0.145487,0.150779,0.156068,0.162114,0.167802,0.173702,0.177956,0.182646,0.187036,0.190417,0.193113,0.196358,0.19934,0.20276,0.206607,0.210418,0.214366,0.217596,0.218992,0.220024,0.219854,0.214661,0.201957,0.192411,0.190836,0.186813,0.171973,0.16338,0.161611,0.157285,0.150718,0.145998,0.142498,0.137621,0.133352,0.12942,0.126915,0.122554,0.115129,0.108988,0.100712,0.091038,0.084374,0.078377,0.075646,0.071108,0.069505
"alnfru_000015","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.154872,0.133374,0.104286,0.081985,0.070353,0.061634,0.052109,0.044007,0.046213,0.042502,0.042749,0.04267,0.040252,0.041343,0.040297,0.041963,0.051727,0.076191,0.107822,0.125073,0.133569,0.128212,0.109883,0.090716,0.08148,0.077956,0.069552,0.060591,0.058421,0.055191,0.047718,0.042597,0.040657,0.045534,0.059869,0.143394,0.274431,0.393062,0.47899,0.5243,0.542744,0.548345,0.548999,0.548875,0.549041,0.549802,0.550489,0.550805,0.551014,0.550118,0.549668,0.54821,0.547175,0.546069,0.545183,0.54436,0.543669,0.542506,0.542033,0.54037,0.537562,0.532295,0.530187,0.529895,0.529402,0.531483,0.533565,0.535732,0.536841,0.538698,0.539853,0.541022,0.541325,0.540699,0.540457,0.539914,0.538618,0.537045,0.533235,0.52539,0.515193,0.507254,0.503226,0.500503,0.497975,0.496744,0.497121,0.499248,0.502289,0.504467,0.505871,0.506479,0.506825,0.50547,0.503651,0.500093,0.494378,0.486642,0.475596,0.463406,0.450559,0.438868,0.423572,0.393965,0.344391,0.285847,0.23988,0.211516,0.195766,0.18813,0.18491,0.185518,0.19078,0.201014,0.213722,0.226736,0.239757,0.252505,0.264444,0.27611,0.286207,0.296043,0.304547,0.311977,0.319653,0.326761,0.33279,0.338465,0.342692,0.346737,0.348115,0.348054,0.349201,0.347703,0.343878,0.338774,0.333601,0.328945,0.324514,0.323035,0.31755,0.311622,0.30814,0.306067,0.306713,0.307611,0.309338,0.309524,0.308597,0.304825,0.296151,0.278401,0.245782,0.192776,0.131799,0.087576,0.070104,0.064426,0.063561,0.064213,0.068442,0.073112,0.080016,0.087332,0.09632,0.105392,0.114557,0.124175,0.132899,0.139781,0.145925,0.151767,0.159098,0.165565,0.171602,0.177586,0.18305,0.188681,0.193028,0.196949,0.200356,0.203918,0.20718,0.21109,0.214915,0.219375,0.223152,0.224704,0.224473,0.220339,0.211805,0.202521,0.192563,0.185018,0.178448,0.169644,0.162614,0.161552,0.158984,0.15184,0.14569,0.143827,0.138085,0.132678,0.12637,0.120019,0.113043,0.105881,0.098827,0.091768,0.085111,0.079128,0.076066,0.071774,0.068035,0.065427
"alnfru_000031","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.145985,0.130783,0.100468,0.0824,0.070049,0.061065,0.05312,0.045415,0.045962,0.043101,0.04299,0.04264,0.040809,0.041849,0.039808,0.040222,0.044093,0.054706,0.071797,0.082563,0.086255,0.08176,0.069295,0.058296,0.053525,0.051628,0.047825,0.044367,0.04345,0.042344,0.040005,0.038607,0.038996,0.042843,0.048887,0.083509,0.172039,0.28283,0.382256,0.442894,0.468384,0.477395,0.479083,0.479165,0.479322,0.479395,0.479688,0.479368,0.478706,0.477617,0.476823,0.475643,0.474361,0.473092,0.472136,0.471652,0.470485,0.470037,0.468221,0.467625,0.46469,0.461264,0.459052,0.45814,0.457269,0.458644,0.460019,0.461465,0.462458,0.463707,0.46376,0.464815,0.464795,0.464191,0.463585,0.463445,0.462428,0.460949,0.457925,0.451883,0.443997,0.438768,0.435747,0.433821,0.432372,0.431934,0.432006,0.43356,0.435082,0.436542,0.438065,0.437697,0.437735,0.436747,0.434968,0.43258,0.427892,0.4217,0.41308,0.403234,0.393284,0.383375,0.37016,0.344557,0.301816,0.251321,0.212937,0.189265,0.176187,0.170036,0.1678,0.168922,0.174361,0.183605,0.195889,0.207796,0.220011,0.231693,0.242626,0.253155,0.262927,0.271509,0.279369,0.286356,0.293098,0.298819,0.304518,0.308856,0.312635,0.315907,0.317586,0.317956,0.317832,0.316888,0.313666,0.310686,0.307258,0.30378,0.299428,0.296539,0.291491,0.286901,0.283499,0.281023,0.281346,0.281328,0.282995,0.282771,0.281715,0.278213,0.268924,0.25153,0.215631,0.165967,0.112508,0.076443,0.062065,0.056875,0.055809,0.057015,0.059823,0.063987,0.069117,0.075622,0.082975,0.09066,0.099167,0.107131,0.114373,0.120691,0.126702,0.133167,0.139899,0.146362,0.152723,0.159024,0.16488,0.169908,0.174933,0.178608,0.181667,0.18446,0.186346,0.189337,0.193118,0.196387,0.199077,0.200889,0.20049,0.197616,0.191448,0.182867,0.1758,0.168888,0.163064,0.157118,0.150387,0.148649,0.144693,0.138843,0.133325,0.129273,0.124831,0.119564,0.113562,0.107714,0.101932,0.095784,0.090104,0.083246,0.078788,0.073492,0.068573,0.064593,0.062602,0.06164
"alnfru_000033","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.152608,0.13795,0.112845,0.093672,0.081986,0.073806,0.064704,0.056915,0.058263,0.054188,0.05442,0.053424,0.051764,0.052453,0.050825,0.05056,0.05316,0.061159,0.076014,0.086062,0.089756,0.085224,0.073766,0.063983,0.059822,0.058261,0.055032,0.052368,0.051682,0.050892,0.049329,0.048407,0.049381,0.053132,0.057547,0.087313,0.175094,0.289936,0.396373,0.462835,0.491826,0.502267,0.504295,0.504959,0.505044,0.504998,0.505221,0.505391,0.505267,0.504688,0.504475,0.503822,0.502953,0.502248,0.500599,0.500129,0.498803,0.498493,0.497436,0.496208,0.493655,0.489555,0.487263,0.487699,0.487486,0.489084,0.490687,0.492385,0.493115,0.494481,0.494881,0.495697,0.495987,0.495476,0.494921,0.494824,0.493828,0.492469,0.489375,0.483107,0.475237,0.469832,0.466874,0.465205,0.46339,0.463144,0.463558,0.465116,0.46716,0.46845,0.469689,0.47,0.469762,0.468737,0.467021,0.464366,0.459522,0.453201,0.44417,0.434094,0.423352,0.412804,0.399009,0.371616,0.325193,0.271329,0.229702,0.204506,0.190783,0.184337,0.181889,0.18307,0.189187,0.199199,0.212341,0.225399,0.238661,0.251672,0.263577,0.275325,0.285977,0.295594,0.304035,0.31169,0.318803,0.32517,0.330992,0.335691,0.339723,0.343346,0.344958,0.345644,0.345477,0.343599,0.340268,0.337357,0.333684,0.32938,0.324448,0.321898,0.316758,0.311711,0.308264,0.306073,0.305706,0.305848,0.307375,0.307188,0.306214,0.302099,0.291746,0.272812,0.234354,0.179426,0.123042,0.084183,0.069655,0.063947,0.06319,0.064436,0.066862,0.071494,0.076593,0.083342,0.090904,0.099545,0.107986,0.116511,0.124567,0.131458,0.138227,0.144669,0.152817,0.160487,0.167646,0.174246,0.18083,0.187089,0.192432,0.19629,0.199831,0.20226,0.204442,0.207369,0.210828,0.214672,0.217564,0.219221,0.218668,0.215139,0.208849,0.199637,0.191585,0.18437,0.178075,0.171093,0.164165,0.161936,0.157838,0.151506,0.145536,0.14086,0.135147,0.129732,0.123087,0.116571,0.110465,0.104032,0.097656,0.091952,0.085473,0.079691,0.07503,0.072483,0.068463,0.068297
"alnfru_000034","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.142523,0.126093,0.100135,0.079481,0.067055,0.059535,0.050377,0.042004,0.043933,0.04101,0.041781,0.041092,0.039487,0.040511,0.039133,0.039646,0.044462,0.056943,0.077163,0.092127,0.100543,0.099183,0.087489,0.074592,0.068502,0.066613,0.061198,0.055485,0.054123,0.052431,0.048052,0.043684,0.04072,0.041847,0.051381,0.109927,0.21792,0.322278,0.399918,0.443384,0.463205,0.471891,0.475572,0.477551,0.478897,0.47917,0.48033,0.481059,0.481518,0.482501,0.483402,0.483874,0.484255,0.484828,0.484997,0.484732,0.48512,0.485117,0.484443,0.48365,0.480631,0.478098,0.477496,0.476624,0.475762,0.477369,0.478973,0.480607,0.481654,0.482954,0.483238,0.483864,0.484004,0.483659,0.48303,0.482624,0.481381,0.480015,0.476606,0.469773,0.461666,0.455923,0.453208,0.451258,0.449237,0.448616,0.44883,0.451105,0.453165,0.454288,0.455616,0.456067,0.455545,0.454488,0.453025,0.450285,0.445361,0.43852,0.429116,0.417996,0.407276,0.396017,0.38173,0.354414,0.308547,0.255138,0.214569,0.19116,0.179411,0.174796,0.173896,0.176074,0.182461,0.193009,0.205646,0.21816,0.230608,0.242298,0.253037,0.263718,0.272834,0.281031,0.288627,0.295093,0.301777,0.30761,0.313083,0.317445,0.321003,0.323814,0.325067,0.32662,0.327394,0.323998,0.319936,0.317902,0.313055,0.307056,0.302546,0.300326,0.294968,0.289722,0.287035,0.284476,0.283817,0.283572,0.284818,0.284775,0.28302,0.279283,0.271289,0.25511,0.218678,0.166512,0.11203,0.073883,0.058268,0.053239,0.053108,0.05503,0.058737,0.063658,0.069598,0.077053,0.08581,0.094519,0.103394,0.111632,0.119215,0.12556,0.130601,0.13637,0.142581,0.148519,0.154,0.159186,0.163981,0.168016,0.171838,0.174495,0.177453,0.180237,0.183185,0.18626,0.190109,0.194353,0.197408,0.199871,0.200245,0.200117,0.194766,0.1831,0.174579,0.172368,0.166934,0.154578,0.14668,0.145339,0.140311,0.134159,0.129245,0.126027,0.121816,0.117019,0.113356,0.109097,0.106047,0.099051,0.09172,0.084435,0.076653,0.071567,0.065683,0.06339,0.060062,0.056723
