"ScanID","PFT","PFT_2","PFT_3","Freq","area","350","400","450","500","550","600","650","700","750","800","850","900","950","1000","1050","1100","1150","1200","1250","1300","1350","1400","1450","1500","1550","1600","1650","1700","1750","1800","1850","1900","1950","2000","2050","2100","2150","2200","2250","2300","2350","2400","2450","2500"
"alnfru_00007","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.149736,0.065544,0.0468,0.045985,0.120366,0.070539,0.048134,0.120264,0.486212,0.496938,0.498349,0.496672,0.492203,0.487735,0.493623,0.493544,0.474632,0.462682,0.468554,0.463584,0.423263,0.273688,0.180302,0.223575,0.282134,0.319896,0.339757,0.33328,0.313804,0.302174,0.290423,0.080304,0.061101,0.095733,0.134389,0.166826,0.192352,0.209778,0.20416,0.168001,0.142126,0.115022,0.08181,0.06237
"alnfru_000032","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.159804,0.078106,0.05955,0.05715,0.135039,0.080363,0.056167,0.12563,0.483834,0.489464,0.485966,0.479956,0.472985,0.469286,0.474085,0.473955,0.457137,0.447464,0.452922,0.447559,0.411238,0.271378,0.188252,0.231679,0.288909,0.324932,0.342538,0.337962,0.318474,0.306353,0.291672,0.088905,0.071828,0.10681,0.147462,0.182638,0.208099,0.222225,0.21668,0.183088,0.156975,0.127612,0.093395,0.074349
"alnfru_000038","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.138215,0.060559,0.041146,0.037911,0.091803,0.057742,0.040774,0.095511,0.461928,0.481145,0.483873,0.483928,0.480328,0.47627,0.481736,0.481025,0.462381,0.451745,0.458234,0.453077,0.413461,0.267286,0.19115,0.239465,0.292927,0.325978,0.342229,0.334873,0.312033,0.299758,0.285922,0.077001,0.065302,0.10828,0.146804,0.174197,0.191136,0.207352,0.207815,0.1667,0.140176,0.119482,0.082461,0.059001
"alnfru_000034","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.142523,0.059535,0.041781,0.039646,0.100543,0.066613,0.048052,0.109927,0.463205,0.47917,0.483402,0.484732,0.480631,0.477369,0.483238,0.482624,0.461666,0.448616,0.455616,0.450285,0.407276,0.255138,0.173896,0.21816,0.272834,0.30761,0.325067,0.317902,0.294968,0.283572,0.271289,0.073883,0.058737,0.094519,0.130601,0.159186,0.177453,0.194353,0.194766,0.154578,0.129245,0.109097,0.076653,0.056723
"alnfru_000039","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.152503,0.063104,0.041929,0.039014,0.089835,0.052665,0.039213,0.092629,0.489196,0.501218,0.500172,0.496993,0.492566,0.487926,0.49279,0.492067,0.473726,0.461609,0.46807,0.46312,0.423937,0.278903,0.193854,0.240125,0.295187,0.329526,0.347443,0.341511,0.318746,0.307249,0.294941,0.08279,0.065589,0.106867,0.146298,0.17508,0.1953,0.213351,0.214453,0.171518,0.14467,0.122993,0.086572,0.063408
"alnfru_00003","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.14811,0.067854,0.049854,0.047181,0.096628,0.058531,0.045668,0.091038,0.477788,0.496905,0.499124,0.494391,0.490871,0.474403,0.481711,0.479986,0.457233,0.442968,0.450182,0.444508,0.396205,0.232998,0.145996,0.185529,0.242572,0.279936,0.298616,0.291696,0.271695,0.259766,0.245892,0.060904,0.051688,0.071029,0.096599,0.11866,0.133571,0.145467,0.143846,0.11879,0.102088,0.083101,0.063358,0.053241
"alnfru_000038","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.138215,0.060559,0.041146,0.037911,0.091803,0.057742,0.040774,0.095511,0.461928,0.481145,0.483873,0.483928,0.480328,0.47627,0.481736,0.481025,0.462381,0.451745,0.458234,0.453077,0.413461,0.267286,0.19115,0.239465,0.292927,0.325978,0.342229,0.334873,0.312033,0.299758,0.285922,0.077001,0.065302,0.10828,0.146804,0.174197,0.191136,0.207352,0.207815,0.1667,0.140176,0.119482,0.082461,0.059001
"alnfru_000036","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.144795,0.062002,0.043207,0.039187,0.087892,0.054819,0.041505,0.091784,0.471868,0.486583,0.488149,0.48728,0.483227,0.479296,0.484942,0.484311,0.463946,0.451664,0.458382,0.452872,0.410605,0.256255,0.17094,0.215878,0.272696,0.308883,0.327045,0.320132,0.297625,0.286133,0.272637,0.071254,0.056377,0.089135,0.125122,0.154127,0.172878,0.188157,0.189587,0.151134,0.125963,0.104372,0.074158,0.054695
"alnfru_000036","alnfru","Alnus sp.","Shrub",44,"Yukon_Delta",0.144795,0.062002,0.043207,0.039187,0.087892,0.054819,0.041505,0.091784,0.471868,0.486583,0.488149,0.48728,0.483227,0.479296,0.484942,0.484311,0.463946,0.451664,0.458382,0.452872,0.410605,0.256255,0.17094,0.215878,0.272696,0.308883,0.327045,0.320132,0.297625,0.286133,0.272637,0.071254,0.056377,0.089135,0.125122,0.154127,0.172878,0.188157,0.189587,0.151134,0.125963,0.104372,0.074158,0.054695
