"PFT_2","PC1","PC2","PC3","PC4","PC5","PC6"
"Alnus sp.",-27.7768868066136,-3.46489233534873,-4.01819710517439,-1.63251962861446,1.97148677575508,-1.193849273363
"Alnus sp.",-37.2273419267974,-4.63493046874848,-4.82649594954954,-4.05906058736721,0.992031986999149,0.538942359632772
"Alnus sp.",-24.5961806454439,-4.9527440758141,-4.79047887751671,-2.51508076139602,1.96664017710986,-0.145081461458608
"Alnus sp.",-29.068158502169,-4.59920306110533,-4.63700281133541,-2.65312676198387,0.752478633813749,-0.113144225505133
"Alnus sp.",-18.1659774337592,-4.55877805328107,-9.54209738692697,-2.80975078780444,2.1910341626923,-0.15247422950711
"Alnus sp.",-25.7460390400998,-1.8075978821093,-5.68431042509162,-1.65302422840526,2.01216950871511,-0.177798663072885
"Alnus sp.",-30.3746310846633,1.7348491212282,0.277097396278076,-1.02411033239359,2.71244228822338,-1.01265573718796
"Alnus sp.",-42.9398193225598,-3.87821804164183,-1.71637831446003,-2.07197874774769,-0.948027938522005,0.755172050077326
"Alnus sp.",-45.3674958839649,-1.53005536321592,2.69552697052173,-2.8905958910708,1.05633198244047,-0.153223364519587
"Alnus sp.",-30.5023180465153,-1.46499093001053,-5.02992133619687,-1.66066070107374,0.918776427463899,-0.131207647647153
"Alnus sp.",-25.7460390400998,-1.8075978821093,-5.68431042509162,-1.65302422840526,2.01216950871511,-0.177798663072885
"Alnus sp.",-47.4717441502081,-1.01878157323708,5.35302987306941,-3.24570849853324,0.458606501203522,1.41822737528031
"Alnus sp.",-30.9954762965812,1.97289404139936,-8.15586449439012,-3.61104107859662,3.83584417540782,0.860393278903296
"Alnus sp.",-22.6039868852576,-0.994003448417654,-4.17825061129371,-1.13727494677129,3.60605052928228,-0.312053645662577
"Alnus sp.",-36.914299147367,-8.73805715955289,-0.18598542958476,-1.70670583478882,-2.7356683131261,-0.718877031899335
"Alnus sp.",-29.6863442351277,-5.68954883798692,-5.03509696683805,-2.20569634914405,0.351485095864469,-0.179590109872498
"Alnus sp.",-37.9602073525829,-7.81782753431517,-5.3543937046986,-4.7790648557541,4.8747506927718,1.42485648350025
"Alnus sp.",-14.3854513945201,-3.44751529632422,-4.7452010358319,-2.85358615268445,1.57434317680702,-1.53360101614622
"Alnus sp.",-30.3746310846633,1.7348491212282,0.277097396278076,-1.02411033239359,2.71244228822338,-1.01265573718796
"Alnus sp.",-28.0313197663587,-3.6232952444113,-5.55492533043164,-1.89677737352795,1.71047702020129,-0.22521134372707
"Betula nana",-6.91056772143831,-16.3165763672549,-5.40050634499263,4.08089083741889,-2.44898445730867,3.0797092962834
"Betula nana",-12.71974381597,-23.0048890360515,-3.92670863102105,2.05776581573402,-4.76925913162789,2.43778158095268
"Betula nana",-50.1875845055152,-10.0778283718261,2.76460254712298,0.742469782576247,-6.4251547500855,2.64632160962919
"Betula nana",-6.91056772143831,-16.3165763672549,-5.40050634499263,4.08089083741889,-2.44898445730867,3.0797092962834
"Betula nana",-32.7752890891783,-7.0678898263423,-4.05877780042398,-4.24015383699123,2.25577337907445,0.356767267754642
"Betula nana",-46.2139894301044,-1.58502463068336,-1.67356343298333,1.13513246010636,-2.04863471309909,4.25207489839799
"Betula nana",-29.8925697916174,-7.00968312580154,-3.00115804575057,-4.38145103607405,2.24174008427716,0.0646938089598183
"Betula nana",-29.8925697916174,-7.00968312580154,-3.00115804575057,-4.38145103607405,2.24174008427716,0.0646938089598183
"Betula nana",-37.8390785307457,-16.7990358944455,1.77820573414082,1.03579607806581,-7.14714357132793,1.80727758060847
"Betula nana",-32.2250981130895,-4.44196150467978,-0.317808151124778,4.07456971962326,0.891371533184006,5.50624231516059
