"ScanID","PFT","PFT_2","PFT_3","PFT_4","Area","PFT2_Freq","PFT3_Freq","PFT4_Freq","450","520","630","770","1550","2090"
"empnig_Brooks002","empnig","Empetrum nigrum","Dwarf_Shrub_Needle","Dwarf Shrub","Brooks_Range",12,21,992,0.024644,0.069432,0.063437,0.569364,0.195696,0.11157
"equarv_00001","equarv","Equisetum arvense","Forb","Forb","Yukon_Delta",4,80,80,0.050104,0.105584,0.084908,0.422826,0.170605,0.106353
"equarv_00002","equarv","Equisetum arvense","Forb","Forb","Yukon_Delta",4,80,80,0.033833,0.068559,0.048333,0.320218,0.158686,0.098631
"equarv_00004","equarv","Equisetum arvense","Forb","Forb","Yukon_Delta",4,80,80,0.031451,0.048768,0.035256,0.298291,0.119059,0.074057
"equarv_00003","equarv","Equisetum arvense","Forb","Forb","Yukon_Delta",4,80,80,0.043009,0.084985,0.06149,0.421634,0.177637,0.111515
"eqaswl_AK2018_01","equsyl","Equisetum sylvaticum","Forb","Forb","AK2018",4,80,80,0.044933,0.094757,0.064651,0.724725,0.287217,0.172312
"eqaswl_AK2018_04","equsyl","Equisetum sylvaticum","Forb","Forb","AK2018",4,80,80,0.048534,0.097616,0.068752,0.76435,0.320474,0.195739
"eqaswl_AK2018_03","equsyl","Equisetum sylvaticum","Forb","Forb","AK2018",4,80,80,0.045438,0.089529,0.068004,0.732224,0.287458,0.173742
"eqaswl_AK2018_02","equsyl","Equisetum sylvaticum","Forb","Forb","AK2018",4,80,80,0.049567,0.106059,0.075125,0.768078,0.344701,0.213116
"herlan_00001","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.042199,0.059388,0.044047,0.436702,0.287215,0.201501
"herlan_00003","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.040853,0.053553,0.03684,0.435978,0.302401,0.213701
"herlan_00004","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.036118,0.053777,0.036812,0.411262,0.295018,0.213213
"herlan_00003","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.037628,0.052947,0.034707,0.42098,0.299529,0.205438
"herlan_00001","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.046945,0.062513,0.041898,0.419062,0.303514,0.215224
"herlan_00002","herlan","Heracleum lanatum","Forb","Forb","Yukon_Delta",8,80,80,0.039243,0.055462,0.036879,0.399726,0.290842,0.204222
"irisit_00002","irisit","Iris sp.","Forb","Forb","Yukon_Delta",4,80,80,0.083714,0.147935,0.131429,0.589067,0.310025,0.212577
"irisit_00004","irisit","Iris sp.","Forb","Forb","Yukon_Delta",4,80,80,0.103281,0.183032,0.189578,0.59977,0.302373,0.196537
"irisit_00001","irisit","Iris sp.","Forb","Forb","Yukon_Delta",4,80,80,0.09653,0.161968,0.148999,0.585757,0.341842,0.237091
"irisit_00003","irisit","Iris sp.","Forb","Forb","Yukon_Delta",4,80,80,0.08032,0.145503,0.156667,0.580973,0.321301,0.214054
"130","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.051095,0.055766,0.044045,0.424275,0.125497,0.062559
"135","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.068597,0.081531,0.068909,0.499355,0.201252,0.100228
"129","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.052202,0.057845,0.048191,0.463557,0.146994,0.069766
"133","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.064123,0.078685,0.060771,0.520493,0.158049,0.069465
"131","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.053542,0.059485,0.047672,0.455591,0.14176,0.069128
"127","luparc","Lupinus sp.","Forb","Forb","Murphy",12,80,80,0.053007,0.054957,0.044556,0.448405,0.143965,0.069432
"164","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.135365,0.154139,0.197931,0.319204,0.293373,0.217006
"167","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.107116,0.110161,0.144195,0.295515,0.306867,0.210235
"163","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.080558,0.088378,0.120654,0.23233,0.278913,0.196452
"170","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.12095,0.132949,0.16822,0.286096,0.309195,0.223669
"168","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.099208,0.104853,0.132602,0.247013,0.27886,0.204982
"169","pedrac","Pedicularis racemosa","Forb","Forb","Murphy",11,80,80,0.128174,0.146312,0.196343,0.355635,0.336971,0.253386
"pedsud_00001","pedsud","Pedicularis sudetica","Forb","Forb","Yukon_Delta",4,80,80,0.08248,0.13938,0.149245,0.404792,0.194127,0.126172
"pedsud_00002","pedsud","Pedicularis sudetica","Forb","Forb","Yukon_Delta",4,80,80,0.068166,0.132267,0.13911,0.427747,0.151438,0.085896
"pedsud_00004","pedsud","Pedicularis sudetica","Forb","Forb","Yukon_Delta",4,80,80,0.045394,0.083091,0.08309,0.371283,0.126495,0.070491
"pedsud_00003","pedsud","Pedicularis sudetica","Forb","Forb","Yukon_Delta",4,80,80,0.068838,0.119178,0.118,0.414927,0.136499,0.078724
"176","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.059319,0.107754,0.090391,0.528643,0.232318,0.134569
"175","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.041405,0.073932,0.054441,0.528425,0.23565,0.118944
"173","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.044239,0.066868,0.061363,0.488195,0.180697,0.089833
"177","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.058027,0.090333,0.075955,0.5154,0.203226,0.113114
"178","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.040605,0.055069,0.047127,0.481594,0.188124,0.091068
"172","petfri","Petasites frigida","Forb","Forb","Murphy",8,80,80,0.041343,0.082349,0.062381,0.512702,0.21973,0.109269
"rosase_AK2018_04","rosasc","Rosa acicularis","Forb","Forb","AK2018",20,80,80,0.052731,0.074345,0.055066,0.502926,0.299617,0.185188
"69","rosaci","Rosa acicularis","Forb","Forb","Big Trail",20,80,80,0.043865,0.065416,0.045383,0.459186,0.277192,0.170029
"71","rosaci","Rosa acicularis","Forb","Forb","Big Trail",20,80,80,0.045163,0.06505,0.046905,0.460479,0.278466,0.172463
"74","rosasc","Rosa acicularis","Forb","Forb","Big Trail",20,80,80,0.04475,0.073634,0.051413,0.466242,0.299056,0.203384
"rosase_AK2018_03","rosasc","Rosa acicularis","Forb","Forb","AK2018",20,80,80,0.051906,0.068637,0.047982,0.497234,0.296022,0.185198
"rosase_AK2018_01","rosasc","Rosa acicularis","Forb","Forb","AK2018",20,80,80,0.055849,0.073459,0.054785,0.52208,0.306838,0.189375
"241","toefeldia","Toefeldia sp.","Forb","Forb","Murphy",5,80,80,0.099312,0.172522,0.186877,0.464174,0.311186,0.214268
"240","toefeldia","Toefeldia sp.","Forb","Forb","Murphy",5,80,80,0.177949,0.238615,0.277772,0.496263,0.50775,0.417509
"239","toefeldia","Toefeldia sp.","Forb","Forb","Murphy",5,80,80,0.083898,0.133214,0.166634,0.429858,0.308488,0.206312
"243","toefeldia","Toefeldia sp.","Forb","Forb","Murphy",5,80,80,0.144248,0.178413,0.21543,0.318262,0.415482,0.34902
"242","toefeldia","Toefeldia sp.","Forb","Forb","Murphy",5,80,80,0.129087,0.201537,0.259166,0.485248,0.400464,0.309529
"calcan_00002","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid","Yukon_Delta",4,4,25,0.067764,0.098083,0.075485,0.409486,0.280089,0.186769
"calcan_00004","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid","Yukon_Delta",4,4,25,0.081806,0.108967,0.082509,0.480138,0.321175,0.210215
"calcan_00003","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid","Yukon_Delta",4,4,25,0.074399,0.103506,0.081356,0.454726,0.313247,0.197993
"calcan_00001","calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid","Yukon_Delta",4,4,25,0.072293,0.100389,0.077209,0.408717,0.282798,0.186851
"carlin_00002","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.120395,0.161896,0.165504,0.503725,0.337264,0.260615
"carlin_00001","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.088272,0.146195,0.122865,0.513893,0.278346,0.197626
"carram_00003","carram","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.063683,0.116647,0.179877,0.622683,0.361451,0.236312
"carlyn_00004","carlyn","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.091204,0.116401,0.114739,0.353435,0.27675,0.20936
"carlin_00002","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.10674,0.169866,0.1698,0.552476,0.306333,0.214947
"carlin_00004","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.111989,0.171802,0.153207,0.563572,0.301382,0.23118
"carlin_00003","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.100488,0.154037,0.131869,0.530167,0.3142,0.234825
"carlyn_00001","carlyn","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.12015,0.161493,0.157867,0.546808,0.370475,0.274325
"carlin_00001","carlin","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.078154,0.162366,0.160711,0.501007,0.264763,0.171044
"carlyn_00002","carlyn","Carex sp.","Graminoid_Sedge","Graminoid","Yukon_Delta",16,21,25,0.22647,0.262787,0.257492,0.6409,0.4633,0.384176
"erivag_Brooks008","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid","Brooks_Range",5,21,25,0.040864,0.078409,0.105437,0.529399,0.298663,0.067894
"erivag_Brooks007","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid","Brooks_Range",5,21,25,0.042259,0.079354,0.110152,0.515666,0.313247,0.061917
"erivag_Brooks003","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid","Brooks_Range",5,21,25,0.054014,0.091178,0.133848,0.404379,0.367341,0.029521
"erivag_Brooks002","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid","Brooks_Range",5,21,25,0.06322,0.111518,0.170576,0.488756,0.388082,0.055829
"erivag_Brooks004","erivag","Eriophorum vaginatum","Graminoid_Sedge","Graminoid","Brooks_Range",5,21,25,0.05307,0.102497,0.153476,0.574875,0.385455,0
"5","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.03989,0.046662,0.056726,0.099622,0.499741,0.441845
"2","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.044243,0.050708,0.064036,0.114949,0.504379,0.427622
"bryori_AK2018_03","bryoria","Bryoria sp.","Lichen_Dark","Lichen","AK2018",10,173,464,0.026071,0.029554,0.037173,0.068182,0.333279,0.282244
"bryori_AK2018_04","bryoria","Bryoria sp.","Lichen_Dark","Lichen","AK2018",10,173,464,0.023581,0.026132,0.030669,0.055542,0.293886,0.244028
"bryori_AK2018_02","bryoria","Bryoria sp.","Lichen_Dark","Lichen","AK2018",10,173,464,0.026768,0.028559,0.034444,0.058865,0.311947,0.295563
"bryori_AK2018_01","bryoria","Bryoria sp.","Lichen_Dark","Lichen","AK2018",10,173,464,0.024848,0.027416,0.034163,0.061104,0.317938,0.298392
"1","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.055031,0.063521,0.079334,0.143373,0.496667,0.38293
"6","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.066254,0.081667,0.107394,0.20978,0.501475,0.36456
"3","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.048003,0.0562,0.069212,0.125109,0.481061,0.389686
"4","bryoria","Bryoria sp.","Lichen_Dark","Lichen","Murphy",10,173,464,0.059115,0.07322,0.089831,0.180929,0.488906,0.364063
"14","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.154809,0.189169,0.262477,0.460354,0.268532,0.173106
"7","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.147639,0.200984,0.304254,0.49009,0.251786,0.154193
"13","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.079466,0.104513,0.152128,0.359615,0.197793,0.122883
"11","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.171054,0.229002,0.330723,0.643749,0.385507,0.255303
"15","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.116238,0.179611,0.266354,0.576511,0.295837,0.167555
"49","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.051911,0.061226,0.101954,0.273185,0.341529,0.218089
"8","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.110009,0.153932,0.230913,0.504354,0.268895,0.168312
"47","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.042751,0.050561,0.063559,0.116725,0.29544,0.274577
"9","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.074231,0.105494,0.18732,0.407378,0.251165,0.157084
"16","cetisl","Cetraria islandica","Lichen_Dark","Lichen","Murphy",14,173,464,0.140076,0.176332,0.260863,0.504035,0.302479,0.191707
"50","cetlae","Cetraria laevigata","Lichen_Dark","Lichen","Murphy",3,173,464,0.030472,0.030814,0.043124,0.126233,0.2572,0.174943
"52","cetlae","Cetraria laevigata","Lichen_Dark","Lichen","Murphy",3,173,464,0.037663,0.040492,0.071776,0.238153,0.386054,0.267796
"51","cetlae","Cetraria laevigata","Lichen_Dark","Lichen","Murphy",3,173,464,0.031114,0.032536,0.048964,0.17163,0.325314,0.20361
"17","clacor","Cladonia cornuta","Lichen_Dark","Lichen","Murphy",3,173,464,0.146907,0.208671,0.288664,0.635446,0.422798,0.320344
"18","clacor","Cladonia cornuta","Lichen_Dark","Lichen","Murphy",3,173,464,0.174765,0.254723,0.319744,0.751393,0.553853,0.428137
"19","clacor","Cladonia cornuta","Lichen_Dark","Lichen","Murphy",3,173,464,0.147136,0.185586,0.28597,0.598123,0.51926,0.40246
"8","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.250177,0.298952,0.277791,0.529268,0.279019,0.184837
"7","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.222956,0.277445,0.25627,0.548518,0.287697,0.195044
"9","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.214773,0.260437,0.259285,0.517389,0.228576,0.148833
"60","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Murphy",18,173,464,0.024098,0.024737,0.037857,0.128225,0.14459,0.101358
"10","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.185362,0.234337,0.208343,0.505092,0.25716,0.176242
"12","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.185728,0.240182,0.229813,0.491559,0.207585,0.140012
"58","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Murphy",18,173,464,0.043865,0.05428,0.09671,0.296657,0.366254,0.262261
"11","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Big Trail",18,173,464,0.225357,0.280262,0.249363,0.488468,0.238378,0.162665
"55","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Murphy",18,173,464,0.020684,0.022725,0.036234,0.114087,0.178108,0.120787
"56","clagra","Cladonia gracilis","Lichen_Dark","Lichen","Murphy",18,173,464,0.032628,0.036926,0.058658,0.145767,0.174395,0.117506
"clacucc_00002","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen","Yukon_Delta",14,173,464,0.263053,0.399347,0.481134,0.58796,0.411761,0.253794
"clacucc_00004","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen","Yukon_Delta",14,173,464,0.215925,0.352636,0.407169,0.495441,0.410997,0.279417
"clacucc_00003","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen","Yukon_Delta",14,173,464,0.35951,0.476717,0.550887,0.617705,0.392691,0.243709
"clacucc_00001","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen","Yukon_Delta",14,173,464,0.081727,0.10688,0.127691,0.189957,0.225661,0.162984
"clacucc_00005","clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen","Yukon_Delta",14,173,464,0.232048,0.330633,0.387535,0.471092,0.389946,0.255218
"53","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.144323,0.203577,0.258547,0.738358,0.529451,0.345214
"52","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.088226,0.126616,0.223467,0.652168,0.621445,0.445525
"hypaus_AK2018_02","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","AK2018",13,173,464,0.037414,0.044561,0.087767,0.298952,0.604651,0.432742
"56","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.074214,0.109013,0.217687,0.727183,0.593939,0.402382
"59","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.079401,0.113696,0.189052,0.460073,0.511122,0.360581
"55","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.053547,0.065905,0.11386,0.324458,0.502669,0.357244
"hypaus_AK2018_01","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","AK2018",13,173,464,0.037649,0.039193,0.052568,0.111623,0.370105,0.326179
"54","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.07743,0.106695,0.156457,0.45659,0.561753,0.410777
"hypaus_AK2018_03","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","AK2018",13,173,464,0.039396,0.043994,0.063683,0.137483,0.434724,0.398757
"60","hypaus","Hypogymnia austerodes","Lichen_Dark","Lichen","Murphy",13,173,464,0.079006,0.122388,0.213085,0.573756,0.626969,0.442015
"148","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.074765,0.071312,0.086149,0.170351,0.224326,0.160722
"147","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.039275,0.039776,0.048389,0.147794,0.192346,0.125793
"139","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.054497,0.054472,0.065909,0.145258,0.183786,0.131486
"141","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.079669,0.082014,0.10404,0.196964,0.336577,0.256756
"149","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.059685,0.070433,0.08722,0.206076,0.19579,0.131009
"140","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.121809,0.126644,0.169628,0.35367,0.568083,0.418729
"150","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.031374,0.032584,0.046466,0.129212,0.166653,0.110473
"151","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.036301,0.036945,0.049806,0.157433,0.234749,0.138143
"138","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.044964,0.044073,0.056006,0.156065,0.260411,0.163822
"143","masric","Masonhalea richardsonii","Lichen_Dark","Lichen","Murphy",14,173,464,0.075531,0.075066,0.088778,0.195921,0.534154,0.399556
"61","melanelia","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.072347,0.087944,0.127351,0.241986,0.483949,0.370243
"157","melhep","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.038002,0.03801,0.039868,0.065087,0.311053,0.283513
"159","melhep","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.035386,0.037151,0.04109,0.079431,0.247931,0.200017
"63","melanelia","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.055491,0.072377,0.115415,0.219316,0.319595,0.226956
"65","melanelia","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.050415,0.066977,0.099761,0.203213,0.275317,0.19073
"152","melhep","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.034597,0.035408,0.040247,0.076232,0.318412,0.294865
"62","melanelia","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.059586,0.087245,0.132757,0.294043,0.366237,0.255937
"155","melhep","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.039508,0.041345,0.044711,0.070622,0.231307,0.249898
"153","melhep","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.036183,0.037482,0.039643,0.062136,0.238421,0.24739
"64","melanelia","Melanelia sp.","Lichen_Dark","Lichen","Murphy",13,173,464,0.048384,0.067329,0.104603,0.204898,0.368392,0.282437
"93","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.094049,0.16675,0.223331,0.642731,0.451991,0.29319
"87","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.069203,0.190035,0.154678,0.651794,0.353419,0.235205
"pelapt_Brooks003","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Brooks_Range",14,173,464,0.097789,0.118194,0.185806,0.328456,0.619892,0.488707
"89","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.069011,0.255911,0.246918,0.75421,0.449369,0.289577
"86","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.051894,0.122958,0.125007,0.492581,0.423598,0.270689
"92","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.06978,0.169627,0.226677,0.624164,0.401535,0.241538
"94","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Murphy",14,173,464,0.110385,0.227238,0.281366,0.807746,0.538891,0.34832
"pelapt_Brooks004","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Brooks_Range",14,173,464,0.062143,0.077589,0.115324,0.261089,0.471636,0.348463
"pelapt_Brooks005","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Brooks_Range",14,173,464,0.06483,0.086343,0.144813,0.329862,0.516483,0.395112
"pelapt_Brooks001","pelapt","Peltigera apthosa","Lichen_Dark","Lichen","Brooks_Range",14,173,464,0.075364,0.09786,0.126122,0.342124,0.364923,0.254033
"pelmal_AK2018_04","pelmal","Peltigera malacea","Lichen_Dark","Lichen","AK2018",4,173,464,0.162463,0.199023,0.231596,0.599353,0.629407,0.471031
"pelmal_AK2018_03","pelmal","Peltigera malacea","Lichen_Dark","Lichen","AK2018",4,173,464,0.186159,0.212643,0.220934,0.629272,0.768452,0.57925
"pelmal_AK2018_02","pelmal","Peltigera malacea","Lichen_Dark","Lichen","AK2018",4,173,464,0.102209,0.131876,0.187154,0.577204,0.622798,0.452878
"pelmal_AK2018_01","pelmal","Peltigera malacea","Lichen_Dark","Lichen","AK2018",4,173,464,0.180454,0.248108,0.297438,0.491973,0.67013,0.528335
"101","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.061817,0.071132,0.075329,0.656281,0.38593,0.220403
"97","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.044035,0.047879,0.083069,0.513166,0.36403,0.205307
"100","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.062563,0.079247,0.078264,0.72616,0.41016,0.235982
"99","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.056352,0.067258,0.081311,0.542486,0.362354,0.210635
"95","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.061475,0.070668,0.118896,0.624642,0.432206,0.261073
"96","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.048136,0.061576,0.087053,0.565142,0.330973,0.192764
"98","pelsca","Peltigera scabrata","Lichen_Dark","Lichen","Murphy",7,173,464,0.063425,0.078395,0.069581,0.599318,0.311786,0.175573
"pelleu_AK2018_01","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen","AK2018",4,173,464,0.083943,0.120633,0.183025,0.40974,0.502651,0.401657
"pelleu_AK2018_04","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen","AK2018",4,173,464,0.126115,0.166629,0.203511,0.439719,0.553576,0.454162
"pelleu_AK2018_03","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen","AK2018",4,173,464,0.163285,0.210611,0.213458,0.488679,0.511573,0.38394
"pelleu_AK2018_02","pelleu","Peltigers leucophlebia","Lichen_Dark","Lichen","AK2018",4,173,464,0.081072,0.116121,0.162741,0.367373,0.483423,0.393768
"200","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.089901,0.149873,0.323716,0.4218,0.442981,0.367593
"195","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.080097,0.110541,0.201312,0.309408,0.377116,0.312786
"202","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.097136,0.136983,0.230446,0.316102,0.367353,0.312328
"201","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.097902,0.13745,0.228825,0.312151,0.370422,0.314209
"199","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.086202,0.146531,0.330345,0.431344,0.46174,0.381373
"196","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.070349,0.101338,0.196181,0.308444,0.423205,0.351894
"198","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.104316,0.144497,0.232314,0.320231,0.365871,0.311478
"194","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.078253,0.118633,0.234643,0.319729,0.391162,0.327572
"197","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.078565,0.109897,0.175372,0.238671,0.296784,0.258983
"192","orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen","Murphy",11,173,464,0.077266,0.110481,0.223427,0.3394,0.436906,0.374874
"213","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.102899,0.235989,0.243804,0.298272,0.393511,0.330505
"212","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.134626,0.203929,0.21055,0.25086,0.368813,0.32051
"208","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.1067,0.225094,0.235146,0.299977,0.37771,0.311392
"216","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.119299,0.192666,0.189609,0.216165,0.351025,0.310679
"215","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.118118,0.194554,0.204121,0.256906,0.410607,0.340841
"rhigeo_Brooks002","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Brooks_Range",18,173,464,0.064938,0.116477,0.127424,0.163191,0.233272,0.199518
"209","rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen","Murphy",18,173,464,0.083365,0.12653,0.130692,0.163618,0.349709,0.290589
