"","Functional_group1","Wavelength","Median_Reflectance","Max_Reflectance","Min_Reflectance","Pct_87_5_Reflectance","Pct_12_5_Reflectance","Upper_Reflectance","Lower_Reflectance"
"2450","Forb",1298,44.18775946,79.4516,0.0032,56.8123,36.72555,64.928825,33.548755
"2451","Forb",1299,44.102615075,79.4661,0.0029,56.7793,36.657175,64.778335,33.47062
"2452","Forb",1300,44.008880455,79.4781,0.0022,56.7365,36.5786625,64.626985,33.38993
"2453","Forb",1301,43.87543421,79.4877,0.0012,56.6855,36.4848125,64.47275,33.306135
"2454","Forb",1302,43.71688158,79.4942,4e-04,56.6332,36.3883625,64.39335,33.219505
"2455","Forb",1303,43.558328945,79.4969,0,56.586,36.2912,64.34481,33.130095
"2456","Forb",1304,43.4015,79.4938,0,56.5427,36.1935,64.28978,33.03772
"2457","Forb",1305,43.278093245,79.4875,0,56.4215648625,36.094125,64.231055,32.942685
"2458","Forb",1306,43.15102973,79.4821,0,56.26129459375,35.9918375,64.172975,32.84519
"2459","Forb",1307,43.021216215,79.4815,0,56.101661825,35.8859625,64.01049,32.746565
"2460","Forb",1308,42.889802705,79.4853,0,55.94371655625,35.7785875,63.832195,32.650655
"2461","Forb",1309,42.67290263,79.4901,0,55.7787793875,35.694,63.616269211,32.552295
"2462","Forb",1310,42.47429565,79.4925,0,55.61005986875,35.581,63.385659474,32.44794
"2463","Forb",1311,42.30518106,79.49,0,55.43785285,35.4513,63.146719737,32.33472
"2464","Forb",1312,42.15706965,79.4846,0,55.3243,35.3,62.900555,32.21385
"2465","Forb",1313,41.987367075,79.4767,0,55.2337,35.141875,62.642717705,31.99855
"2466","Forb",1314,41.815302205,79.4668,0,55.14045,34.9981,62.3268654015,31.846435
"2467","Forb",1315,41.730459,79.4539,0,55.0453625,34.85355,62.0102781065,31.8202
"2468","Forb",1316,41.6530482,79.4385,0,54.9475125,34.7067125,61.6874945985,31.7035
"2469","Forb",1317,41.52383108,79.4224,0,54.845775,34.5185996625,61.351363246,31.5619
"2470","Forb",1318,41.46090135,79.4077,0,54.6927618225,34.4354,61.0143618935,31.4195
"2471","Forb",1319,41.3810224,79.3953,0,54.50262838,34.2824,60.676655541,31.29601
"2472","Forb",1320,41.3374,79.3834,0,54.30575329125,34.1268,60.3889,31.17411
"2473","Forb",1321,41.211723685,79.3701,0,54.10509210625,33.9683,60.11392,31.048875
"2474","Forb",1322,41.0195234,79.3536,0,53.90443092125,33.8064,59.830975,30.91939
"2475","Forb",1323,40.824007425,79.3349,0,53.70276973625,33.6330125,59.538355,30.78521
"2476","Forb",1324,40.57665541,79.3139,0,53.48227533875,33.530075,59.23929,30.647605
"2477","Forb",1325,40.27091216,79.2903,0,53.25701013625,33.4539875,58.937665,30.508185
"2478","Forb",1326,39.965168915,79.263,0,53.03230743375,33.294925,58.63603,30.36776
"2479","Forb",1327,39.733444735,79.2315,0,52.74208059125,33.1146375,58.331345,30.22494
"2480","Forb",1328,39.56405,79.1981,0,52.375386515,32.9311,58.02564,30.080975
"2481","Forb",1329,39.51,79.1652,0,52.00869243875,32.7462625,57.72162,29.93753
"2482","Forb",1330,39.45355,79.1344,0,51.6419983525,32.5602625,57.421015,29.79552
"2483","Forb",1331,39.3943,79.1044,0,51.290221285,32.3721875,57.122365,29.65424
"2484","Forb",1332,39.2476,79.0738,0,51.06216723125,32.1835125,56.82403,29.512445
"2485","Forb",1333,39.0774,79.0412,0,50.8095094625,31.9955875,56.52437,29.368975
"2486","Forb",1334,38.87328919,79.0086,0,50.5457277,31.8074875,56.220985,29.221925
"2487","Forb",1335,38.70349189,78.9751,0,50.29565776875,31.619425,55.91635,29.073155
"2488","Forb",1336,38.53222973,78.9368,0,50.05555405625,31.43345,55.614995,28.926265
"2489","Forb",1337,38.359145945,78.8901,0,49.8231125,31.2983625,55.32115,28.7846
"2490","Forb",1338,38.172466215,78.835,0,49.634175,31.1727125,55.033445,28.64777
"2491","Forb",1339,38.038722975,78.7742,0,49.446675,31.070175,54.7811712165,28.513775
"2492","Forb",1340,37.93949625,78.7107,0,49.2588,30.9766625,54.520222567,28.381355
"2493","Forb",1341,37.82227035,78.6461,0,49.069275,30.81595608125,54.262418919,28.249345
"2494","Forb",1342,37.70644035,78.5784,0,48.8793375,30.65048881875,54.017391052,28.118635
"2495","Forb",1343,37.58608421,78.5088,0,48.688475,30.48862039375,53.7748463165,27.98915
"2496","Forb",1344,37.444232455,78.4393,0,48.49009375,30.328064475,53.5170356575,27.86056
"2497","Forb",1345,37.279868425,78.3698,0,48.27403125,30.16945855,53.2455486835,27.732565
"2498","Forb",1346,37.105777025,78.2994,0,48.0451376675,30.010586825,52.9767616885,27.605315
"2499","Forb",1347,36.89318018,78.2301,0,47.796091215,29.8497976375,52.708454662,27.479215
"2500","Forb",1348,36.68692762,78.1638,0,47.5450447625,29.68900844375,52.4602926355,27.35426
"2501","Forb",1349,36.435610255,78.1007,0,47.28490135,29.52825675625,52.3082,27.230535
"2502","Forb",1350,36.3130068,78.0399,0,46.90442973125,29.39671756875,52.191,27.108005
"2503","Forb",1351,36.1538771,77.9817,0,46.6225375,29.30746452875,52.077,26.986895
"2504","Forb",1352,36.03206225,77.9266,0,46.303254505,29.2233885125,51.7833191885,26.86759
"2505","Forb",1353,35.927729385,77.8767,0,45.929897225,29.139375,51.32444,26.7543
"2506","Forb",1354,35.724638225,77.8288,0,45.48464868125,29.01975,51.066805,26.64229
"2507","Forb",1355,35.482938595,77.7786,0,45.0564657875,28.8614375,50.8481,26.52792
"2508","Forb",1356,35.18732456,77.7224,0,44.69038618125,28.6958875,50.536715987,26.40831
"2509","Forb",1357,34.92918919,77.6615,0,44.3865125,28.525625,50.0614093565,26.243211754
"2510","Forb",1358,34.809752255,77.5985,0,44.2215375,28.3498,49.733855,26.0485979755
"2511","Forb",1359,34.692184685,77.5358,0,44.05585,28.167125,49.45443,25.775393787
"2512","Forb",1360,34.574617115,77.4732,0,43.8912375,27.9781625,49.17462,25.5050545985
"2513","Forb",1361,34.49181982,77.4097,0,43.72705,27.783475,48.89286,25.3353459425
"2514","Forb",1362,34.39547297,77.3479,0,43.5594875,27.5779,48.60372,25.253502836
"2515","Forb",1363,34.27672973,77.2907,0,43.37752702875,27.3608625,48.302335,25.1661247295
"2516","Forb",1364,34.07112162,77.2393,0,43.17715033875,27.1766706075,47.994015,25.078746623
"2517","Forb",1365,33.93441081,77.1914,0,43.0267,26.97994763625,47.676125,25.0322604015
"2518","Forb",1366,33.7602368,77.1439,0,42.8330875,26.77142905375,47.38116,24.994242164
"2519","Forb",1367,33.58463964,77.0947,0,42.621075,26.55284797125,47.2730275,24.954453918
"2520","Forb",1368,33.444455145,77.0464,0,42.45245,26.33067105125,46.9513029935,24.799385
"2521","Forb",1369,33.256374785,76.9971,0,42.3181,26.0394,46.597810427,24.61433
"2522","Forb",1370,33.058947075,76.943,0,42.1747875,25.7261,46.227657862,24.541735
"2523","Forb",1371,32.80999635,76.8816,0,42.0222375,25.3977,46.0766833885,24.330785
"2524","Forb",1372,32.60355505,76.8145,0,41.9357,25.062275,45.931290537,24.007755
"2525","Forb",1373,32.5026,76.7432,0,41.8914,24.702175,45.7401756755,23.6579
"2526","Forb",1374,32.4707,76.6691,0,41.7204375,24.3372641875,45.549060814,23.2749
"2527","Forb",1375,32.0675,76.5919,0,41.5709875,24.13508446125,45.357945944,22.8623
"2528","Forb",1376,31.8128,76.5109,0,41.4035,23.966587835,45.141027024,22.4233
"2529","Forb",1377,31.46027838,76.4281,0,41.3505,23.7806925675,44.9069054025,21.9633
"2530","Forb",1378,31.164564865,76.3457,0,41.2947,23.59479729375,44.6507701135,21.4873
"2531","Forb",1379,30.920596845,76.2671,0,40.7999625,23.40890202625,44.4298002705,20.9926
"2532","Forb",1380,30.693074775,76.1881,0,40.086525,23.1661486525,44.0700008465,20.4798
"2533","Forb",1381,30.3122,76.102,0,39.4919244,22.7412,43.5871445445,19.9529
"2534","Forb",1382,29.91483108,76.0029,0,38.9442866,22.1132,43.313181352,19.4135
"2535","Forb",1383,29.59415811,75.8913,0,38.704251125,21.4656,43.075301506,18.8545
"2536","Forb",1384,29.51889865,75.7722,0,38.57952533875,20.8084,42.897649857,18.286
"2537","Forb",1385,29.34043243,75.6509,0,38.5167652025,20.1545,42.772626448,17.78628
"2538","Forb",1386,29.244575675,75.5305,0,38.45072094375,19.5097,42.5868058115,17.2318
"2539","Forb",1387,29.02083784,75.4084,0,38.228089525,18.8667,41.995497744,16.67942
"2540","Forb",1388,28.56566179,75.2831,0,37.56183614875,18.2283,41.369987519,16.130705
"2541","Forb",1389,28.180409785,75.1532,0,37.015737615,17.7108,41.278473948,15.58789
"2542","Forb",1390,27.66425676,75.0195,0,36.76598930125,17.218125,41.168998026,15.047085
"2543","Forb",1391,27.205657895,74.882,0,36.6333,16.764125,40.6357981405,14.509455
"2544","Forb",1392,26.820592105,74.7382,0,36.4975,16.3167125,40.3587,13.984565
"2545","Forb",1393,26.510921055,74.5855,0,36.3546,15.8664125,39.9148,13.481055
"2546","Forb",1394,26.20125,74.4246,0,36.2078,15.33445,39.4892542845,12.99501
"2547","Forb",1395,25.845101355,74.2562,0,35.8692625,14.8193375,38.949111274,12.526325
"2548","Forb",1396,25.423918915,74.0801,0,35.723,14.3259875,38.431155,12.078255
"2549","Forb",1397,24.95087838,73.8965,0,35.42112330875,13.857675,37.962,11.65305
"2550","Forb",1398,24.48029054,73.7055,0,34.92494932875,13.4108625,37.5078,11.24829
"2551","Forb",1399,24.098693695,73.5067,0,34.40432094625,12.9876875,37.2612,10.865475
"2552","Forb",1400,23.76743243,73.2994,0,33.873510135,12.5673,37.1091,10.50675
"2553","Forb",1401,23.43617117,73.083,0,33.34269932375,12.176,36.9554,10.1744
"2554","Forb",1402,22.89820721,72.858,0,32.6715,11.8144,36.7974,9.86674
"2555","Forb",1403,22.124668915,72.6256,0,32.383799325,11.4774,36.634,9.57944
"2556","Forb",1404,21.203993245,72.3869,0,31.74269214375,11.1597,36.4639,9.308305
"2557","Forb",1405,20.36743919,72.1417,0,30.8580004225,10.8634,36.10595857,9.056395
"2558","Forb",1406,19.502067565,71.8894,0,30.110451435,10.5893,35.1596664835,8.837755
"2559","Forb",1407,18.641864865,71.6308,0,29.9112,10.3344,34.384565,8.63438
"2560","Forb",1408,17.781662165,71.3658,0,29.46625202875,10.096,34.095725,8.44471
"2561","Forb",1409,16.996554055,71.0915,0,29.1693,9.8771,33.818705,8.270975
"2562","Forb",1410,16.433490995,70.812,0,28.988,9.6756,33.552845,8.110915
"2563","Forb",1411,15.864387385,70.5325,0,28.8061,9.4877,33.297035,7.961155
"2564","Forb",1412,15.307364865,70.2557,0,28.42039420625,9.3118,33.050265,7.820095
"2565","Forb",1413,14.80269144,69.9778,0,28.022938225,9.1501,32.81265,7.689725
"2566","Forb",1414,14.33419595,69.7022,0,27.667975,8.9921,32.58585,7.568735
"2567","Forb",1415,13.863993245,69.4327,0,27.349041665,8.8618,32.371655,7.4558
"2568","Forb",1416,13.45826892,69.1708,0,27.01150000125,8.593084459875,32.17047,7.343095
"2569","Forb",1417,13.267506305,68.9144,0,26.7335,8.2963783785,31.98169,7.23928
"2570","Forb",1418,13.00185122,68.662,0,26.5469,7.98976891875,31.80453,7.143135
"2571","Forb",1419,12.74963665,68.4119,0,26.3658,7.761840540625,31.638875,7.053185
"2572","Forb",1420,12.448364865,68.1641,0,26.1889,7.6079,31.48615,6.970345
"2573","Forb",1421,12.192013515,67.9195,0,26.0171,7.502155405375,31.344695,6.8401
"2574","Forb",1422,11.935662165,67.6787,0,25.8525,7.414552364875,31.21194,6.7761
"2575","Forb",1423,11.65712613,67.4412,0,25.6969,7.3300125,31.086465,6.71131
"2576","Forb",1424,11.486734685,67.2045,0,25.5496,7.2701875,30.970825,6.65741
"2577","Forb",1425,11.379527025,66.974,0,25.4095,7.2148,30.862115,6.60847
"2578","Forb",1426,11.258355855,66.7557,0,25.2757,7.163075,30.756695,6.563485
"2579","Forb",1427,11.137184685,66.5506,0,25.1477,7.097925,30.65224,6.522325
"2580","Forb",1428,11.028783785,66.356,0,25.026,7.038375,30.550745,6.485335
"2581","Forb",1429,10.94137973,66.1749,0,24.9111,6.9766875,30.454695,6.452355
"2582","Forb",1430,10.867,66.0108,0,24.8035,6.9291625,30.366575,6.42324
"2583","Forb",1431,10.80895,65.8682,0,24.7032,6.8833625,30.286055,6.396845
"2584","Forb",1432,10.744594595,65.7414,0,24.6101,6.8390875,30.212425,6.369655
"2585","Forb",1433,10.6685473,65.6213,0,24.5242,6.78585,30.14563,6.34488
"2586","Forb",1434,10.579695945,65.5004,0,24.446,6.7392375,30.085935,6.3109343246
"2587","Forb",1435,10.48010135,65.3826,0,24.3766,6.645575,30.03414,6.2782
"2588","Forb",1436,10.355439185,65.2691,0,24.3139,6.5846,29.98862,6.25989459455
"2589","Forb",1437,10.25846892,65.1598,0,24.255,6.5683,29.9472,6.23449851355
"2590","Forb",1438,10.189214415,65.0541,0,24.1976,6.5537,29.90843,6.1447574324
"2591","Forb",1439,10.12640856,64.9518,0,24.1429,6.5406,29.873605,6.04940837835
"2592","Forb",1440,10.070254055,64.8547,0,24.094,6.5295,29.84309,5.9588206757
"2593","Forb",1441,9.98748784,64.7644,0,24.0543,6.5208,29.81748,5.8742679729
"2594","Forb",1442,9.9588,64.6799,0,24.0259,6.5151,29.797165,5.78963027025
"2595","Forb",1443,9.9307,64.6012,0,24.006,6.5117,29.781595,5.7035268919
"2596","Forb",1444,9.87985,64.5309,0,23.9911,6.5099,29.77015,5.61097
"2597","Forb",1445,9.79845,64.4711,0,23.9783,6.508015202875,29.762345,5.56808
"2598","Forb",1446,9.79205,64.4226,0,23.97,6.478951013625,29.75887,5.55242
"2599","Forb",1447,9.75655,64.3828,0,23.965,6.441929054125,29.759115,5.54051270265
"2600","Forb",1448,9.726531081,64.3488,0,23.9603,6.39193378375,29.76232,5.533525
"2601","Forb",1449,9.6943,64.3191,0,23.9535,6.3401,29.767405,5.53049
"2602","Forb",1450,9.6889,64.2958,0,23.945,6.28120878375,29.774625,5.526985
"2603","Forb",1451,9.6678905405,64.2772,0,23.9385,6.2713125,29.78531,5.52505
"2604","Forb",1452,9.6628,64.2615,0,23.9373,6.272712838,29.800705,5.5263
"2605","Forb",1453,9.6684,64.248,0,23.943,6.259785473125,29.82127,5.52806
"2606","Forb",1454,9.6819,64.2377,0,23.9537,6.2637875,29.84648,5.53043
"2607","Forb",1455,9.69575,64.2311,0,23.9677,6.2746125,29.875455,5.536035
"2608","Forb",1456,9.7212,64.2289,0,23.9835,6.2873625,29.907845,5.5456
"2609","Forb",1457,9.7488,64.2329,0,24.003,6.30285,29.94447,5.559065
"2610","Forb",1458,9.7805,64.2406,0,24.0249,6.3206,29.98451,5.57743
"2611","Forb",1459,9.8153,64.2486,0,24.0466,6.3400375,30.026745,5.60003
"2612","Forb",1460,9.8519,64.2531,0,24.0657,6.3604375,30.07055,5.623525
"2613","Forb",1461,9.8908,64.2535,0,24.0829,6.381875,30.116915,5.647785
"2614","Forb",1462,9.9329,64.2564,0,24.1002,6.4053875,30.164715,5.67362
"2615","Forb",1463,9.9794,64.269,0,24.1197,6.43185,30.21239,5.701645
"2616","Forb",1464,10.0307,64.2959,0,24.1427,6.4677516895,30.25874,5.73341
"2617","Forb",1465,10.0862,64.3325,0,24.1677,6.530244932625,30.304945,5.768165
"2618","Forb",1466,10.1454,64.3716,0,24.1932,6.594434121625,30.352405,5.807535
"2619","Forb",1467,10.2082,64.4067,0,24.2177,6.658623311,30.402545,5.846185
"2620","Forb",1468,10.2744,64.44,0,24.2399,6.710625,30.452415,5.88712
"2621","Forb",1469,10.3442,64.4725,0,24.262,6.753047297125,30.504735,5.929755
"2622","Forb",1470,10.418,64.5031,0,24.2869,6.7905489865,30.564265,5.97236
"2623","Forb",1471,10.4961,64.5305,0,24.3166,6.824417229875,30.6356,6.016455
"2624","Forb",1472,10.5755,64.5541,0,24.3498,6.8572375,30.717885,6.062505
"2625","Forb",1473,10.65785,64.5768,0,24.3861,6.9059,30.806445,6.11042
"2626","Forb",1474,10.7509,64.6016,0,24.4259,6.9677,30.896325,6.16058
"2627","Forb",1475,10.8454,64.6283,0,24.4707,7.0326,30.98563,6.21193
"2628","Forb",1476,10.9413,64.6557,0,24.5202,7.1004,31.07679,6.26474
"2629","Forb",1477,11.0382,64.6869,0,24.5702,7.1708,31.17017,6.31916
"2630","Forb",1478,11.136,64.7254,0,24.6165,7.236449324375,31.26615,6.375445
"2631","Forb",1479,11.19005,64.7735,0,24.659,7.2964375,31.36469,6.43421
"2632","Forb",1480,11.222685585,64.8275,0,24.6995,7.360102026875,31.465735,6.495085
"2633","Forb",1481,11.29429345,64.8825,0,24.7628625,7.407,31.56956,6.55735923415
"2634","Forb",1482,11.378044705,64.9363,0,24.840825,7.4879,31.67661,6.56209135165
"2635","Forb",1483,11.450672285,64.9934,0,24.953725,7.5713,31.770505,6.5679831978
"2636","Forb",1484,11.52693303,65.048,0,25.071625,7.6413716215,31.824025,6.57423108115
"2637","Forb",1485,11.604568425,65.0933,0,25.18845,7.6719459455,31.87773,6.57878396365
"2638","Forb",1486,11.68334152,65.1224,0,25.3029375,7.7025202705,31.932485,6.583336847
"2639","Forb",1487,11.77120855,65.1393,0,25.41665,7.740999999875,31.9873,6.59730864835
"2640","Forb",1488,11.8752033,65.1551,0,25.531875,7.784750000375,32.04194,6.6175747295
"2641","Forb",1489,11.9799392,65.1803,0,25.6792375,7.833325,32.095655,6.64126081065
"2642","Forb",1490,12.08542965,65.2133,0,25.8034875,7.87891891875,32.14046,6.6639718918
"2643","Forb",1491,12.1825,65.2514,0,25.9134,7.923753378375,32.18514,6.69254108115
"2644","Forb",1492,12.2834,65.2956,0,26.0223875,7.976118243625,32.23013,6.72291617075
"2645","Forb",1493,12.37795,65.3481,0,26.129775,8.02848310825,32.27536,6.7535762612
"2646","Forb",1494,12.4712,65.4105,0,26.2318,8.084878472125,32.319345,6.78790351855
"2647","Forb",1495,12.561216665,65.4766,0,26.2796,8.15739583325,32.365165,6.83701944435
"2648","Forb",1496,12.64123889,65.5392,0,26.3304,8.229913194625,32.416055,6.88736537015
"2649","Forb",1497,12.72306111,65.5955,0,26.3856,8.302430555375,32.475385,6.93666129595
"2650","Forb",1498,12.811916215,65.649,0,26.4441,8.379751689375,32.54121,6.991973153
"2651","Forb",1499,12.905343245,65.7006,0,26.5039,8.460275337875,32.60794,7.0482256306
"2652","Forb",1500,12.99912027,65.751,0,26.5631,8.540798986375,32.67041,7.1089387838
"2653","Forb",1501,13.093597295,65.8,0,26.6236,8.621322634875,32.72961,7.1767321622
"2654","Forb",1502,13.196320445,65.8475,0,26.7283,8.702472973125,32.78653,7.2445497297
"2655","Forb",1503,13.30813186,65.8939,0,26.8317,8.771866554125,32.84024,7.3117655406
"2656","Forb",1504,13.420610225,65.9392,0,26.9313,8.840072635125,32.88957,7.37881135135
"2657","Forb",1505,13.53472635,65.9831,0,27.0266,8.907291666625,32.935155,7.4462644445
"2658","Forb",1506,13.6540644,66.0263,0,27.0931,8.975562500125,32.977555,7.51628166665
"2659","Forb",1507,13.7732449,66.0695,0,27.1272,9.04464583325,33.017345,7.59437388895
"2660","Forb",1508,13.8927152,66.1147,0,27.1639,9.11510416675,33.05462,7.6725511111
"2661","Forb",1509,14.0112475,66.161,0,27.2013,9.19009223,33.08922,7.7504794594
"2662","Forb",1510,14.1289542,66.2045,0,27.2382,9.260735585625,33.12115,7.82696689195
"2663","Forb",1511,14.2464013,66.2409,0,27.2973875,9.32829741,33.150305,7.90166932435
"2664","Forb",1512,14.36409445,66.2699,0,27.3608375,9.395596734375,33.175135,7.97637175675
"2665","Forb",1513,14.48519002,66.2941,0,27.4527750375,9.468320383125,33.19767,8.0520471622
"2666","Forb",1514,14.60677966,66.3164,0,27.60994159375,9.541625900625,33.22083,8.12570567565
"2667","Forb",1515,14.727923855,66.3375,0,27.76680814375,9.61496891875,33.24702,8.21525918925
"2668","Forb",1516,14.84572491,66.3537,0,27.9057899775,9.68706388875,33.274655,8.29786388895
"2669","Forb",1517,14.9656956,66.3714,0,28.04232319875,9.754791667,33.30366,8.38021333335
"2670","Forb",1518,15.085666295,66.3977,0,28.17866892,9.83465277775,33.334005,8.47148777775
"2671","Forb",1519,15.20563698,66.4379,0,28.2830375,9.914513889125,33.366645,8.56284722215
"2672","Forb",1520,15.32108888,66.4869,0,28.385425,9.996424549,33.40102,8.65537108115
"2673","Forb",1521,15.43356289,66.537,0,28.487225,10.079701575,33.43551,8.74416621625
"2674","Forb",1522,15.546036905,66.581,0,28.58835,10.1744763525,33.46868,8.82616135135
"2675","Forb",1523,15.658510915,66.6206,0,28.689425,10.27211148625,33.502825,8.90807148645
"2676","Forb",1524,15.77854152,66.6584,0,28.789675,10.36989865125,33.53586,8.98872878385
"2677","Forb",1525,15.89970114,66.6964,0,28.8880125,10.46770270375,33.56453,9.07187243245
"2678","Forb",1526,16.034893245,66.7362,0,28.9918125,10.56550676,33.58595,9.15620608105
"2679","Forb",1527,16.17397222,66.7769,0,29.1059,10.66437499625,33.600435,9.2407944444
"2680","Forb",1528,16.315033335,66.8173,0,29.1754,10.76750000125,33.612695,9.3268266666
"2681","Forb",1529,16.447919275,66.856,0,29.187575,10.8706250025,33.627395,9.41719388895
"2682","Forb",1530,16.578916485,66.8939,0,29.22775,10.9737499975,33.645735,9.50756111115
"2683","Forb",1531,16.7091301,66.9308,0,29.266975,11.0754375,33.66536,9.5976794595
"2684","Forb",1532,16.83889346,66.9651,0,29.3960375,11.161875,33.684215,9.68865189195
"2685","Forb",1533,16.96887327,66.9952,0,29.53085,11.2498125,33.700445,9.78106932425
"2686","Forb",1534,17.09910373,67.0217,0,29.66265,11.33925,33.714935,9.8734867567
"2687","Forb",1535,17.227126815,67.0449,0,29.7879375,11.4267010125,33.72777,9.9660258108
"2688","Forb",1536,17.354570475,67.0648,0,29.9102375,11.51366047125,33.73841,10.0554333784
"2689","Forb",1537,17.482552935,67.0797,0,30.002925,11.60036993375,33.746615,10.143395946
"2690","Forb",1538,17.609810475,67.089,0,30.0882,11.688377775,33.75257,10.2314994444
"2691","Forb",1539,17.73582788,67.0986,0,30.1705,11.78015416875,33.756625,10.319741666
"2692","Forb",1540,17.86171624,67.1145,0,30.2513625,11.87095555625,33.75913,10.4124888885
"2693","Forb",1541,17.98757515,67.1388,0,30.329125,11.96025694375,33.75817,10.505236111
"2694","Forb",1542,18.114183685,67.1671,0,30.4049,12.04930574375,33.755505,10.5978966215
"2695","Forb",1543,18.240744995,67.1941,0,30.4813,12.13889865,33.75463,10.688374325
"2696","Forb",1544,18.3672341,67.2155,0,30.544925,12.22931655625,33.76317,10.775707027
"2697","Forb",1545,18.49454186,67.2326,0,30.6022375,12.3200719625,33.880565,10.863124729
"2698","Forb",1546,18.6191438,67.2476,0,30.6298,12.4089875,33.99909,10.9502749995
"2699","Forb",1547,18.747642355,67.2625,0,30.647,12.498427775,34.11607,11.0405500005
"2700","Forb",1548,18.88743941,67.2783,0,30.6963,12.58936805625,34.23092,11.132185
"2701","Forb",1549,19.026443245,67.2939,0,30.7976375,12.68208074375,34.344765,11.22377554
"2702","Forb",1550,19.165071005,67.3088,0,30.8753125,12.77574155625,34.3822,11.315120676
"2703","Forb",1551,19.303558315,67.3224,0,30.9471,12.8676023625,34.3877,11.4032358105
"2704","Forb",1552,19.441159375,67.3356,0,31.0452,12.957738175,34.4235131475,11.4912659465
"2705","Forb",1553,19.57766585,67.3477,0,31.1427,13.04687083125,34.543977252,11.579591666
"2706","Forb",1554,19.71353145,67.3571,0,31.2385,13.135497225,34.6601321175,11.667547778
"2707","Forb",1555,19.8273553,67.3615,0,31.3312,13.22996528,34.7710169815,11.7549088885
"2708","Forb",1556,19.9326511,67.3597,0,31.414475,13.3271875,34.875526847,11.8423550005
"2709","Forb",1557,20.0374602,67.3573,0,31.491125,13.417052365,34.970915,11.9288921625
"2710","Forb",1558,20.14249645,67.3607,0,31.567275,13.50691723375,35.05476,12.0162793245
"2711","Forb",1559,20.2479506,67.3734,0,31.67194731875,13.5967820925,35.143825,12.1038364865
"2712","Forb",1560,20.3534567,67.3916,0,31.7754,13.68807292,35.235555,12.1916841665
"2713","Forb",1561,20.45496574,67.4103,0,31.8637,13.78269097125,35.3225,12.279246389
"2714","Forb",1562,20.545467595,67.4248,0,31.95637736375,13.87730902875,35.3425,12.3606886115
"2715","Forb",1563,20.646819445,67.4361,0,32.0596881775,13.97192708,35.3641,12.442130834
"2716","Forb",1564,20.74258243,67.4461,0,32.1576875,14.05706925875,35.3859,12.5229139195
"2717","Forb",1565,20.83637162,67.4561,0,32.240625,14.13815033875,35.4061,12.5937609465
"2718","Forb",1566,20.93051081,67.4667,0,32.324425,14.21923141625,35.4233,12.6878979735
"2719","Forb",1567,21.0341,67.4771,0,32.4089375,14.3003125,35.4384,12.7711550005
"2720","Forb",1568,21.1437,67.4879,0,32.4925125,14.39805555375,35.4528,12.855386667
"2721","Forb",1569,21.2536,67.4997,0,32.5721875,14.4957986075,35.468,12.9435283335
"2722","Forb",1570,21.3654,67.5129,0,32.6440375,14.5935416675,35.4838,13.032605
"2723","Forb",1571,21.4772,67.5269,0,32.7134875,14.68982638625,35.4998,13.110100555
"2724","Forb",1572,21.5858,67.5408,0,32.7812375,14.78392361375,35.5161,13.172009445
"2725","Forb",1573,21.6879,67.5534,0,32.8470875,14.87802083125,35.5322,13.2272883335
"2726","Forb",1574,21.7838,67.564,0,32.908975,14.972118055,35.5465,13.282737222
"2727","Forb",1575,21.8773,67.5755,0,32.9734625,15.0583023675,35.5626,13.338706621
"2728","Forb",1576,21.9718,67.5914,0,33.0629875,15.14250844625,35.5843,13.395783648
"2729","Forb",1577,22.069,67.6137,3e-04,33.1537875,15.226714525,35.6137,13.454645675
"2730","Forb",1578,22.1669,67.6406,8e-04,33.2452,15.3114236125,35.6488,13.514939167
"2731","Forb",1579,22.2655,67.67,0.0012,33.3375,15.400659725,35.690065,13.5745158335
"2732","Forb",1580,22.3647,67.6995,0.0013,33.4310875,15.48989583125,35.743265,13.6328175
"2733","Forb",1581,22.4656,67.729,0.001,33.53069791875,15.57913194375,35.803475,13.6908641665
"2734","Forb",1582,22.5668,67.76,5e-04,33.63743074375,15.66348817375,35.86552,13.7481491895
"2735","Forb",1583,22.6665,67.7937,1e-04,33.7388,15.74296452375,35.920805,13.8034825675
"2736","Forb",1584,22.7639,67.8319,0,33.8233,15.8224408775,35.96188,13.8557559455
"2737","Forb",1585,22.8602,67.8747,0,33.9038125,15.9019172275,35.991615,13.905224325
"2738","Forb",1586,22.9537,67.9186,0,33.9888,15.98413194,36.017525,13.9531072215
"2739","Forb",1587,23.0423,67.9597,0,34.0721875,16.06703125,36.07571,14.0017199995
"2740","Forb",1588,23.1232,67.9968,0,34.1517125,16.14993056,36.172165,14.0512677775
"2741","Forb",1589,23.1993,68.032,0,34.22905,16.231649305,36.267495,14.101013334
"2742","Forb",1590,23.2758,68.0678,0,34.301675,16.3086458325,36.36181,14.150955
"2743","Forb",1591,23.3576,68.1066,0,34.3698,16.38564236,36.455385,14.200981666
"2744","Forb",1592,23.4436,68.1497,0,34.43425,16.46263889,36.5482,14.2534705565
"2745","Forb",1593,23.5308,68.1925,0,34.4981125,16.53696790375,36.639905,14.3181166695
"2746","Forb",1594,23.6164,68.2298,0,34.5593,16.60951857875,36.72984,14.3815333305
"2747","Forb",1595,23.6997,68.2578,0,34.61605,16.67213006625,36.817715,14.4445
"2748","Forb",1596,23.7821,68.2796,0,34.6994203125,16.7335118225,36.90379,14.5071516695
