"","Functional_group1","Wavelength","Median_Reflectance","Max_Reflectance","Min_Reflectance","Pct_87_5_Reflectance","Pct_12_5_Reflectance","Upper_Reflectance","Lower_Reflectance"
"9046","Moss",1441,21.6469,51.1942,4.8855,35.0617,8.0337,43.854835,6.39808
"9047","Moss",1442,21.6024,51.13,4.8702,35.029275,8.0191,43.78407,6.37994
"9048","Moss",1443,21.5636,51.0764,4.8563,35.0037,8.007,43.72459,6.3641
"9049","Moss",1444,21.52925,51.0304,4.8441,34.983275,7.9971,43.674585,6.35069
"9050","Moss",1445,21.49845,50.9899,4.8343,34.9664625,7.9893,43.63304,6.339925
"9051","Moss",1446,21.472,50.9571,4.8271,34.9556625,7.9847,43.60359,6.333195
"9052","Moss",1447,21.4495,50.9306,4.8217,34.9487125,7.9819,43.58208,6.3284
"9053","Moss",1448,21.42975,50.9073,4.8167,34.942125,7.9789,43.561925,6.323145
"9054","Moss",1449,21.4124,50.8851,4.8111,34.9332125,7.9741,43.53833,6.315155
"9055","Moss",1450,21.3978,50.8651,4.8054,34.9231125,7.9681,43.513715,6.305625
"9056","Moss",1451,21.38595,50.8489,4.8004,34.9144625,7.9626,43.491815,6.29612
"9057","Moss",1452,21.3764,50.8381,4.797,34.909975,7.9598,43.476445,6.288655
"9058","Moss",1453,21.36945,50.8334,4.7956,34.9111875,7.9601,43.46895,6.28323
"9059","Moss",1454,21.36505,50.834,4.7956,34.9164625,7.9625,43.467285,6.279165
"9060","Moss",1455,21.36275,50.8388,4.7966,34.9235,7.9669,43.47044,6.277175
"9061","Moss",1456,21.3621,50.8473,4.7979,34.9298375,7.9731,43.47761,6.27797
"9062","Moss",1457,21.36355,50.862,4.7992,34.9350125,7.9815,43.489265,6.28182
"9063","Moss",1458,21.3669,50.8802,4.8013,34.940875,7.9917,43.50529,6.287955
"9064","Moss",1459,21.3715,50.8975,4.8051,34.949525,8.0032,43.524875,6.29543
"9065","Moss",1460,21.3768,50.9095,4.8115,34.9623875,8.0153,43.54752,6.30359
"9066","Moss",1461,21.38295,50.9171,4.8201,34.978575,8.0279,43.57312,6.312825
"9067","Moss",1462,21.39055,50.9247,4.8306,34.998075,8.0423,43.602885,6.323295
"9068","Moss",1463,21.40005,50.9371,4.8431,35.021,8.0596,43.637815,6.33526
"9069","Moss",1464,21.41195,50.956,4.8578,35.0481,8.0806,43.679635,6.348615
"9070","Moss",1465,21.42595,50.979,4.8745,35.078825,8.1044,43.72713,6.363175
"9071","Moss",1466,21.4409,51.0043,4.8927,35.1120125,8.1301,43.77706,6.37935
"9072","Moss",1467,21.45605,51.0301,4.9116,35.146625,8.1566,43.82658,6.397255
"9073","Moss",1468,21.47105,51.0548,4.9309,35.1817625,8.1836,43.873885,6.41638
"9074","Moss",1469,21.4867,51.0811,4.9514,35.2190125,8.212,43.92259,6.43723
"9075","Moss",1470,21.504,51.1127,4.9741,35.26055,8.243,43.977065,6.46033
"9076","Moss",1471,21.5232,51.1518,5.0001,35.308425,8.2775,44.040665,6.4864
"9077","Moss",1472,21.54345,51.1966,5.0292,35.3625,8.3151,44.1115,6.515065
"9078","Moss",1473,21.566,51.2474,5.0603,35.420275,8.3553,44.188545,6.54605
"9079","Moss",1474,21.5922,51.3048,5.0925,35.4791125,8.3978,44.270915,6.579265
"9080","Moss",1475,21.6233,51.3714,5.1252,35.537475,8.4432,44.358875,6.61486
"9081","Moss",1476,21.6584,51.4467,5.1591,35.5968125,8.4914,44.45272,6.652975
"9082","Moss",1477,21.6959,51.5242,5.1942,35.6586375,8.541,44.551265,6.69277
"9083","Moss",1478,21.73425,51.5976,5.2308,35.724775,8.5904,44.65322,6.7336
"9084","Moss",1479,21.77365,51.6683,5.2691,35.7964125,8.6392,44.759815,6.775275
"9085","Moss",1480,21.8146,51.7375,5.3088,35.8717125,8.6885,44.870415,6.81836
"9086","Moss",1481,21.8571,51.8039,5.3498,35.9478875,8.7394,44.98307,6.86284
"9087","Moss",1482,21.9013,51.8658,5.392,36.023175,8.7929,45.096745,6.908805
"9088","Moss",1483,21.9478,51.923,5.4357,36.099075,8.8488,45.21386,6.956355
"9089","Moss",1484,21.99535,51.9782,5.4805,36.1750625,8.9061,45.33112,7.0052
"9090","Moss",1485,22.0425,52.0342,5.5263,36.25055,8.9638,45.44482,7.055525
"9091","Moss",1486,22.0891,52.0912,5.5733,36.3251875,9.0219,45.55378,7.107535
"9092","Moss",1487,22.1358,52.1479,5.6214,36.3994,9.0808,45.65981,7.161135
"9093","Moss",1488,22.17745,52.2066,5.6561,36.4730125,9.1397,45.76243,7.21562
"9094","Moss",1489,22.2171,52.2695,5.6817,36.545825,9.1972,45.86115,7.270095
"9095","Moss",1490,22.25565,52.3385,5.7072,36.617175,9.2531,45.955165,7.32497
"9096","Moss",1491,22.2936,52.4108,5.7329,36.6878375,9.3081,46.045395,7.380235
"9097","Moss",1492,22.36475,52.4826,5.7587,36.7590125,9.3636,46.13325,7.435095
"9098","Moss",1493,22.44845,52.5507,5.7841,36.831275,9.4203,46.21859,7.488745
"9099","Moss",1494,22.53095,52.6161,5.8086,36.9033375,9.4776,46.29845,7.54054
"9100","Moss",1495,22.61335,52.681,5.8339,36.976775,9.5357,46.378665,7.59219
"9101","Moss",1496,22.67775,52.7474,5.8622,37.0536125,9.5948,46.46633,7.645
"9102","Moss",1497,22.72345,52.8167,5.8955,37.136125,9.6554,46.565855,7.699895
"9103","Moss",1498,22.7728,52.8877,5.9325,37.2230125,9.7174,46.6735,7.75608
"9104","Moss",1499,22.82315,52.9588,5.97,37.3102375,9.7797,46.784025,7.812575
"9105","Moss",1500,22.87205,53.0284,6.0049,37.393775,9.8415,46.891905,7.86848
"9106","Moss",1501,22.9202,53.0985,6.0378,37.4733625,9.9031,46.999765,7.923625
"9107","Moss",1502,22.96795,53.1678,6.0694,37.5508,9.9646,47.107205,7.978515
"9108","Moss",1503,23.01435,53.2323,6.0988,37.6301,10.0254,47.21056,8.033545
"9109","Moss",1504,23.05895,53.2886,6.1251,37.7105875,10.0852,47.30588,8.08861
"9110","Moss",1505,23.1024,53.3372,6.148,37.791525,10.1442,47.393195,8.143495
"9111","Moss",1506,23.1442,53.3819,6.1694,37.8712375,10.2026,47.477995,8.19882
"9112","Moss",1507,23.1834,53.4272,6.1919,37.947725,10.2604,47.56604,8.2554
"9113","Moss",1508,23.219,53.4749,6.2162,38.0195875,10.3174,47.66137,8.313645
"9114","Moss",1509,23.25145,53.523,6.241,38.088025,10.3737,47.76071,8.373335
"9115","Moss",1510,23.28295,53.5699,6.2669,38.154325,10.4299,47.859575,8.43369
"9116","Moss",1511,23.3157,53.6139,6.2944,38.2199125,10.4864,47.953855,8.4945
"9117","Moss",1512,23.3685,53.6544,6.3242,38.284175,10.543,48.04456,8.555095
"9118","Moss",1513,23.42265,53.693,6.3551,38.3471875,10.5998,48.13263,8.61635
"9119","Moss",1514,23.47585,53.7321,6.3854,38.4094125,10.6573,48.212895,8.679115
"9120","Moss",1515,23.52745,53.7732,6.4138,38.47105,10.716,48.2869,8.74416
"9121","Moss",1516,23.5779,53.8157,6.4406,38.5309375,10.7763,48.362215,8.81137
"9122","Moss",1517,23.68345,53.8587,6.4668,38.5911875,10.8368,48.43833,8.879915
"9123","Moss",1518,23.79065,53.9012,6.4936,38.65415,10.896,48.51494,8.9543
"9124","Moss",1519,23.89815,53.9432,6.5208,38.720725,10.9536,48.593065,9.0261
"9125","Moss",1520,23.983,53.9851,6.5483,38.7896625,11.0101,48.672235,9.06939
"9126","Moss",1521,24.0792,54.0264,6.5763,38.8601,11.0661,48.750185,9.113065
"9127","Moss",1522,24.17095,54.0671,6.6052,38.9314375,11.1221,48.825075,9.15576
"9128","Moss",1523,24.22435,54.1079,6.6356,39.006475,11.1775,48.89857,9.198335
"9129","Moss",1524,24.278,54.1478,6.6665,39.0816375,11.2327,48.96982,9.24029
"9130","Moss",1525,24.32875,54.1854,6.6968,39.152025,11.2883,49.03685,9.280935
"9131","Moss",1526,24.37365,54.2191,6.7259,39.213975,11.3449,49.098295,9.319485
"9132","Moss",1527,24.4134,54.2489,6.7542,39.2693125,11.4026,49.155005,9.35577
"9133","Moss",1528,24.4844,54.2776,6.782,39.320675,11.4601,49.20766,9.391685
"9134","Moss",1529,24.56785,54.308,6.8095,39.3707625,11.5159,49.25703,9.42902
"9135","Moss",1530,24.66305,54.3409,6.8362,39.4197125,11.5696,49.30074,9.46842
"9136","Moss",1531,24.7317,54.3748,6.8625,39.466475,11.622,49.34032,9.50886
"9137","Moss",1532,24.77925,54.4082,6.8891,39.51145,11.6739,49.380735,9.54925
"9138","Moss",1533,24.8273,54.4401,6.9167,39.5544,11.7269375,49.42667,9.588685
"9139","Moss",1534,24.8771,54.4723,6.9451,39.594625,11.785075,49.478665,9.62727
"9140","Moss",1535,24.9272,54.5029,6.974,39.6332375,11.836525,49.53238,9.66544
"9141","Moss",1536,24.9751,54.5287,7.0033,39.6715875,11.88805,49.58297,9.731635
"9142","Moss",1537,25.01925,54.5478,7.0332,39.7103375,11.941875,49.62767,9.801335
"9143","Moss",1538,25.0403,54.5614,7.0641,39.748675,11.9975625,49.6687,9.870865
"9144","Moss",1539,25.05825,54.5714,7.0945,39.7872125,12.0529375,49.70737,9.940375
"9145","Moss",1540,25.0766,54.5794,7.1232,39.8265375,12.1202875,49.74449,10.00993
"9146","Moss",1541,25.09425,54.5849,7.1502,39.8674,12.1742,49.780765,10.079305
"9147","Moss",1542,25.1115,54.5878,7.1761,39.9089125,12.2185,49.815345,10.148735
"9148","Moss",1543,25.1298,54.5886,7.201,39.949325,12.2627,49.846705,10.21828
"9149","Moss",1544,25.1507,54.5877,7.2251,39.9875625,12.309025,49.873235,10.28799
"9150","Moss",1545,25.17415,54.5839,7.2475,40.0239625,12.3567375,49.894285,10.35765
"9151","Moss",1546,25.1987,54.5787,7.2696,40.0590375,12.4078875,49.91268,10.42754
"9152","Moss",1547,25.22265,54.574,7.2929,40.0929,12.459325,49.931725,10.498045
"9153","Moss",1548,25.24565,54.5692,7.3184,40.124375,12.5105875,49.95209,10.567975
"9154","Moss",1549,25.2683,54.5637,7.3452,40.1537875,12.5616125,49.97223,10.638505
"9155","Moss",1550,25.2903,54.5607,7.3725,40.184,12.6122625,49.99477,10.708835
"9156","Moss",1551,25.31105,54.5631,7.3998,40.2178,12.66235,50.02163,10.7779
"9157","Moss",1552,25.33825,54.5713,7.4272,40.2555375,12.7116,50.052935,10.845615
"9158","Moss",1553,25.4098,54.5938,7.4548,40.29545,12.760325,50.08669,10.91255
"9159","Moss",1554,25.5064,54.6256,7.4822,40.3357625,12.809375,50.12047,10.9792
"9160","Moss",1555,25.56995,54.6566,7.5092,40.37555,12.858025,50.152135,11.04588
"9161","Moss",1556,25.5812,54.688,7.5361,40.41605,12.9057125,50.182125,11.112405
"9162","Moss",1557,25.59285,54.7195,7.5626,40.4562,12.953375,50.212685,11.178625
"9163","Moss",1558,25.60545,54.7506,7.5885,40.4947,13.00025,50.246235,11.244555
"9164","Moss",1559,25.61935,54.7807,7.6133,40.53,13.046075,50.284555,11.309555
"9165","Moss",1560,25.63405,54.8104,7.6372,40.5633125,13.0913125,50.32586,11.373975
"9166","Moss",1561,25.6498,54.8401,7.6613,40.5976,13.1359125,50.36787,11.438995
"9167","Moss",1562,25.66675,54.8703,7.6866,40.635925,13.1799625,50.40861,11.505995
"9168","Moss",1563,25.69525,54.9008,7.7128,40.6791875,13.2232625,50.44858,11.575545
"9169","Moss",1564,25.76005,54.9316,7.7395,40.7238625,13.2645625,50.488545,11.645645
"9170","Moss",1565,25.82415,54.9631,7.7663,40.7657375,13.300275,50.528405,11.713925
"9171","Moss",1566,25.8541,54.9953,7.7932,40.8023,13.3355,50.56916,11.778635
"9172","Moss",1567,25.8774,55.0281,7.8205,40.8356,13.3704,50.61118,11.841155
"9173","Moss",1568,25.9004,55.0619,7.8475,40.86685,13.4047375,50.65119,11.90212
"9174","Moss",1569,25.9235,55.097,7.8737,40.8975375,13.4381625,50.68621,11.96225
"9175","Moss",1570,25.9469,55.1344,7.8997,40.9262875,13.4702125,50.714825,12.020775
"9176","Moss",1571,25.9703,55.173,7.9251,40.9540125,13.501475,50.739525,12.078285
"9177","Moss",1572,25.9932,55.2108,7.949,40.9827,13.5541125,50.763695,12.13606
"9178","Moss",1573,26.0148,55.2463,7.9704,41.013725,13.6287375,50.788925,12.195265
"9179","Moss",1574,26.0349,55.2801,7.9888,41.0463375,13.6871,50.812485,12.25511
"9180","Moss",1575,26.055,55.3131,8.0065,41.08015,13.7235,50.837395,12.3101
"9181","Moss",1576,26.0773,55.3459,8.0258,41.1153375,13.7611,50.86715,12.346
"9182","Moss",1577,26.1026,55.3783,8.0476,41.154125,13.8008,50.904475,12.3817
"9183","Moss",1578,26.1299,55.4101,8.071,41.1983375,13.8415,50.94729,12.417
"9184","Moss",1579,26.1587,55.4425,8.0951,41.24495,13.8834,50.99216,12.4535
"9185","Moss",1580,26.1885,55.4762,8.1191,41.296025,13.9267,51.03576,12.4926
"9186","Moss",1581,26.219,55.5089,8.1439,41.3539375,13.9727,51.077345,12.5359
"9187","Moss",1582,26.2507,55.5431,8.1689,41.4147,14.0196,51.119575,12.5806
"9188","Moss",1583,26.2846,55.5832,8.193,41.4727,14.06795,51.165145,12.6233
"9189","Moss",1584,26.3217,55.6335,8.2153,41.5231375,14.1144375,51.216965,12.661
"9190","Moss",1585,26.3622,55.6929,8.236,41.5681125,14.15905,51.274435,12.6953
"9191","Moss",1586,26.4035,55.7558,8.2565,41.6118375,14.202775,51.33346,12.7281
"9192","Moss",1587,26.4431,55.8163,8.2784,41.6585125,14.246325,51.389655,12.7613
"9193","Moss",1588,26.4966,55.8738,8.3025,41.7076125,14.2894125,51.4412,12.7945
"9194","Moss",1589,26.55625,55.9307,8.3276,41.7584125,14.332025,51.490965,12.8274
"9195","Moss",1590,26.61635,55.9876,8.3525,41.8122375,14.3751625,51.542065,12.8613
"9196","Moss",1591,26.6785,56.045,8.3758,41.8714875,14.4197625,51.597425,12.8975
"9197","Moss",1592,26.74275,56.1023,8.3983,41.9380875,14.46605,51.656725,12.9361
"9198","Moss",1593,26.8075,56.1601,8.4199,42.006225,14.5102125,51.717695,12.9755
"9199","Moss",1594,26.87105,56.2191,8.4408,42.0695375,14.5533,51.77804,13.0141
"9200","Moss",1595,26.9328,56.2805,8.461,42.1249,14.5948625,51.83775,13.0505
"9201","Moss",1596,26.99355,56.3437,8.4804,42.17555,14.63595,51.89767,13.0858
"9202","Moss",1597,27.05315,56.4065,8.4991,42.2228125,14.675175,51.955625,13.1214
"9203","Moss",1598,27.1111,56.4663,8.5172,42.267375,14.7113875,52.00878,13.1584
"9204","Moss",1599,27.16655,56.5227,8.5342,42.3071625,14.7431125,52.055085,13.1972
"9205","Moss",1600,27.22075,56.5777,8.5507,42.3444125,14.7727625,52.09859,13.2367
"9206","Moss",1601,27.2758,56.6334,8.5677,42.383,14.803875,52.14489,13.2762
"9207","Moss",1602,27.3331,56.6916,8.5856,42.4251625,14.8387125,52.198335,13.3154
"9208","Moss",1603,27.3919,56.7514,8.6037,42.4687375,14.8757125,52.256525,13.355
"9209","Moss",1604,27.4512,56.8116,8.6228,42.5149875,14.9142875,52.31694,13.3936
"9210","Moss",1605,27.51,56.8713,8.6438,42.5653375,14.9541625,52.377475,13.4294
"9211","Moss",1606,27.56755,56.9287,8.6673,42.6224625,14.996325,52.4373,13.4614
"9212","Moss",1607,27.62495,56.9858,8.6923,42.683025,15.0397875,52.49793,13.4913
"9213","Moss",1608,27.68385,57.0462,8.7169,42.7416375,15.082875,52.561195,13.5214
"9214","Moss",1609,27.7461,57.114,8.7403,42.7938,15.1241625,52.629895,13.5536
"9215","Moss",1610,27.8123,57.1904,8.7637,42.841575,15.164575,52.70605,13.5869
"9216","Moss",1611,27.86225,57.2671,8.7858,42.88965,15.2041125,52.781675,13.6205
"9217","Moss",1612,27.8996,57.3348,8.8051,42.978075,15.243075,52.848115,13.6536
"9218","Moss",1613,27.94125,57.3897,8.8207,43.0568375,15.2816125,52.90134,13.686
"9219","Moss",1614,27.9826,57.4366,8.8334,43.1292125,15.319725,52.946215,13.718
"9220","Moss",1615,28.0247,57.4799,8.8449,43.201275,15.3563125,52.9877,13.7497
"9221","Moss",1616,28.06875,57.5235,8.8568,43.2784,15.3904875,53.03002,13.7808
"9222","Moss",1617,28.11575,57.5657,8.8679,43.3595875,15.422225,53.07013,13.8117
"9223","Moss",1618,28.1634,57.6062,8.8788,43.442425,15.452225,53.109615,13.842
"9224","Moss",1619,28.2089,57.6453,8.8904,43.52495,15.4813375,53.15171,13.8712
"9225","Moss",1620,28.2504,57.6837,8.9035,43.6072,15.5095625,53.20049,13.8985
"9226","Moss",1621,28.28915,57.7211,8.9177,43.690525,15.53635,53.25503,13.9242
"9227","Moss",1622,28.32675,57.7564,8.932,43.7713625,15.56315,53.307465,13.9495
"9228","Moss",1623,28.36475,57.7882,8.9457,43.8462125,15.59155,53.350115,13.9755
"9229","Moss",1624,28.40355,57.8144,8.9585,43.913475,15.622175,53.38135,14.002
"9230","Moss",1625,28.44215,57.8377,8.9709,43.9761875,15.6538,53.40566,14.0288
"9231","Moss",1626,28.47965,57.8626,8.9835,44.037675,15.6848,53.42722,14.0563
"9232","Moss",1627,28.51515,57.8929,8.9965,44.0999625,15.7142875,53.447305,14.0848
"9233","Moss",1628,28.5489,57.9272,9.0094,44.1614375,15.7429625,53.46294,14.1144
"9234","Moss",1629,28.5821,57.9619,9.0229,44.2225625,15.770775,53.479105,14.1442
"9235","Moss",1630,28.61605,57.9938,9.0374,44.2836875,15.7975625,53.50086,14.1732
"9236","Moss",1631,28.64995,58.0239,9.0531,44.344025,15.8223,53.53099,14.2014
"9237","Moss",1632,28.68405,58.0523,9.0697,44.4042125,15.84585,53.56565,14.2292
"9238","Moss",1633,28.7201,58.0768,9.0869,44.4660625,15.8700375,53.60016,14.2562
"9239","Moss",1634,28.76005,58.0957,9.1047,44.532075,15.896675,53.63147,14.2822
"9240","Moss",1635,28.8049,58.111,9.1238,44.604525,15.9258875,53.66409,14.3071
"9241","Moss",1636,28.85085,58.1205,9.143,44.6768,15.9556875,53.692715,14.3314
"9242","Moss",1637,28.8935,58.1213,9.1607,44.7413125,15.9839375,53.71032,14.3554
"9243","Moss",1638,28.93205,58.1107,9.1769,44.79515,16.0106875,53.71204,14.3796
"9244","Moss",1639,28.9682,58.091,9.192,44.84225,16.0364125,53.702525,14.4038
"9245","Moss",1640,29.00155,58.0675,9.2054,44.88505,16.06025,53.690025,14.4265
"9246","Moss",1641,29.0316,58.0447,9.2162,44.9258375,16.081175,53.681755,14.4468
"9247","Moss",1642,29.05715,58.0212,9.2237,44.96295,16.0988,53.676095,14.4646
"9248","Moss",1643,29.08025,57.9958,9.2297,44.9972125,16.1144,53.67024,14.4806
"9249","Moss",1644,29.1038,57.968,9.2362,45.03035,16.1297,53.662235,14.4956
"9250","Moss",1645,29.1291,57.9362,9.2446,45.063825,16.1455625,53.651175,14.5097
"9251","Moss",1646,29.15475,57.9127,9.2541,45.096825,16.16115,53.637665,14.5225
"9252","Moss",1647,29.181,57.9354,9.2634,45.1275625,16.176275,53.622335,14.5346
"9253","Moss",1648,29.20825,57.9609,9.2714,45.1543125,16.190875,53.605345,14.5464
"9254","Moss",1649,29.2375,57.9887,9.2779,45.1758875,16.205,53.58582,14.5583
"9255","Moss",1650,29.2673,58.0176,9.2836,45.1946375,16.21855,53.564855,14.5697
"9256","Moss",1651,29.2954,58.0471,9.2895,45.2134875,16.231425,53.54381,14.58
"9257","Moss",1652,29.32045,58.0783,9.2959,45.2347125,16.243575,53.523935,14.5887
"9258","Moss",1653,29.34325,58.1124,9.3025,45.257275,16.2549875,53.504585,14.5959
"9259","Moss",1654,29.3646,58.1444,9.3093,45.279175,16.265525,53.48478,14.6023
"9260","Moss",1655,29.38515,58.1686,9.3166,45.2985125,16.274975,53.463655,14.6087
"9261","Moss",1656,29.4048,58.183,9.325,45.3138125,16.283375,53.437975,14.6154
"9262","Moss",1657,29.4233,58.191,9.3339,45.3268375,16.2906875,53.410875,14.6218
"9263","Moss",1658,29.44115,58.1958,9.3424,45.340325,16.297025,53.388695,14.6271
"9264","Moss",1659,29.459,58.2002,9.3495,45.3566,16.3024875,53.377505,14.6304
"9265","Moss",1660,29.47705,58.2036,9.3555,45.37505,16.3068,53.375825,14.632
"9266","Moss",1661,29.49395,58.2038,9.3611,45.3937875,16.31045,53.37842,14.63292
"9267","Moss",1662,29.50835,58.1986,9.367,45.4111125,16.314025,53.38021,14.633775
"9268","Moss",1663,29.5209,58.1868,9.3735,45.4270625,16.31825,53.38118,14.63443
"9269","Moss",1664,29.53155,58.1696,9.3801,45.441975,16.322575,53.382735,14.634505
"9270","Moss",1665,29.5379,58.1485,9.3867,45.4551125,16.32555,53.38207,14.63436
"9271","Moss",1666,29.5376,58.1253,9.3933,45.4654875,16.3261875,53.37682,14.634105
"9272","Moss",1667,29.52995,58.1009,9.4004,45.47355,16.3248125,53.36844,14.633665
"9273","Moss",1668,29.5184,58.0718,9.4071,45.4793875,16.321875,53.356585,14.63299
"9274","Moss",1669,29.5068,58.0341,9.4123,45.4831875,16.31755,53.340595,14.631835
"9275","Moss",1670,29.495,57.9876,9.4157,45.48405,16.3108375,53.320825,14.629785
"9276","Moss",1671,29.48205,57.9337,9.4179,45.48245,16.3020375,53.29738,14.627165
"9277","Moss",1672,29.47015,57.8711,9.4188,45.480625,16.2940375,53.26887,14.624875
"9278","Moss",1673,29.46205,57.7976,9.4186,45.480825,16.2893875,53.23404,14.623805
"9279","Moss",1674,29.45985,57.7093,9.4171,45.4837625,16.2880625,53.19367,14.62452
"9280","Moss",1675,29.4582,57.6136,9.4145,45.4866,16.28815,53.147425,14.625575
"9281","Moss",1676,29.45055,57.5204,9.411,45.4862,16.2871125,53.0945,14.625065
"9282","Moss",1677,29.43265,57.4339,9.4062,45.4818125,16.2843625,53.034,14.62252
"9283","Moss",1678,29.40805,57.3496,9.4,45.474925,16.2810375,52.966295,14.6188
"9284","Moss",1679,29.3811,57.2662,9.394,45.4641,16.2761125,52.893925,14.6134
"9285","Moss",1680,29.3559,57.1825,9.3897,45.448125,16.2690625,52.81884,14.606105
"9286","Moss",1681,29.33105,57.0963,9.3869,45.4251875,16.259775,52.738265,14.59712
"9287","Moss",1682,29.3062,57.0113,9.3851,45.3981875,16.248525,52.65476,14.586245
"9288","Moss",1683,29.26715,56.9326,9.3837,45.3708,16.2354375,52.57294,14.572525
"9289","Moss",1684,29.2262,56.8619,9.3833,45.3466875,16.2198625,52.498195,14.55489
"9290","Moss",1685,29.18745,56.7967,9.3842,45.3241125,16.2018,52.42863,14.53354
"9291","Moss",1686,29.14785,56.7401,9.3841,45.2981625,16.18285,52.35518,14.51107
"9292","Moss",1687,29.10445,56.696,9.3808,45.264325,16.164525,52.268865,14.489785
"9293","Moss",1688,29.05715,56.6665,9.3739,45.2229875,16.1472625,52.172125,14.468915
"9294","Moss",1689,29.00755,56.6467,9.3651,45.176025,16.1297125,52.066465,14.44827
"9295","Moss",1690,28.9571,56.6301,9.3562,45.1241,16.1107,51.951175,14.42814
"9296","Moss",1691,28.90615,56.6149,9.3482,45.0670125,16.0889375,51.8227,14.409105
"9297","Moss",1692,28.85365,56.6059,9.3398,45.0035375,16.0649,51.6747,14.39115
"9298","Moss",1693,28.80165,56.5944,9.3323,44.9255125,16.0396375,51.5215,14.373245
"9299","Moss",1694,28.75255,56.5705,9.3269,44.8336375,16.014475,51.3758,14.354645
"9300","Moss",1695,28.7069,56.5329,9.3238,44.743325,15.9881875,51.2371,14.33522
"9301","Moss",1696,28.6633,56.4865,9.3224,44.6537,15.9615875,51.1019,14.31538
"9302","Moss",1697,28.6205,56.4353,9.3219,44.565525,15.9365375,50.9699,14.295575
"9303","Moss",1698,28.5781,56.3813,9.3225,44.47975,15.9147625,50.8411,14.276525
"9304","Moss",1699,28.537,56.3225,9.325,44.3963,15.8959125,50.7157,14.258415
"9305","Moss",1700,28.4956,56.2601,9.3268,44.3134375,15.8773875,50.5932,14.239535
"9306","Moss",1701,28.4521,56.1959,9.325,44.229225,15.8563625,50.4731,14.217985
"9307","Moss",1702,28.4054,56.1307,9.3194,44.1417375,15.832825,50.3536,14.19368
"9308","Moss",1703,28.35735,56.0632,9.3113,44.0536,15.8077875,50.2367,14.1674
"9309","Moss",1704,28.3101,55.9911,9.3012,43.9689375,15.7819,50.1255,14.13992
"9310","Moss",1705,28.2654,55.9111,9.2893,43.8903375,15.75555,50.0218,14.11141
"9311","Moss",1706,28.2223,55.8215,9.2747,43.8158875,15.7280625,49.923,14.08081
"9312","Moss",1707,28.1805,55.7309,9.2591,43.7461125,15.7003625,49.8327,14.049975
"9313","Moss",1708,28.13985,55.6485,9.2445,43.682375,15.6736375,49.755,14.021165
"9314","Moss",1709,28.1005,55.577,9.2305,43.6252875,15.6481625,49.6928,13.994565
"9315","Moss",1710,28.06235,55.5114,9.2169,43.5738625,15.62345,49.6425,13.969305
"9316","Moss",1711,28.02525,55.4484,9.2053,43.526825,15.599275,49.5988,13.945285
"9317","Moss",1712,27.98905,55.3864,9.1972,43.483125,15.5759375,49.5579,13.9227
"9318","Moss",1713,27.9538,55.3288,9.1929,43.4433,15.5538875,49.5222,13.90195
"9319","Moss",1714,27.9195,55.27,9.1896,43.40755,15.53175,49.4918,13.881655
"9320","Moss",1715,27.88615,55.2037,9.1848,43.3761875,15.507825,49.4664,13.86043
"9321","Moss",1716,27.85435,55.1274,9.1779,43.3511875,15.4816125,49.4483,13.838055
"9322","Moss",1717,27.82355,55.0449,9.1701,43.3307,15.453975,49.4356,13.815045
"9323","Moss",1718,27.7927,54.9603,9.1614,43.3105625,15.4253875,49.4235,13.79118
"9324","Moss",1719,27.76015,54.8742,9.1521,43.286925,15.3960625,49.4072,13.76584
"9325","Moss",1720,27.7257,54.7806,9.1421,43.260375,15.3649,49.3874,13.7387
"9326","Moss",1721,27.69215,54.6921,9.131,43.2349625,15.334025,49.3694,13.71141
"9327","Moss",1722,27.6629,54.623,9.1179,43.2143,15.3057,49.3592,13.68534
"9328","Moss",1723,27.6387,54.5783,9.1028,43.1992875,15.2809,49.3566,13.66153
"9329","Moss",1724,27.618,54.5497,9.086,43.1520125,15.2581125,49.3602,13.63885
"9330","Moss",1725,27.59945,54.5294,9.0671,43.093575,15.2356125,49.3708,13.615305
"9331","Moss",1726,27.5821,54.5121,9.0456,43.0399875,15.2119125,49.3902,13.58951
"9332","Moss",1727,27.5666,54.5017,9.0205,42.9891,15.1881125,49.4191,13.562375
"9333","Moss",1728,27.55275,54.497,8.9948,42.941575,15.1638625,49.4534,13.533985
"9334","Moss",1729,27.54,54.4962,8.9713,42.8988375,15.1386375,49.4883,13.504405
"9335","Moss",1730,27.52715,54.4964,8.9503,42.8638125,15.1120875,49.5247,13.4724
"9336","Moss",1731,27.51535,54.5007,8.9308,42.8335375,15.0846625,49.5633,13.4394
"9337","Moss",1732,27.50715,54.5147,8.9128,42.8020625,15.0572125,49.6008,13.4078
"9338","Moss",1733,27.50545,54.5447,8.8969,42.7659625,15.0305875,49.6359,13.3801
"9339","Moss",1734,27.5105,54.5915,8.8836,42.7301875,15.0051125,49.6712,13.3554
"9340","Moss",1735,27.50365,54.6444,8.871,42.6885875,14.978875,49.7029,13.332
"9341","Moss",1736,27.4895,54.6923,8.8568,42.634025,14.95005,49.7268,13.3081
"9342","Moss",1737,27.46605,54.7368,8.8412,42.560975,14.9178125,49.7417,13.2841
"9343","Moss",1738,27.43705,54.7794,8.8246,42.4762375,14.883475,49.7497,13.2601
