"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,86.7,0.15
"2","Forb",67,0.115916955017301,0,0
"3","Graminoid",0,0,28.9,0.05
"4","Lichen",0,0,0,0
"5","Moss",49,0.0847750865051903,28.9,0.05
"6","ShrubDecid",0,0,144.5,0.25
"7","ShrubEvergreen",428,0.740484429065744,289,0.5
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",34,0.0588235294117647,0,0
"10","Unknown",0,0,0,0
