"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,85.95,0.15
"2","Forb",0,0,0,0
"3","Graminoid",1,0.00174520069808028,57.3,0.1
"4","Lichen",5,0.0087260034904014,85.95,0.15
"5","Moss",0,0,85.95,0.15
"6","ShrubDecid",0,0,171.9,0.3
"7","ShrubEvergreen",567,0.989528795811518,85.95,0.15
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
