"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,90,0.2
"2","Forb",0,0,0,0
"3","Graminoid",0,0,112.5,0.25
"4","Lichen",0,0,4.5,0.01
"5","Moss",1,0.00222222222222222,90,0.2
"6","ShrubDecid",0,0,90,0.2
"7","ShrubEvergreen",3,0.00666666666666667,63,0.14
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",446,0.991111111111111,0,0
"10","Unknown",0,0,0,0
