"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,65.61,0.09
"2","Forb",42,0.0576131687242798,0,0
"3","Graminoid",0,0,72.9,0.1
"4","Lichen",8,0.0109739368998628,65.61,0.09
"5","Moss",195,0.267489711934156,14.58,0.02
"6","ShrubDecid",0,0,328.05,0.45
"7","ShrubEvergreen",453,0.621399176954732,182.25,0.25
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",31,0.0425240054869684,0,0
"10","Unknown",0,0,0,0
