"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,101.34,0.18
"2","Forb",0,0,0,0
"3","Graminoid",0,0,112.6,0.2
"4","Lichen",5,0.0088809946714032,112.6,0.2
"5","Moss",0,0,11.26,0.02
"6","ShrubDecid",0,0,112.6,0.2
"7","ShrubEvergreen",556,0.987566607460036,112.6,0.2
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",2,0.00355239786856128,0,0
"10","Unknown",0,0,0,0
