"x","y","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
461044.529452793,7199359.78679176,-20.6970427858779,1.04998472953292,7.99886042188901,2.61477457782168,-1.07534993325906,2.91725888602492,-0.0291172917909479
461053.17635838,7199359.78679176,-1.92770354122406,2.63405642750573,-3.16208746748547,0.172205111428613,2.39792189379984,1.71710385361385,-0.344609438561597
461061.823263966,7199359.78679176,16.7806448790965,5.58465800135145,3.84993322850416,0.470139452347937,1.87003386619663,-0.0558052847374239,-3.82975620339555
461044.529452793,7199353.68385356,12.6903057383653,-8.41988593206757,0.801513285772109,-0.879973885059581,-3.89042627337151,2.68495326610556,0.459061811737695
461053.17635838,7199353.68385356,17.7496135477091,-5.03546547743383,-6.0857524779084,-1.70834300714608,1.26825404859125,2.03674657747504,-1.07608990516414
461061.823263966,7199353.68385356,11.2929306062633,1.21885603824967,6.62194709767587,-5.71081692093014,1.92213240958464,-0.956847230438077,2.40766485417072
461044.529452793,7199347.58091537,-14.2941041525107,-0.748813157436402,-1.75408956924264,-1.22225495287736,-4.19515010618498,-1.23475954857914,-1.12306773066083
461053.17635838,7199347.58091537,-19.7105563793578,1.11505418002627,-4.90423856547531,-1.81218897582831,0.916953081788432,-0.166571960029742,0.929947362854177
461061.823263966,7199347.58091537,-22.4014819520517,-3.53282743422672,0.299109991146559,-1.3563725776683,0.386199837001872,-3.6383800610851,-1.51484326721246
461044.529452793,7199341.47797717,12.7045442071579,14.0627728466761,-3.04819960677301,1.25464482381419,-3.04417814903225,-0.769037343334379,1.38637996368012
461053.17635838,7199341.47797717,-12.7788586429033,-0.967657162240001,-1.62757307396174,3.45739778206973,3.27645002540812,1.05687222873565,1.69293867818022
461061.823263966,7199341.47797717,20.5917084753333,-6.96073305993759,1.01057673585886,4.72078857202763,0.167159299477019,-3.59153338375115,1.04149116616259
